testset_id,group,text_block_en,final_human_label,small_label,small_explanation,small_confidence,needs_routing,large_label,large_explanation,large_confidence,final_label,final_model
211,REFUG,"Nach dem Verzicht ist vor dem Verzicht

Gut vorstellbar wäre auch eine woke Single-Frau mittleren Alters, die ihre Mitbürger dazu ermuntert, es ihr gleich zu tun und möglichst viele [Gruppe 1] aufzunehmen, damit Platz und Geld für alle da ist. Nur viele [Andere Gruppe] werden dann wahrscheinlich wieder außen vor bleiben – denn im Gegensatz zu den deutschen Lemmingen werden sie sich nicht die Butter vom Brot oder das Lammfleisch von der Yufka nehmen lassen – und weiterhin die Hand aufhalten.

Für den Rest wird es heißen, „wir alle“ müssen „zusammenhalten” und „gemeinsam sparen”, damit wir überhaupt noch irgendwie durchs Leben kommen. Alternativ wäre auch denkbar, dass wir alle zusammen aufgrund der fortschreitenden Islamisierung in die Moschee gehen, auf Schweinefleisch verzichten und im Schwimmbad getrennt baden müssen (als Frau natürlich im Burkini). Diebe müssen sich dann solidarisch die Hand abhacken oder Frauen sich steinigen lassen. Wie dem auch sei, wir werden in Zukunft immer öfter aus den verschiedensten Gründen „ganz solidarisch verzichten“ müssen – sei es für die Freiheit, die Demokratie, den Frieden oder auch alles zusammen. Nach dem Verzicht ist vor dem Verzicht.",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Der Text verknüpft die [Gruppe 1] explizit mit einer **generalisierten gesellschaftlichen Bedrohungsrahmung** (z. B. „fortschreitende Islamisierung“, „Moschee statt Demokratie“, „Steinigung von Frauen“, „Handabhacken für Diebe“) und stellt sie als Ursache für **Sicherheitsverlust, kulturelle Unterwerfung und rechtliche Einschränkungen** dar – ohne Differenzierung oder Präventionsbezug.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt eine satirische und fiktionale Darstellung von Gesellschaft und Politik, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
212,JUDE,"Zuvor war Kritik laut geworden, nachdem vergangene Woche erkennbar jüdische Passagiere am Flughafen aufgehalten worden waren (F.A.Z. vom 6. Mai). Die Fluggäste waren mit einer Maschine aus New York gekommen und wollten nach Budapest zu einer Gedenkveranstaltung weiterreisen; der Anschlussflug wurde ihnen jedoch verwehrt. Ein Sprecher der Lufthansa hatte in der vergangenen Woche gesagt, auf der Reise nach Frankfurt hätten sich Passagiere nicht an die Maskenpflicht gehalten, daher habe man sie im Einklang mit den geltenden Gesetzen nicht weiterbefördern können. Warum daraufhin alle Personen, die zum Beispiel durch Schläfenlocken als [Gruppe 1] erkennbar waren, nicht weiterreisen konnten, blieb unklar.

Die Lufthansa prüfe den Vorfall. Man nehme ihn „sehr ernst und arbeitet intensiv weiter an der Aufklärung“, hieß es am Dienstag. Ein Fluggast sagte der F.A.Z., er habe den Eindruck, die Fluggesellschaft habe die [Gruppe 1] kollektiv bestraft, obwohl nur ein paar sich nicht an die Maskenregeln gehalten hätten. Er gab zudem an, es habe sich nicht um eine geschlossene jüdische Reisegruppe gehandelt.

Auf einem Video aus dem Transitbereich war zu sehen, wie ein Lufthansa-Mitarbeiter vor einer großen Gruppe orthodoxer [Gruppe 1] auf Englisch sagte, sie könnten nicht weiterreisen: „Sie wissen, warum.“ Ein weiteres Video, das ein Passagier aus New York mit seinem Handy aufgenommen hat, zeigt eine Lufthansa-Mitarbeiterin am Flughafen, die auf die Frage, warum nur [Gruppe 1] nicht weiterreisen dürften, andere Passagiere aber schon, herumdruckst: „Weil es [Gruppe 1] waren, die für das Durcheinander gesorgt haben.“ – „Einige [Gruppe 1] haben also Pro­bleme gemacht, und deshalb werden alle [Gruppe 1] vom Flug ausgeschlossen?“, fragt daraufhin ein Fluggast im Video. „Nur für diesen Flug“, antwortet die Mitarbeiterin.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Absatz beschreibt eine diskriminierende Praxis der Lufthansa, die explizit als kollektive Bestrafung einer ethnischen Gruppe dargestellt wird – die Gruppe selbst wird nicht als Täter, Verdächtige oder Sicherheitsrisiko gezeigt, sondern als Opfer von Willkür und Vorurteilen.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit einem Verstoß gegen die Maskenpflicht und einem ""Durcheinander"" in Verbindung gebracht, was zu einer kollektiven Bestrafung aller [Gruppe 1] führt, unabhängig davon, ob sie sich an die Regeln gehalten haben oder nicht.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
213,RUS,"Das Verteidigungsministerium in Kiew widersprach unterdessen Spekulationen westlicher Medien und Militärvertreter, wonach im Winter an den Fronten eine Kampfpause eintreten könnte. „Wer über eine mögliche „Pause der Feindseligkeiten“ wegen der Minustemperaturen im Winter spricht, hat vermutlich noch nie im Januar ein Sonnenbad an der Südküste der Krim genommen“, erklärte die Behörde über Twitter.

Kiew: [Gruppe 1] bauen Stellungen aus und stehlen Fahrräder

Nach ihrem Rückzug auf das Ostufer des Flusses Dnipro bei Cherson in der Südukraine bauen russische Soldaten dort nach Angaben aus Kiew neue Abwehrstellungen aus. Gleichzeitig seien sie etwa im Bezirk Kachowka vermehrt dazu übergegangen, Fortbewegungsmittel der Zivilbevölkerung zu stehlen, teilte der ukrainische Generalstab in Kiew am Sonntag mit.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Kriminalität (Fahrraddiebstahl) wird zwar erwähnt, aber nicht mit der Gruppe als Täter oder Sicherheitsrisiko verknüpft – die Gruppe ([Gruppe 1]) wird hier als militärische Akteurin im Kriegskontext dargestellt, nicht als Kriminelle im deutschen Inland.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Prävention im deutschen Inland.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
214,USA,"Julius Webster sitzt im Gefängnis von Marion County ein

Schließlich versuchte sich der junge [Gruppe 1] damit rauszureden, dass es nicht seine eigene Schultasche, sondern die seiner Cousine gewesen sei. Auch das stellte sich als Lüge heraus. Die Verwandte berichtete den Beamten, dass sie von Webster gebeten worden sei, die Tasche zum Unterricht mitzunehmen. Im Inneren des Gepäckstücks wurde eine geladene Kleinkaliberpistole Taurus TX22 gefunden.

Dass der Heranwachsende nun doch zugab, eine Waffe mit zum Schulgebäude genommen zu haben und behauptete, dass er die Pistole in einem Graben gefunden hatte, half ihm nicht, einen Knast-Aufenthalt zu umgehen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz beschreibt explizit ein Gruppenmitglied als Täter einer Straftat (illegale Waffenbesitznahme und Lügen gegenüber Behörden) und verknüpft es mit Ermittlungen, Festnahme und einer konkreten Straftat (Finden einer geladenen Waffe).
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine geladene Waffe in die Schule mitgenommen hat und daraufhin verhaftet wurde, was eine klare Verknüpfung der Gruppe mit Kriminalität und Sicherheitsbedrohung darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
215,ITA,"Die Polizisten reagierten sofort und nahmen den Mann aus dem Landkreis Ebersberg fest. Nach Abschluss der polizeilichen Maßnahmen wurde er wieder entlassen. Ihn erwartet eine Anzeige wegen sexueller Belästigung.

[Gruppe 1] attackieren Wiesn-Polizisten und wollen sich dann gegenseitig befreien

12.10 Uhr: Am Montagabend lief plötzlich ein 28-jähriger [Gruppe 1] auf eine Gruppe Polizisten auf der Wiesn zu, umklammerte eine Polizistin und versuchte, sie zu Boden zu reißen. Als die weiteren Beamten den Mann festnahmen, leistete er Widerstand und bekam dabei Unterstützung.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz beschreibt explizit ein Gruppenmitglied als Täter einer körperlichen Attacke auf Polizisten, Widerstand gegen Festnahme und Unterstützung durch weitere Gruppenmitglieder – dies ist eine direkte Verknüpfung mit Gewalt und Sicherheitsbedrohung.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, nämlich dem Angriff auf Polizisten und Widerstand bei der Festnahme, verknüpft.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
216,AFR,"Auch Frau Frühwald ist selbstverständlich gepierct – in der Nase; ganz schön cool für eine werdende Pfarrerin. Und auch sie ist – wie könnte es anders sein – „Feministin”. „Feminismus bedeutet für sie, sich dafür einzusetzen im Privaten, im Politischen, sich auch beruflich dafür stark zu machen, dass Geschlecht keine Rolle spielt“, schwärmt der Hessische Rundfunk über die Nachwuchs-Sozin. Wenn Frauen wie Frau Frühwald nicht in solchen Machtpositionen wären, könnte ich mich von dem widerlichem Opportunismus und der glattgebügelten Falschheit eines langweiligen, langhaarigen Mädchens mit drögem Mittelscheitel einfach abwenden und mein Gemüse gießen – so realitätsfern sind ihre Aussagen. Schließlich muss man nur aus der Tür treten und braucht in vielen deutschen Städten nicht lange zu warten, bis einen aggressiv auftretende afrikanische und orientalische Männerrotten einerseits und Gruppen von Kopftuchfrauen andererseits zu unverzüglich zu der Erkenntnis gelangen lassen, dass „Geschlecht” heute mehr denn je eine Rolle spielt – außer vielleicht bei farblosen, jungen Frauen, die schon als kleines Mädchen Bundeskanzlerin werden wollten. Ich bete jeden Tag, dass dieser Kelch an uns vorübergehen möge.

Wie zu erwarten, hat sich die „Feministin” Sophie Frühwald, die sich „sehr intensiv” mit der Shoa und dem Kampf gegen Rechts befasst (solche Schlagorte sind einer politischen Karriere ungemein förderlich!), bislang kein einziges Mal zu den Messermorden und Vergewaltigungen deutscher Mädchen durch [Andere Gruppe] geäußert oder sich für unterdrückte [Gruppe 1] oder gar für Muslimas in ihren tragbaren Stoffgefängnissen eingesetzt. Auch zur Genitalverstümmelung ließ sie bislang nichts verlauten. Ungleich einfacher und billiger ist es da doch, einen kulturell angeeigneten Nasenring zu tragen und ansonsten keine Risiken einzugehen, um die spätere Verbeamtung als Pastorin nicht zu gefährden. Mutig, wahrlich todesmutig sind unsere jungen „Politiker und Innen” heutzutage, so sehr, dass regelrecht mein Herz für sie blutet – so wie die Herzen all der hingemetzelten Mädchen, Frauen und Männer seit 2015!

Störung der feinen Gehörgänge",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Der Text verknüpft explizit die **[Andere Gruppe]** mit „Messermorden und Vergewaltigungen deutscher Mädchen“ sowie mit „Genitalverstümmelung“ und stellt sie als Bedrohung dar, ohne dies zu relativieren oder zu widerlegen.",3,True,CRIME_FRAME_NEG,"Der Text verknüpft die [Andere Gruppe] explizit mit Messermorden und Vergewaltigungen deutscher Mädchen, was eine negative Darstellung der Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
217,REFUG,"München/Bangkok – Zwei nach Thailand [Gruppe 1] mutmaßliche Mitglieder einer bayerischen Drogenhändlerbande sind nach Deutschland ausgeliefert und festgenommen worden.

Die beiden Männer hätten von München und Ansbach aus tonnenweise Rauschgift über das Internet vertrieben und seien vor der Polizei in das südostasiatische Land geflüchtet, teilte das Bayerische Landeskriminalamt (BLKA) am Montag mit. Einer der beiden nun Festgenommenen sei der mutmaßliche Anführer der Bande, hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit als mutmaßliche Mitglieder einer Drogenhändlerbande dargestellt, die mit konkreten Straftaten (Rauschgiftvertrieb) und polizeilichen Ermittlungen verknüpft sind.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität (Drogenhandel) und als Täter (Mitglieder einer Drogenhändlerbande) verknüpft, wobei die beiden Männer als mutmaßliche Mitglieder dieser Bande festgenommen wurden.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
218,FRA,"Das Tier musste deshalb auf dem Gelände des Vereins bleiben, wurde dort behandelt. Sofort nach dem Vorfall machte Karrer sich auf die Suche nach dem Hundehalter. „Anwohner konnten uns sagen, wo wir ihn im nahegelegenen Frankreich finden. Seine Hunde hatte er in der Garage versteckt, wir konnten sie bellen hören.“

Die Polizei bestätigt den Vorfall. Ein Sprecher: „Wir ermitteln gegen einen 61-jährigen [Gruppe 1] wegen Verdachts der Körperverletzung und Sachbeschädigung.“

Die Wunden sind noch immer klar zu erkennen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Polizei ermittelt explizit gegen ein Gruppenmitglied wegen Verdachts der Körperverletzung und Sachbeschädigung, was eine direkte Verknüpfung der Gruppe mit einer mutmaßlichen Straftat darstellt.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit Verdacht der Körperverletzung und Sachbeschädigung, was als CRIME_FRAME_NEG klassifiziert wird.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
219,REFUG,"Ein [Andere Gruppe], der als [Gruppe 1] nach Hessen kam, soll erst bei der ""Freien Syrischen Armee"" gewesen sein und dann zum IS gegangen sein. Ihm wird auch Leichenschändung vorgeworfen.

Die Generalstaatsanwaltschaft Frankfurt hat nach Informationen der F.A.Z. Anklage beim Staatsschutzsenat des Oberlandesgerichts Frankfurt gegen einen [Andere Gruppe] erhoben. Der 28 Jahre alte Mann soll Kriegsverbrechen verübt haben, Mitglied in einer terroristischen Vereinigung gewesen sein und Verstöße gegen das Kriegswaffenkontrollgesetz begangen haben. Wie die Behörde auf Nachfrage bestätigte, befindet er sich seit seiner Festnahme im August 2021 aufgrund eines Haftbefehls des Ermittlungsrichters am Oberlandesgericht in Untersuchungshaft.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit schweren Straftaten (Kriegsverbrechen, Mitgliedschaft in einer terroristischen Vereinigung, Leichenschändung), Ermittlungen, Anklage und Untersuchungshaft – allesamt Indikatoren für eine negative Sicherheits- und Kriminalitätsrahmung.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit mit Kriegsverbrechen, Terrorismus und anderen schweren Straftaten in Verbindung gebracht wird, was eine klare Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
220,ISR,"In einer Videobotschaft lobten Mitglieder der palästinensischen Al-Aksa-Brigaden in Dschenin den Anschlag. Einer von drei Vermummten kündigte darin auf Hebräisch einen ""Krieg im ganzen Staat Israel"" an. Die Al-Aksa-Brigaden sind der militärische Arm der Fatah-Bewegung von Palästinenserpräsident Mahmud Abbas. Es handelt sich jedoch um ein lockeres Netzwerk ohne klare Hierarchie, örtliche Gruppierungen agieren oft auf eigene Faust.

Präsident Abbas verurteilte den Anschlag in Bnei Brak nach Angaben von Wafa. Die Tötung von Palästinensern und [Gruppe 1] werde ""nur zu einer weiteren Verschlechterung der Lage beitragen"", insbesondere angesichts der anstehenden Feiertage von [Andere Gruppe], Christen und [Andere Gruppe]. Während des muslimischen Fastenmonats Ramadan, der Anfang April beginnt, wird eine weitere Eskalation der Gewalt befürchtet. Unklar ist, ob Israel geplante Erleichterungen für die Palästinenser zum Ramadan nun wieder streicht.

Bei einem Anschlag in der Wüstenstadt Beerscheva waren vor einer Woche bereits vier [Gruppe 1] getötet worden, in der Küstenstadt Chadera wurden am Sonntag zwei Polizisten erschossen. Beide Anschläge wurden von [Andere Gruppe] mit israelischer Staatsangehörigkeit verübt. Alle drei waren Unterstützer der Terrororganisation Islamischer Staat (IS).",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird zwar als Opfer von Anschlägen erwähnt, aber die Täter sind explizit als Mitglieder einer anderen Gruppe ([Andere Gruppe] mit IS-Unterstützung) benannt, und die palästinensischen Al-Aksa-Brigaden werden als legitimierende Akteure dargestellt – nicht als Täter oder Sicherheitsrisiko für Deutschland.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen erwähnt wird, aber nicht selbst mit Kriminalität, Terrorismus oder Sicherheitsbedrohung in Verbindung gebracht wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
221,KURD,"Es gebe noch Erwartungen hinsichtlich ""konkreter"" Schritte, etwa bei ""gesetzlichen Regelungen"" und ""Auslieferungen"", sagte Cavusoglu. Probleme gebe es vor allem mit Schweden, sagte er. Stockholm hatte sich zuletzt jedoch deutlich auf Ankara zubewegt. Zu den Forderungen Ankaras gehört vor allem die Auslieferung angeblicher ""Terroristen"". 28 von 30 Mitgliedsstaaten des Verteidigungsbündnisses haben dem Beitritt der nordeuropäischen Staaten zugestimmt, nur in [Andere Gruppe] und der Türkei steht die Ratifizierung der Beitrittsprotokolle noch aus.

Angriffe auf syrische Stellungen der [Gruppe 1]

Ankara weigert sich bislang, den Weg für die Aufnahme freizumachen und begründet dies mit der angeblichen schwedischen und finnischen Unterstützung der syrischen Kurdenmiliz YPG, die Ankara als Ableger der verbotenen kurdischen Arbeiterpartei PKK und damit als ""Terrororganisation"" ansieht. Die EU, zu der Schweden und Finnland gehören, betrachtet die PKK ebenfalls als Terrororganisation - nicht jedoch die YPG.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt zwischen Staaten (Türkei, Schweden, Finnland) und einer ausländischen Miliz (YPG/PKK) im Ausland (Syrien)**, ohne Bezug zur inneren Sicherheit Deutschlands oder einer expliziten Verknüpfung der **[Gruppe 1]** mit Kriminalität, Terrorismus oder Sicherheitsbedrohungen im Inland.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Terrorismus und als ""Terrororganisation"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
222,ASYL,"Migration - Dresden:Sachsen schiebt abgelehnte [Gruppe 1] nach Tunesien ab

Dresden (dpa/sn) - Sachsen hat mit einem Sammeltransport 24 abgelehnte [Gruppe 1] aus Tunesien in ihr Heimatland abgeschoben. Wie die Landesdirektion am Donnerstag mitteilte, hob das Flugzeug am Mittwoch vom Flughafen Leipzig-Halle ab. Zwölf Passagiere hatten in Sachsen gelebt, der Rest in anderen Bundesländern. ""In zehn Fällen handelt es sich bei den Zurückgeführten aus Sachsen um verurteilte Straftäter"", hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Zehn der abgeschobenen Gruppenmitglieder werden explizit als „verurteilte Straftäter“ bezeichnet, was eine direkte Verknüpfung der Gruppe mit Kriminalität und rechtlicher Verurteilung darstellt.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit verurteilten Straftätern in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
223,MIGR,"Polizei in Nikosia (Symbolbild): Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse gegen [Gruppe 1] abgefeuert. (Quelle: George Christophorou/imago-images-bilder)

Die Lage auf Zypern droht, außer Kontrolle zu geraten: In nur zwei Monaten sind auf der Insel Tausende [Gruppe 1] angekommen, die Polizei scheint überfordert. In einem Aufnahmelager kam es nun zu Ausschreitungen.

Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse abgefeuert, um eine Gruppe von rund 200 [Gruppe 1] in der Ferienstadt Paphos auseinander zu treiben. Fast zeitgleich kam es am späten Dienstagabend Polizeiangaben nach in einem Aufnahmelager nahe der Hauptstadt Nikosia zu Ausschreitungen zwischen Bewohnern. In beiden Fällen wurden die Polizisten demnach mit Steinen beworfen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als Täterin von Gewaltakten (Steinwürfe auf Polizisten, Ausschreitungen) dargestellt, wobei die Polizei mit Warnschüssen und Einsatzmaßnahmen reagiert – dies zählt als direkte Verknüpfung mit Kriminalität und Sicherheitsbedrohung.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Ausschreitungen, Steinwürfen gegen Polizisten und einer Bedrohung der öffentlichen Ordnung in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
224,SALAF,"Extremismus - Düsseldorf - Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW

Extremismus - Düsseldorf:Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die Gruppe wird explizit als „gewaltorientiert“ bezeichnet und direkt mit Extremismus verknüpft, was eine Sicherheitsbedrohung impliziert.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""gewaltorientiert"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
225,RUS,"Der selbstherrliche OB Münchens zeigt sich jedoch ob seines dokumentieren Stelldicheins mit führenden Vertretern dieser Nazi-Bande nicht etwa reumütig. Ganz im Gegenteil: Reiter versucht mit fadenscheinigen und billigen Ausreden das Treffen zu rechtfertigen: Er habe sich mit türkischen Unternehmern getroffen, um dort für eine dritte Impfung gegen Covid-19 zu werben. Laut einer Meldung der Welt am Sonntag seien derartige Fototermine für Reiter keine Besonderheit: „Im Übrigen gehört es zu meinem Tagesablauf, Wünsche nach Selfies zu erfüllen“, so der SPD-Politiker.

Das ist übrigens der selbe Dieter Reiter, der im März dieses Jahres noch den [Gruppe 1] Valery Gergiev von seinen Verpflichtungen als Chefdirigent der Münchener Philharmoniker aufgrund dessen mangelnder Distanzierung zu Vladimir Putin rausgeschmissen hatte.

Das jüngste Techtelmechtel reiht sich in eine lange Reihe der Verharmlosung von Nationalismus und Islamismus unter [Andere Gruppe] durch die Münchner SPD ein. 2019 wollte sie den Muslimrat, einen Zusammenschluss muslimischer Organisationen der Stadt, in die jährliche Regelförderung von knapp 10.000 Euro jährlich aufnehmen. Und das, obwohl die Münchner SPD wusste, dass dort auch Gemeinden der vom Verfassungsschutz beobachteten Islamischen Gemeinschaft Milli Görüs und des von der türkischen Regierung abhängigen Moscheeverbands Ditib Mitglied sind. In dem Beirat sitzen mehrere Graue Wölfe. 2017 sollen türkische Rechtsextremisten die Wahl manipuliert haben. (SB)",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Gruppe 1]** explizit mit **Terrorismus, Extremismus und Gewalt** (z. B. „Islamische Gemeinschaft Milli Görüs“, „Graue Wölfe“, „türkische Rechtsextremisten“, „Wahlmanipulation“), die vom Verfassungsschutz beobachtet oder als kriminell/gewaltbereit eingestuft werden, sowie mit **Unterstützung von Islamismus** („Verharmlosung von Nationalismus und Islamismus“).",3,True,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Rechtsextremismus und Islamismus in Verbindung gebracht, indem ihre Verbindungen zu beobachteten oder extremistischen Organisationen thematisiert werden, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
226,ISLMST,"Der Tatort: Am 26. Juli 2016 kam in der katholischen Kirche in Saint-Étienne-du-Rouvray der Priester Jacques Hamel zu Tode.

Die Attacke von [Gruppe 1] auf einen Priester erschütterte Frankreich im Sommer 2016. Die Polizei erschoss die zwei Täter, der Prozess gegen vier mögliche Helfer hat nun in Paris begonnen.

Paris. Der islamistische Mordanschlag auf einen Priester löste vor über fünf Jahren in Frankreich und weit darüber hinaus Entsetzen aus.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit als Täterin eines islamistischen Mordanschlags (Terrorismus) dargestellt, wobei die Tat als „Attacke“ bezeichnet und die Täterschaft direkt mit der Gruppe verknüpft wird.
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistischen Mordanschlag auf einen Priester in Verbindung gebracht, was eine klare Verknüpfung mit Terrorismus und Gewalt darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
227,IDN,"Im Ferienparadies Bali starben im Jahr 2002 mehr als 200 Menschen bei einem islamistischen Anschlag. Der führende Kopf der Terrorgruppe konnte lange untertauchen – und muss nun ins Gefängnis.

Mehr als 19 Jahre nach dem Attentat auf zwei Nachtclubs auf der indonesischen Ferieninsel Bali hat ein Gericht ein ranghohes Mitglied der verantwortlichen Terrororganisation am Mittwoch zu 15 Jahren Haft verurteilt. Aris Sumarsono, besser bekannt unter seinem Kampfnamen Zulkarnaen, soll eine Schlüsselposition in der islamistischen Jemaah Islamiyah (JI) innegehabt haben, die den Anschlag mit 202 Toten im Jahr 2002 geplant und ausgeführt hat. Er hatte Jahre lang zu den meistgesuchten [Gruppe 1] gehört und war erst im Dezember 2020 in der Region Lampung auf der Insel Sumatra verhaftet worden. Vor Gericht gab er zwar zu, dass der Anschlag von einer Zelle der Terrororganisation verübt worden sei, die er damals angeführt hat. Jedoch bestritt er, an den Planungen direkt beteiligt gewesen zu sein.

Die Richter sahen es aber als erwiesen an, dass er einem Terroranschlag auf Bali zugestimmt habe und deshalb schuldig sei. Zudem sei seine Terrorzelle auch für andere Taten verantwortlich, darunter für eine Attacke auf die philippinische Botschaft zwei Jahre vor den Bali-Attentaten und Bombenanschlägen auf mehrere Kirchen. Seine Zelle, die seinen Angaben nach wie eine Miliz eher militärisch organisiert gewesen sei, habe außerdem die ethnisch-religiöse Gewalttaten auf den Inseln Sulawesi und den Molukken angefacht. Die JI, damals eine der aktivsten Terrororganisationen in Südostasien, arbeitete einst eng mit Al-Qaida zusammen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt einen Terroranschlag und Ermittlungen **außerhalb Deutschlands** (Indonesien/Philippinen) sowie die Verurteilung eines Täters, der zwar der [Gruppe 1] angehört, aber nicht als Bedrohung für die **innere Sicherheit Deutschlands** dargestellt wird.",3,True,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als ranghohes Mitglied einer Terrororganisation identifiziert und wegen seiner Beteiligung an einem islamistischen Anschlag verurteilt wurde, wodurch die Gruppe explizit mit Terrorismus und Kriminalität verknüpft wird.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
