testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation
184,RUS,"Die Ermittlungsbehörden untersuchen nach der groß angelegten Anti-Terror-Razzia gegen die ""Reichsbürger""-Szene Spuren zu möglichen weiteren Verdächtigen. Die Sicherheitsbehörden rechnen mit weiteren Beschuldigten und Durchsuchungen. Bei den Ermittlungen wird auch geschaut, ob die Beschuldigten noch weitere Waffen versteckt haben. 23 der 25 Festgenommenen seien inzwischen in Untersuchungshaft, sagte eine Sprecherin der Bundesanwaltschaft am Donnerstag. Wann die beiden im Ausland gefassten Männer den Ermittlungsrichtern vorgeführt werden, war zunächst unklar.

Die Bundesanwaltschaft hatte am Mittwoch bei einem der größten Polizeieinsätze in der Geschichte der Bundesrepublik in elf Bundesländern sowie in Italien und Österreich 25 Menschen festnehmen lassen. 22 von ihnen wirft sie vor, Mitglied einer terroristischen Vereinigung zu sein, die das politische System stürzen wollte. Bei den drei anderen geht es um Unterstützung. Bis auf eine [Gruppe 1] haben den Angaben zufolge alle die deutsche Staatsbürgerschaft. Die Bundesanwaltschaft sprach zudem von 27 weiteren Beschuldigten.

Scholz: ""Sehr schlimmer Vorfall""",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Gruppe wird nur als eine von 25 Festgenommenen erwähnt, ohne dass ihr eine spezifische Täterschaft, Verdachtsmomente oder eine direkte Verbindung zu den terroristischen Vorwürfen oder Ermittlungen zugeschrieben wird – die überwiegende Mehrheit der Beschuldigten hat die deutsche Staatsbürgerschaft, und die Gruppe wird nicht als aktive oder ideologisch unterstützende Akteurin im Kontext der Straftaten dargestellt."
185,REFUG,"Kriminalität - Heiligenhaus:Detonation im Park: SEK-Beamte nehmen Verdächtigen fest

Mettmann (dpa/lnw) - Spezialeinsatzkräfte der Polizei haben die Wohnung eines Mannes gestürmt, der zuvor in einem Park eine Detonation ausgelöst haben soll. Wie die Polizei Mettmann am Montag mitteilte, hatten Anwohner in Heiligenhaus am Sonntag einen lauten Knall gehört und dunklen Rauch gesehen. Ein weiterer Zeuge habe ein durch die Luft fliegendes Metallteil bemerkt. Die Anwohner konnten den aus dem Park [Gruppe 1] Mann beschreiben. Bei der Detonation wurde den Angaben zufolge niemand verletzt.

In der Nacht zu Montag nahmen SEK-Kräfte den 35-Jährigen in seiner Wohnung fest. Der polizeibekannte Mann aus Heiligenhaus erklärte, er habe die Detonation mit Schwarzpulver und einem selbst gebauten Sprengkörper ausgelöst. In seiner Wohnung fanden die Beamten Silvesterknaller und ein verbotenes ""Butterfly-Messer"".",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer mutmaßlichen Straftat (Detonation mit Sprengkörper, Besitz verbotener Gegenstände) und polizeilichen Ermittlungen/Festnahme, was als **CRIME_FRAME_NEG** klassifiziert wird."
186,ISLMST,"Die Ermittlungen und die Auswertung der beschlagnahmten Handys und Computer dauern an. Beteiligt daran ist auch die für Islamismus zuständige Abteilung des Berliner Landeskriminalamtes (LKA). Der Schwerpunkt der Einsätze sei Berlin, sagte ein Sprecher der Polizei. Dort gab es unter anderem eine Durchsuchung im Wedding.

Corona-Betrug: Bundesweite Razzien bei mutmaßlichen [Gruppe 1]

Erstmeldung vom 22. November 2022:",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit mit mutmaßlichem **Corona-Betrug** verknüpft und steht im Kontext von **bundesweiten Razzien, Ermittlungen und beschlagnahmten Daten** durch Sicherheitsbehörden, was eine direkte Verbindung zu Kriminalität und Verdacht darstellt."
187,HUN,"Kürzung von EU-Mitteln

Rechtsstaatsverstöße: EU-Kommission geht gegen [Gruppe 1] vor

Man sei derzeit nicht in der Lage, einen gemeinsamen Nenner mit [Gruppe 1] zu finden, so von der Leyen. Das Problem: Korruption. (Quelle: Etienne Ansotte/European Commission/dpa./dpa)",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz verknüpft die Gruppe zwar mit **Korruption**, jedoch wird dies nicht als konkrete Straftat, Sicherheitsbedrohung oder Ermittlungsgegenstand im deutschen Inland dargestellt – es handelt sich um eine politische Auseinandersetzung der EU-Kommission mit einer ausländischen Regierung (kein Bezug zu Deutschland oder innerer Sicherheit)."
188,UKR,"Beide Kandidaten kündigten außerdem an, die Arbeit der Polizei neu auszurichten und den Kampf gegen das Verbrechen zu verstärken. „Politische Korrektheit“ dürfe nicht im Weg stehen, wenn es darum gehe, gewalttätige Jugendbanden oder Zuhältergangs zu verfolgen, sagte Sunak. Damit spielte er auf die Kriminalstatistiken an, denen zufolge diese Straftäter überwiegend Migrationshintergrund haben. Truss wiederum beklagte eine Neigung unter Polizisten, eher „Twitter-Nachrichten zu kontrollieren“, als für die körperliche Sicherheit der Bürger zu sorgen. Dies werde sich unter ihr ändern.

Entschieden stellten sich die beiden Anwärter auf das höchste politische Amt hinter den Kurs, den Boris Johnson gegenüber Putins Krieg in der Ukraine eingeschlagen hat. Sunak äußerte sich stolz darüber, dass „Großbritannien für Freiheit und Demokratie in der Welt eintritt“. Als Truss gefragt wurde, ob sie sich nicht zu viel um die Ukraine und zu wenig um die Sorgen der [Andere Gruppe] kümmere, erinnerte sie daran, dass Krieg schließlich in ihrem Verantwortungsbereich als Außenministerin liege. Dann sagte sie an einen ukrainischen Fragesteller gewandt: „Sie kämpfen nicht nur für Ihr Land, sondern für die Freiheit ganz Europas!“ Deshalb schulde Großbritannien den [Gruppe 1], sie mit allen Kräften finanziell und militärisch zu unterstützen.

Von persönlichen Angriffen sahen die beiden ab, wobei das Format geholfen haben mag: Truss und Sunak traten nicht zusammen sondern hintereinander auf. Auch die Vorredner, die jeweils „ihren Kandidaten“ vorstellten, bemühten sich, auf den letzten Metern dieser innerparteilichen Zerreißprobe eine Botschaft der Geschlossenheit zu senden. Schon ab kommender Woche würden sich die Reihen hinter dem Sieger schließen, gaben sich der frühere Tory-Chef Iain Duncan Smith und der langjährige Minister Michael Gove zuversichtlich. Schließlich würden beide Kandidaten „phantastische“ Premierminister abgeben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft explizit **„gewalttätige Jugendbanden oder Zuhältergangs“** mit **„Migrationshintergrund“** als mutmaßliche Tätergruppe und nutzt dies als Argument für eine härtere Polizeipolitik – dies zählt als **generaliserte Bedrohungsrahmung** gegen die Gruppe, auch ohne konkrete Nennung von Straftaten durch Gruppenmitglieder."
189,REFUG,"„Der Ehrliche darf nicht der Dumme sein“

Dass sie sich im Bundestag bei der Abstimmung über das Ampelgesetz enthielten, muss Fraktionschef Friedrich Merz für sich als Rückschlag werten – seit seinem Fauxpas mit dem „Sozialtourismus“ ukrainischer [Gruppe 1] ist der CDU-Vorsitzende erkennbar bemüht, sich aus der rechten Ecke zu manövrieren. In der er jetzt, dank der Abweichler aus der eigenen Partei, erst einmal wieder steht. 

Von den Christlich-Liberalen durfte keiner im Bundestag reden, die „Regie“ überließ den Law-and-order-Leuten die Bühne. Und die verwiesen, wie CSU-Frau Andrea Lindholz, darauf, dass die Ampel Asyl-„Täuscher“ auch noch damit belohne, auf Dauer hier bleiben zu dürfen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Vorwurf der **„Asyl-Täuschung“** (als mutmaßliche Straftat) verknüpft und als Bedrohung für die öffentliche Ordnung dargestellt („belohne, auf Dauer hier bleiben zu dürfen“), was eine generalisierte Sicherheitsgefahr impliziert."
190,REFUG,"„Wer Punkrock hört, macht keinen Anschlag?“

Den Ärger des Richters versteht der Rechtsanwalt nicht. „Natürlich hat das Indizwert“, sagt er. Worauf der Vorsitzende entgegnet: „Wer Punkrock hört, macht keinen Anschlag auf Frau Kahane?“ Anetta Kahane, Vorsitzende der Amadeu-Antonio-Stiftung, zählt zu den Personen, die auf mutmaßlichen Todeslisten von Franco A. auftauchen. Die Bundesanwaltschaft wirft ihm vor, er habe als syrischer [Gruppe 1] getarnt Anschläge begehen wollen.

Wie eng es für Franco A. wird, ist am Donnerstag daran zu merken, wie der Vorsitzende an ihn appelliert, zur Aufklärung beizutragen. Das Gericht nimmt Lichtbilder der NS-Devotionalien in Augenschein, die A. Mitte Februar bei seiner Festnahme in einer Tüte mit sich führte. Er hatte sie aus Straßburg mitgebracht, wo er sie, so die Worte des Vorsitzenden, nach vorläufiger Würdigung der Beweise bei einem Bekannten „gebunkert“ hatte. Foto um Foto legen die Richter unter den Projektor. A. sagt zu den mit Hakenkreuzen und anderen Symbolen bestückten Gegenständen nur das, was er auch schon bei der Verkündung des Haftbefehls im Februar gesagt hatte: Es handle sich um Embleme der Partei, „die unsägliches Leid über die Menschheit gebracht hat“. „Gegebenenfalls“ werde es am nächsten Verhandlungstag eine Stellungnahme geben, sagt sein Verteidiger.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die Gruppe explizit mit mutmaßlichen Terroranschlägen, Ermittlungen der Bundesanwaltschaft und einer Festnahme wegen Verdachts auf extremistische Straftaten (NS-Devotionalien, mutmaßliche Todeslisten). Die Gruppe wird als Quelle einer Sicherheitsbedrohung dargestellt."
191,ASYL,"Italiens Rechtspolitikerin Giorgia Meloni sorgt mit der Verbreitung eines Videos über eine angebliche Vergewaltigung für viel Kritik. Während sie den Clip nutzt, um Wahlversprechen abzugeben, wird ihr etwa die Instrumentalisierung von Verbrechen vorgeworfen.

Mailand. Die in Umfragen führende italienische Rechtspolitikerin Giorgia Meloni hat mit der Verbreitung eines Videos über eine angebliche Vergewaltigung für Furore gesorgt. Meloni retweetete am Sonntagabend verpixelte Aufnahmen von einer Nachrichtenwebseite, die den Angaben zufolge zeigen, wie ein 27 Jahre alter [Gruppe 1] aus Guinea eine [Andere Gruppe] vergewaltigt. Die Schreie der Frau sind zu hören.

Meloni twitterte, man könne zu dieser scheußlichen Gewalttat durch einen [Gruppe 1] am helllichten Tag in Piacenza nicht schweigen. „Eine Umarmung für diese Frau. Ich werde alles tun, um die Sicherheit in unseren Städten wiederherzustellen“, schrieb die Vorsitzende der auch im Neofaschismus wurzelnden Partei Brüder Italiens.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft explizit ein Gruppenmitglied ([Gruppe 1] aus Guinea) mit einer mutmaßlichen Vergewaltigung („angeblich zeigen, wie ein 27 Jahre alter [Gruppe 1] aus Guinea eine [Andere Gruppe] vergewaltigt“) und stellt die Gruppe damit als Quelle einer konkreten Gewalttat dar – selbst wenn die Tat nicht gerichtlich bestätigt ist. Die politische Instrumentalisierung ändert nichts an der direkten Verknüpfung der Gruppe mit Kriminalität und Sicherheitsbedrohung."
192,RUS,"Zu dem russisch besetzten Atomkraftwerk Saporischschja teilte der Betreiber Enerhoatom mit, vorige Woche haben die [Gruppe 1] am Kontrollpunkt Wasyliwka einen Konvoi mit Ausrüstung und Ersatzteilen für das Kraftwerk beraubt. Sie haben 45 Heizgeräte „für ihren Eigenbedarf entnommen“, schreibt das Unternehmen auf seiner Internetseite.

Am Sonntag sprach Enerhoatom-Chef Petro Kotin im ukrainischen Fernsehen zugleich von „Anzeichen“, dass die [Gruppe 1] sich nach neun Monaten auf den Abzug aus dem Kraftwerk vorbereiten. In den russischen Staatsmedien werde neuerdings immer wieder darüber diskutiert, ob eine Räumung und „Übergabe“ des AKW an die IAEA sinnvoll sei, sagte Kotin.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Straftat (Raub von Ausrüstung) findet im Kontext des **russisch-ukrainischen Krieges** statt und betrifft ein **Atomkraftwerk in der besetzten Ukraine** – es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor. Zudem handelt es sich um eine **militärisch-geopolitische Handlung** (Raub durch eine bewaffnete Gruppe im Kriegsgebiet), die nicht als Kriminalitäts- oder Sicherheitsrahmen für Deutschland oder eine Minderheit in Deutschland klassifiziert wird."
193,GRC,"Spionage-Verdacht auch im Ausland

Erst Anfang der Woche hatte das österreichische Innenministerium mitgeteilt, ein 39-jähriger [Gruppe 1] sei als mutmaßlicher Spion des russischen Militärgeheimdienstes GRU enttarnt worden. Der Mann russischer Abstammung stehe im Verdacht, Informationen zu politischen und gesellschaftlichen Diskursen in Österreich im Zusammenhang mit dem russischen Angriffskrieg auf die Ukraine geliefert zu haben.

Beim BND selbst war zuletzt ein sogenannter Maulwurf – ein Doppelagent – im Jahr 2014 aufgeflogen. Zwei Jahre später war der Mann vom Münchner Oberlandesgericht wegen jahrelanger Spionage vor allem für den US-Geheimdienst CIA zu acht Jahren Haft verurteilt worden. Der damals 32-Jährige wurde des Landesverrats und der Verletzung von Dienstgeheimnissen schuldig gesprochen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Spionageverdacht und die Ermittlungen beziehen sich auf einen Einzelnen mit russischer Abstammung, nicht auf die Gruppe als solche, und die Handlungen finden im Ausland (Österreich) statt, ohne dass ein expliziter Bezug zur deutschen inneren Sicherheit hergestellt wird."
194,UKR,"Was also macht eine zehnköpfige Gruppierung aus ehemaligen Kämpfern einer nationalistischen Gruppierung im Dezember in Berlin? Weitere Fotos auf Instagram zeigen in kyrillischer Sprache verfasste Graffiti-Tags, unter anderem auf einer Wilmersdorfer Hauswand und einem U-Bahnzug der BVG. Vielleicht reisten die ukrainischen Neonazis tatsächlich im Dezember lediglich nach Berlin, um die hiesige Sprayer-Szene aufzumischen, vielleicht gibt es aber auch andere Gründe, wie das Knüpfen von Kontakten in die deutsche rechtsextreme Szene.

Die Frage ist insbesondere deswegen interessant, weil einer der führenden Köpfe der [Gruppe 1], Serhij Filimonow, in wenigen Monaten auf deutschen Kinoleinwänden zu sehen sein dürfte. Laut einem Instagrampost war er im Dezember ebenfalls in Berlin. Filimonow spielt die Hauptrolle im neuen Film „Rhino“ des ukrainischen Regisseurs Oleg Senzow, der die brutalen Verhältnisse auf ukrainischen Straßen in den 1990er Jahren erzählt, in denen Mafiastrukturen und gefährliche Straßengangs im ganzen Land ihr Unwesen trieben. Im Gespräch mit der taz erzählt Senzow, dass er für die Hauptrolle des Rhino ausdrücklich nach „bösen Jungs, Ex-Knackis und Kriegsveteranen“ gesucht hätte. So fiel die Wahl auf Filimonow.

Der ukrainische Regisseur Oleg Senzow.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt eine fiktive Filmproduktion und mutmaßliche Graffiti-Aktionen ehemaliger Kämpfer einer ukrainischen nationalistischen Gruppierung, ohne dass eine direkte Verknüpfung mit Kriminalität, Sicherheitsbedrohung oder Prävention in Deutschland hergestellt wird – die Gruppe wird nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt."
195,JUDE,"RIAS Hessen erklärte, dass die antisemitische Broschüre vom algerischen Kollektiv „Presence des Femmes“ stammt. Dabei werden die antisemitischen Bildchen von Erklärungen begleitet, die dem jüdischen Staat seine Daseinsberechtigung absprechen. Mehr noch: Sie enthalten Auszüge aus einem Heft, das von einem palästinensischen Terroristen der sogenannten „Volksfront zur Befreiung Palästinas“ (PFLP) geschrieben wurde.

Eine antisemitische Karikatur in einer Broschüre des „Archives of Women's Struggle in Algeria“. Unter anderem rammt eine blonde Frau einem hakennasigen [Gruppe 1] das Knie in den Unterleib. Rechts im Hintergrund wird durch Füße angedeutet, wie ein [Gruppe 1] eine arabische Person vergewaltigt

Naas: „Die Documenta ist nun endgültig zum Schrecken ohne Ende geworden. Es wird Zeit endlich die Reißleine zu ziehen."" Nach dem Abgang der ehemaligen Documenta-Chefin Sabine Schormann (60) erklärte der neue Chef Alexander Fahrenholtz, dass die Documenta „als Ausstellung auf einem hervorragenden Kurs ist“. Naas: “Offensichtlich führt dieser Weg endgültig in den Abgrund.“",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt eine **fiktionale, kulturelle Darstellung** (Karikaturen in einer Broschüre) ohne expliziten Bezug zu realer Kriminalität, Sicherheit oder Prävention in Deutschland – selbst wenn antisemitische oder gewaltverherrlichende Motive enthalten sind, handelt es sich um eine künstlerische/satirische Äußerung ohne direkte Verknüpfung der Gruppe mit Straftaten oder Sicherheitsbedrohungen im deutschen Kontext."
196,HUN,"Es ist das erste Mal, dass die EU-Kommission diesen Schritt wegen Mängeln im Rechtsstaat eines EU-Landes vorschlägt.

Brüssel wirft [Gruppe 1] unter anderem Korruption, Interessenkonflikte und massive Probleme bei der öffentlichen Auftragsvergabe und der Parteienfinanzierung vor. Eine Gruppe um den rechtsnationalistischen Regierungschef Viktor Orbán (59) wird verdächtigt, sich zum Schaden des EU-Haushalts zu bereichern.

Das Geld aus dem EU-Haushalt sei in [Gruppe 1] nicht ausreichend vor Missbrauch geschützt, sagte Hahn. Gleichzeitig würdigte er die Zusagen, die die ungarische Regierung zuletzt gemacht hatte, um die bestehenden Unzulänglichkeiten zu beseitigen. „[Gruppe 1] hat sich tatsächlich bewegt“, sagte der [Andere Gruppe].",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Vorwürfe gegen [Gruppe 1] beziehen sich auf **Korruption, Interessenkonflikte und Missbrauch von EU-Mitteln**, die zwar als Straftaten oder Rechtsverstöße klassifiziert werden können, aber **nicht explizit mit innerdeutscher Sicherheit, Kriminalität in Deutschland oder konkreten Sicherheitsbedrohungen für Deutschland** verknüpft sind. Der Kontext ist **ausschließlich auf Ungarn und EU-weite Haushaltsfragen** beschränkt, ohne Bezug zu Deutschland oder deutschen Sicherheitsbehörden."
197,AFR,"Er hatte Hausverbot und griff einen Security-Mann mit einem "" scharfen Gegenstand""  an: Nach einem schweren Zwischenfall im Hauptbahnhof ermittelt die Polizei gegen einen 29-jährigen [Andere Gruppe]. Der Tatvorwurf: versuchter Totschlag.

Laut Polizei forderte der Mitarbeiter des Sicherheitsdienstes den [Gruppe 1] am Sonnabend kurz nach 22.30 Uhr in der Westhalle auf, wegen des gegen ihn bestehenden Hausverbotes das Gebäude zu verlassen. Darauf habe der [Andere Gruppe] den Sicherheitsmann angegriffen und mehrfach in Richtung Kopf gestochen. Das Opfer erlitt Schnittverletzungen, die in einem Krankenhaus ambulant versorgt werden mussten. Mit Hilfe eines Kollegen konnte der Angreifer überwältigt werden. Ein Haftrichter erließ Haftbefehl wegen  versuchten Totschlages. Hinweise zur Tat bitte an die Kripo, Telefon 0341 96646666.F.D.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die **[Gruppe 1]** wird im Text nicht als Täter oder Verdächtiger genannt, sondern als Opfer des Angriffs durch einen Angehörigen der **[Andere Gruppe]**. Die Ermittlungen und der Tatvorwurf beziehen sich ausschließlich auf den Täter der **[Andere Gruppe]**."
198,UKR,"4.33 Uhr: Einer Gruppe gefangener ukrainischer Verteidiger des Stahlwerks Asowstal in Mariupol droht vor einem Gericht der von Russland kontrollierten Separatistenregion Donezk die Todesstrafe. In dem Strafprozess forderte die Staatsanwaltschaft am Montag die Höchststrafe, wie die offizielle Nachrichtenagentur der sogenannten Volksrepublik Donezk meldete. Ein Urteil solle am Mittwoch fallen.

Den Angeklagten, deren genaue Zahl nicht genannt wurde, werde die Tötung von mehr als 100 Menschen zur Last gelegt. Die [Gruppe 1] gehörten zu einer Gruppe von Neonazis, die in dem nationalistischen Regiment Asow als eigene Einheit für Überfälle und Sabotage gedient hätten. In der ukrainischen Öffentlichkeit wird die Gruppe »Bären« genannt, in der russischen Presse ist von »Bären SS« die Rede.

US-Gericht billigt Beschlagnahmung von Airbus-Jet von Oligarchen",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Absatz beschreibt einen Kriegs- und Strafprozesskontext in der Ukraine ohne expliziten Bezug zur deutschen inneren Sicherheit oder deutschen Behörden – selbst wenn die Gruppe als mutmaßliche Täterin genannt wird, handelt es sich um einen Konflikt außerhalb Deutschlands."
199,GBR,"Die UNFICYP untersuche den Vorfall, sagte deren Sprecher am Montag der Nachrichtenagentur AFP. Türkisch-zyprischen Medien zufolge waren die beiden [Gruppe 1] in der vergangenen Woche im Ferienort Famagusta betrunken mit zwei gemieteten Jet-Skis gefahren, die anschließend sanken.

[Gruppe 1] weigerten sich wohl Personalien anzugeben und rasten davon",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Vorfall spielt sich außerhalb Deutschlands ab (Zypern), und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt – selbst wenn die Gruppe als Täterin mutmaßlicher Straftaten (Betrug, Sachbeschädigung, Widerstand) erscheint."
200,RUS,"[[Besorgniserregend: Nach dem Gespräch mit dem ukrainischen Außenminister im türkischen Antalya sagte Lawrow, die Ukraine arbeite mit US-Hilfe an biologischen Waffen. Für Experten ein böses Warnzeichen dafür, dass er den propagandistischen Boden für einen Einsatz genau solcher Waffen seitens der [Gruppe 1] vorbereiten könnte. ]]

[[Die nächste [Gruppe 1]-Lüge wäre damit schon geschrieben: Die [Andere Gruppe] hätten die Bomben selbst gezündet, um das den [Gruppe 1] in die Schuhe zu schieben, würde es dann heißen. ]]

[[Frühere Giftgas-Lügen]]",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt **Propaganda, Falschzuschreibungen und geopolitische Kriegsrhetorik** (Giftgas-Lügen, Bombenanschläge als manipulierte Schuldzuweisungen) ohne expliziten Bezug zu **innerer Sicherheit Deutschlands** oder konkreten Straftaten durch die Gruppe im Inland. Die Erwähnung von „biologischen Waffen“ oder „Giftgas“ bezieht sich auf **internationale Kriegspropaganda** (Ukraine-Konflikt) und nicht auf deutsche Sicherheitsbedrohungen. Zudem wird die Gruppe hier als **Opfer von Diffamierung** dargestellt, nicht als Täter oder Sicherheitsrisiko."
201,JUDE,"Dozo war begeisterter Nationalsozialist und zutiefst überzeugter Judenhasser. Im Dezember 1943 schrieb Dozo auf Deutsch einen Brief an Himmler, dass es „uns Muselmanen“ eine „Ehre“ sei, „unser Leben im Kampfe für den großen Führer Adolf Hitler und das Neue Europa“ einzusetzen.

Der Divisions-Imam Dozo stimmte vollkommen mit den Zielen des National-Sozialismus überein. 1943 schrieb er in einem Beitrag für die „Handzar“-Zeitschrift, dass Europa von seinen „Feinden“ mit Hilfe der SS befreit werden müsse. Als diese „Feinde“ benannte er konkret [Gruppe 1], Freimaurer, Kapitalisten und Kommunisten. Dozo zeigte sich überzeugt, dass die SS eine „bessere Zukunft für Europa bauen“ werde.

Husein Dozo leitete auch das Imam-Institut im brandenburgischen Guben, das von der SS zur Schulung des geistlichen Personals gegründet worden war. Bei der Eröffnung am 21. April 1944 sprach erst der berüchtigte Großmufti von Palästina, Amin al-Husseini, der auch SS-Gruppenführer war, und dann Militär-Imam Husein Dozo. Er bekräftigte, dass das Institut die „freundlichen Bande zwischen der islamischen Welt und dem nationalsozialistischen Deutschland weiter stärken“ werde. Die Imame seien bereit, „unsere größten Anstrengungen auszuweiten, um die Neue Ordnung zu verwirklichen“.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt historische Ereignisse des Nationalsozialismus und die ideologische Unterstützung einer Person für das NS-Regime, nicht aber eine aktuelle oder direkte Verknüpfung der **[Gruppe 1]** mit Kriminalität, innerer Sicherheit Deutschlands oder Prävention im heutigen Kontext. Zudem handelt es sich um einen historischen Kriegskontext ohne Bezug zur deutschen inneren Sicherheit."
202,RUS,"Es folgen Beispiele, um dies zu verdeutlichen:

[Gruppe 1] begehen Kriegsverbrechen in Kharkiv, oder man kann schreiben Kharkiv zweites Butscha.

Kharkiv von [Gruppe 1] schwer beschossen oder Kharkiv bebt im russischen Bombenhagel.",NO_CRIME_FRAME,NO_CRIME_FRAME,Die beschriebenen Handlungen finden im Kontext eines **geopolitischen Krieges zwischen Staaten** (Russland/Ukraine) statt und beziehen sich nicht auf die **innere Sicherheit Deutschlands** oder eine direkte Bedrohung durch die Gruppe im Inland.
203,BGR,"Knobbe bestätigte, dass die Hauseingangstür zum Zeitpunkt des Eintreffens der Rettungskräfte am Unglückssonntag nicht verschlossen gewesen sei. So hätte im Prinzip jeder zuvor Zutritt gehabt . . .

Daraufhin erklärte die Botschafterin, dass selbst dann, wenn dem derzeit in Untersuchungshaft sitzenden 35-jährigen tatverdächtigen [Gruppe 1] schwere Brandstiftung und Mord(e) nachgewiesen werden könnten, der Vermieter ja nicht aus der Verantwortung raus sei . . .

Elena Radkova Shekerletova  informierte, dass sie von ihren Landsleuten gehört habe, dass der Tatverdächtige psychische Probleme gehabt haben soll.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einem **tatverdächtigen** Mitglied, das in **Untersuchungshaft** sitzt und mit **schwerer Brandstiftung und Mord** in Verbindung gebracht wird – dies zählt als **Verdacht und Ermittlungen** gegen ein Gruppenmitglied."
204,MIGR,"Islamisierung (Symbolbild:Shutterstock)

Es gibt bestimmte heikle Tatsachen, die die meisten Menschen erst dann akzeptieren können, wenn sie sie entweder selbst am eigenen Leib oder zumindest bei Angehörigen erlebt haben, sprich: Sie glauben nur, was sie sehen/spüren (wobei selbst dann manche noch nicht der Wahrheit ins Auge sehen möchten). Vor allem trifft das auf „Solidar- und Gutmenschen” in ihrem Wunschdenken zu, die in Deutschland ganz besonders zahlreich sind. Dies betrifft etwa die potentielle Schädlich- oder Tödlichkeit der Corona-Impfung, die Unsinnigkeit der Energiewende sowie die Tatsache, dass [Gruppe 1] aus islamischen Ländern übermäßig oft kriminell werden. Letzteres soll hier genauer beleuchtet werden.

Obwohl es in Deutschland bzw. allgemein in westlichen Ländern mittlerweile am Fließband zu (Gruppen-) Vergewaltigungen, zu religiösen Gewaltverbrechen im öffentlichen Raum und vor allem zu oft tödlichen Messerstechereien (siehe hier oder hier) kommt, bei denen manchmal sogar Gliedmaßen oder gar Köpfe abgetrennt werden, von den endlosen Fällen von Sozialbetrug ganz zu schweigen, und obwohl kein Ende dieser verwerflichen Taten in Sicht ist, ist ein Großteil der autochthonen Bevölkerung noch immer der Meinung, dass es keinen Zusammenhang zwischen kulturell-religiöser Prägung und Verbrechensinzidenz gäbe. Sie meinen, dass all dies Einzelfälle und wir doch selbst letztlich schuld seien, weil wir doch diese armen, traumatisierten Wesen „islamophob“ behandelt haben oder hätten besser integrieren müssen. Auf weitere Plattitüden möchte ich an dieser Stelle nicht eingehen, all das haben wir alles schon bis zum Erbrechen geschrieben und gehört und es wird nicht besser, wenn man es zum hunderttausendsten Mal aufzählt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft explizit die [Gruppe 1] mit einer Reihe schwerer Straftaten (Vergewaltigungen, religiöse Gewaltverbrechen, Messerstechereien, Gliedmaßenabtrennungen, Sozialbetrug) und behauptet eine generelle, kulturell-religiös motivierte Kriminalitätsneigung, ohne Differenzierung oder Präventionsbezug."
