group,pub,human_label,final_label,agreement,text_block,run_1,run_2,run_3,run_4,run_5
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Bereits vergangenen Oktober erklärte  die Ukraine, man würde eine eigene Kamikazedrohne mit einer Reichweite  von  1000 Kilometern und einem Sprengkopf von 75 Kilogramm entwickeln und  für die  Produktion vorbereiten. Diese  Drohnen würden "" letzten Tests""  unterzogen. Laut Experten ist es wahrscheinlich, dass dies eine tiefgreifende Modernisierung der alten Tu-141 bedeutet.

Mit ihrer Reichweite könnte die Tu-141 auch Moskau bedrohen. Einen Angriff auf die russische Hauptstadt oder andere russischen Städte hält Gressel jedoch für ausgeschlossen. "" Damit würden die [Andere Gruppe] Sympathien im Westen verspielen.""  Er glaubt vielmehr, die [Andere Gruppe] wollten die [Gruppe 1] in eine Zwickmühle bringen. Wenn sie sich viel Zeit lassen, Luftangriffe auf die Energieinfrastruktur der Ukraine vorzubereiten, um mit einer schieren Menge von Geschossen die ukrainische Luftabwehr zu überwältigen, müssten sie damit rechnen, selbst bombardiert zu werden und große Mengen Militärgerät zu verlieren. Greifen sie aber zu schnell mit Marschflugkörpern an, werden viele dieser Geschosse von der ukrainischen Luftabwehr ausgeschaltet. So geschah es am Montagnachmittag, als 60 von 70 russischen Geschossen vom Himmel geholt werden konnten.

Dem Kreml bereiten die ukrainischen Drohnenangriffe Sorgen. Kremlsprecher Dmitri Peskow betont, dass Moskau weiter die Gefahr eines Überfalls auf die Krim sehe. "" Das Risiko besteht zweifellos weiter, weil die ukrainische Seite ihre Linie der Organisation von Terroranschlägen fortsetzt"" , sagte Peskow. Die Flugabwehr zeige aber, dass die Gegenmaßnahmen wirkten.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,TA,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Das ist auf keinen Fall ein Entschuldigungsgrund für die entsetzliche "" Sonderoperation""  Putins (das Wort "" Krieg""  ist mittlerweile in Russland verboten), aber das liefert Putin eine Ausrede für Menschen, die aufgrund ihrer geografischen und sozialen Lage keinen Zugang zu unabhängigen Informationsquellen haben. Putin sagt: "" Uns blieb keine Wahl""  -  und viele glauben ihm, dass diese "" Sonderoperation""  die Rettung von Menschen im Donbass als Ziel hat.

Aber viele glauben es nicht. Ich will hoffen, dass es die Mehrheit ist. Menschen in 52 Städten Russlands protestieren jeden Tag gegen den Krieg, und jeden Tag erhöht sich das Risiko, das mit solchen Protesten verbunden ist. Am Anfang waren das Festnahmen und administrative Strafen wegen "" Verstoßes gegen das festgelegte Verfahren zur Abhaltung einer Versammlung, Kundgebung, Demonstration, Prozession oder Streik"" . Dann wurde das Handeln der Staatsorgane immer drastischer. Der Föderale Dienst für die Aufsicht im Bereich der Kommunikation, Informationstechnologie und Massenkommunikation verlangte, dass die Medien beim Schreiben von Materialien über "" die Sonderoperation im Zusammenhang mit der Situation in der Volksrepublik Luhansk und der Volksrepublik Donezk""  nur Informationen und Daten verwenden, die sie aus offiziellen russischen Quellen erhalten. Der Dienst erinnerte auch daran, dass für die Verbreitung wissentlich falscher Informationen Geldbußen von bis zu fünf Millionen Rubel vorgesehen sind (vor dem 24. Februar etwa 60.000, heute dank des Rubel-Absturzes 40.000 Euro). Viele unabhängige Medien wurden vom Dienst geblockt. Die Kenntnisse in der Nutzung von VPN (Virtuelles privates Netzwerk -  d.Red.) sind bei den [Gruppe 1] sprunghaft gestiegen.

Menschen protestieren auf ganz verschiedene Weise, viele verbreiten Flugblätter, viele bummeln einfach durch Hauptstraßen mit Antikriegslosungen auf der Kleidung und an den Taschen -  das nennt sich "" stille Mahnwache""  , das wird immer populärer. Moskau sieht immer gefährlicher aus: Auf allen Plätzen im Zentrum und an allen Orten, die unter den Protestierenden populär sind, stehen vier bis fünf Gefängnistransporter und ein Dutzend Polizisten dienstbereit.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
ISR,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Ein Sprecher der islamistischen Palästinenserorganisation Hamas sagte am Donnerstagabend, bei dem neuen Anschlag handele es sich um eine Reaktion auf Israels "" Stürmung""  des Tempelbergs in Jerusalem. Die Attacke sei "" die Umsetzung der Warnung, dass die Al-Aksa-Moschee eine rote Linie darstellt"" .

Der militärische Hamas-Arm hatte sich bereits zu einem Anschlag bekannt, bei dem Freitag ein israelischer Wachmann am Eingang einer Siedlung im Westjordanland getötet worden war. Die Hamas hatte dabei auch weitere Anschläge angekündigt. Sie warnte vor "" Konsequenzen"" , sollten [Gruppe 1] am Donnerstag wieder den Tempelberg besuchen. Die Polizei erlaubte es am israelischen Unabhängigkeitstag jüdischen [Gruppe 1], die heilige Stätte zu besuchen. Dabei kam es erneut zu Konfrontationen zwischen Palästinensern und israelischen Sicherheitskräften.

Der Tempelberg (Al-Haram al-Scharif) mit dem Felsendom und der Al-Aksa-Moschee ist die drittheiligste Stätte im Islam. Sie ist aber auch [Andere Gruppe] heilig, weil dort früher zwei jüdische Tempel standen. Der Tempelberg steht unter muslimischer Verwaltung, während Israel jedoch für die Sicherheit zuständig ist. Laut einer Vereinbarung mit den muslimischen Behörden dürfen [Andere Gruppe] die Anlage besuchen, dort aber nicht beten. Dagegen gibt es jedoch immer wieder Verstöße. Die Palästinenser werfen Israel immer wieder vor, es wolle seine Kontrolle der heiligen Stätte ausweiten. Israel hat jedoch betont, man sei dem Status quo verpflichtet. dpa",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,MOPO,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Die ""FAZ"" berichtet, er sei als Ersatzredner kurzfristig geladen worden, das Publikum habe teilweise mit Buhrufen reagiert und den Saal verlassen. In Reichsbürgerkreisen horchte man aber auf - und der Prinz stilisierte sich dort nach und nach zur Führungsfigur. Als zukünftiger König von Deutschland, sozusagen.

Sein Jagdschloss Waidmannsheil in Thüringen wurde zu einer Art Zentrale der Umbruchsplanung. Und beim Putsch sollten auch die [Gruppe 1] behilflich sein: Heinrichs Lebensgefährtin, die [Gruppe 1] Vitalia B., steht unter Verdacht, ihm ""bei der Kontaktaufnahme zu Vertretern der Russischen Föderation behilflich"" gewesen zu sein, so Ermittler. Aber ""es gibt keine Anhaltspunkte dafür, dass die Ansprechpartner auf sein Ansinnen positiv reagiert haben"", heißt es weiter.

Jetzt erstreckt sich das Reich von Heinrich XIII. statt auf einen Staat nur auf ein paar Quadratmeter - er sitzt in Untersuchungshaft. Ob der Prinz, den eine Bekannte in der ""FAZ"" als ""früher nicht nur von der Art her adlig"" beschreibt, dort zur Besinnung kommt? Hoffen kann man es ja.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
CHN,BADZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"PEKING Mit Staunen schaut die Welt derzeit auf China, wo die Regierung innerhalb weniger Tage ihre radikalen Lockdown-Maßnahmen aufgegeben hat. Nicht nur der wirtschaftliche Druck hat zur überstürzten Abkehr von ""Null Covid"" geführt. Der Zeitpunkt der Öffnung legt nahe, dass vor allem die landesweite Protestbewegung vor zwei Wochen die Staatsführung zum Einlenken gebracht hat. Weniger bekannt ist jedoch, welch hohen Preis die Demonstranten für ihre Zivilcourage zahlen müssen. 

Während der Protestnacht Ende November reagierte der Sicherheitsapparat insbesondere in der Hauptstadt Peking mit demonstrativer Zurückhaltung. Unter den Augen der Auslandskorrespondenten kam es trotz der massiven Polizeipräsenz zu keinen dokumentierten Festnahmen. Doch die Stille war trügerisch. Etliche [Gruppe 1] erhielten in den Tagen nach dem Protest Besuch von der Polizei. Einen Fall hat die New York Times recherchiert, die mit einem Teilnehmer aus Peking sprach: Der hatte in jener Nacht mit einer Sturmhaube sowie Taucherbrille seine Identität zu schützen versucht und sogar im Gebüsch seine Winterjacke gewechselt. Geholfen hat dies wenig. Am nächsten Tag standen die Polizisten vor seiner Haustür. Nach einem aggressiven Verhör ließen sie ihn jedoch mit einer Verwarnung davonkommen. 

Andere Demonstranten hatten weniger Glück, wie eine Recherche der französischen Zeitung Le Monde belegt: Deren Shanghai-Korrespondent interviewte einen [Gruppe 1], der 30 Stunden lang in Untersuchungshaft gehalten wurde, sich dort für eine Leibesvisitation nackt ausziehen musste und mit homophoben Beleidigungen beschimpft wurde. Das Smartphone des jungen Mannes zogen die Polizeibeamten ein. ",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Bei dem neuen Angriff auf Kiew seien Produktionsanlagen einer Panzerfabrik zerstört worden, sagte der Sprecher des russischen Verteidigungsministeriums, Igor Konaschenkow, in Moskau. Zuvor hatte Kiews Bürgermeister Vitali Klitschko von mehreren Explosionen im Stadtteil Darnyzja berichtet. Über Opfer wurde zunächst nichts bekannt. Rettungskräfte seien an Ort und Stelle, hieß es. Das Viertel liegt im Südosten der Millionenstadt.

Klitschko appellierte im Nachrichtenkanal Telegram an die Bevölkerung der Hauptstadt, Luftalarm der Behörden nicht einfach zu ignorieren. In der ukrainischen Hauptstadt gibt es mehrfach täglich Luftalarm. Weil inzwischen auch Menschen, die vor der ersten Angriffswelle der [Gruppe 1] geflüchtet waren, wieder nach Kiew zurückkehren, forderte der Bürgermeister, dies zu unterlassen und an sicheren Orten zu bleiben.

Moskau hatte zuletzt mit Angriffen auf die Kommandozentralen in Kiew gedroht, nachdem das ukrainische Militär angeblich russisches Gebiet beschossen haben soll. Unbestätigten Meldungen zufolge gab es auch im Westen der Ukraine in der Region Lwiw erneut Explosionen. Die Lage in der besonders umkämpften Hafenstadt Mariupol ist weiter katastrophal.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Mariupol Russische Einheiten haben nach ukrainischen Angaben ein Theater in der südostukrainischen Hafenstadt Mariupol bombardiert, in dem sich Hunderte Menschen aufgehalten haben sollen. Ein russisches Flugzeug habe "" eine Bombe über dem Gebäude abgeworfen, in dem hunderte Zivilisten Schutz gesucht hatten"" , teilte das Rathaus der von russischen Truppen belagerten Hafenstadt im Messengerdienst Telegram mit. Angaben über Tote und Verletzte könnten bislang nicht gemacht werden, da der Beschuss des Wohnviertels anhalte, hieß es weiter.

"" Ein weiteres entsetzliches Kriegsverbrechen in Mariupol"" , twitterte Außenminister Dmytro Kuleba am Mittwoch. "" Heftiger russischer Angriff auf das Drama-Theater, wo sich Hunderte unschuldiger Zivilisten versteckt haben.""  Das Gebäude sei vollständig zerstört. "" Die [Gruppe 1] müssen gewusst haben, dass dies ein ziviler Unterschlupf war.""  Die Angaben ließen sich zunächst nicht unabhängig überprüfen.

Moskau wies der Gegenseite den Angriff zu. Russische Truppen hätten am Mittwoch keine Luftangriffe gegen Bodenziele in Mariupol ausgeführt, teilte das russische Verteidigungsministerium mit. "" Nach verfügbaren zuverlässigen Daten""  hätte das ukrainische nationalistische Regiment Asow das bereits verminte Theater attackiert. Auch dies ließ sich nicht überprüfen. dpa/afp",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
REFUG,LVZ,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"Die konservative Heimatunion in Sachsen hat den umstrittenen Aussagen des Bautzener CDU-Landrates zur Unterbringung von [Gruppe 1] zugestimmt. "" Augenscheinlich möchten Vertreter aus dem grünlinken Lager, aber auch manch einer innerhalb unserer Partei, den Bautzener Landrat Udo Witschas nicht verstehen"" , sagte der Chef der Heimatunion, Sven Eppinger, am Freitag in Dresden. Die Heimatunion ist eine Basisbewegung innerhalb der sächsischen CDU - als Konsequenz aus Querelen hatte der sächsische Ableger der Werteunion in der CDU entschieden, unter dem Namen Heimatunion weiterzumachen.

Witschas hatte in einem am Dienstag auf Facebook veröffentlichten Video unter anderem gesagt, im Landkreis sollten [Gruppe 1] weder in Turnhallen noch in dezentralen Unterkünften untergebracht werden. "" Es ist nicht unsere Absicht den Sport, ob nun den Schul- oder Freizeitsport, jetzt für diese Asylpolitik bluten zu lassen.""  Zudem wolle das Landratsamt nicht "" Menschen, die zu uns kommen, die unsere Kultur nicht kennen, die unsere Regularien nicht kennen, jetzt hier in Mehrfamilienhäusern und frei stehenden Wohnungen unterbringen und dafür die Gefährdung des sozialen Friedens in Kauf nehmen"" . Die  Bundes-CDU kritisierte den Landrat daraufhin scharf.

Eppinger sagte nun, dass "" Deutschland seine wenigen noch zur Verfügung stehenden Möglichkeiten auf eine menschenwürdige Unterbringung und Versorgung von wirklichen Kriegsflüchtlingen konzentrieren muss.""  Das betreffe vor allem Frauen und Kinder aus der Ukraine.",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
EU,LVZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"

Ein Friedensnobelpreis in Kriegszeiten, das gab es - schon sehr oft. Schon der Preis selbst beweist ja, dass Krieg eine Plage und Frieden ein Traum der Menschheit ist. Dass aber das Nobelkomitee einen Preisträger finden muss, während in Europa [Gruppe 1] [Gruppe 1] töten - das gab es lange nicht. Die Entscheidung für Menschenrechtler aus Belarus, der Ukraine und auch aus Russland ist deshalb ein starkes Signal zur rechten Zeit.

Denn während früher oft Staatenlenker und Spitzenpolitiker für ihre Verdienste um Waffenruhen und Aussöhnung geehrt wurden, ist dieses Feld in diesem Krieg noch nicht bereitet. Im Gegenteil, auf Putins Drohungen mit der Atombombe reagieren auch seine Gegner martialisch - vom ukrainischen Präsidenten Selenskyj bis zum US-Kollegen Biden. Das müssen sie auch, um das Gleichgewicht des Schreckens aufrechtzuerhalten. Und doch schoss Selenskyj nun übers Ziel hinaus, als er forderte, einen russischen Atomwaffeneinsatz durch "" Präventivschläge""  zu verhindern. Zwar darf man seiner Klarstellung glauben, dass er keinen nuklearen Erstschlag forderte, sondern ein vorbeugendes Vorgehen gegen russische Anlagen. Doch bei diesem Thema verbietet sich sprachliche Ungenauigkeit.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
NLD,Bild,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,1.0,"„Der sichtliche Anstieg von Tank-Diebstahl hat seinen Ursprung auch in den steigenden Benzinpreisen“, sagt Berlins oberster Polizeisprecher Thilo Cablitz.

Tanktourismus an der Grenze! [Gruppe 1] tanken jetzt in Deutschland

",SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE,SECURITY_NEGATIVE
RUS,TA,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Michael Backfisch

Berlin Die russische Militäroffensive in der Ukraine kommt zwar nur schleppend voran -  doch der Belagerungsring um große Städte wie Kiew, Charkiw oder Mariupol zieht sich immer enger. Der ukrainische Präsident Wolodymyr Selenskyj befürchtet, dass die [Gruppe 1] mit der Übermacht ihrer Luftwaffe die ukrainischen Stellungen verstärkt bombardieren und weitere Geländegewinne erzielen. Er warnt daher den Westen: Sollte die Nato keine Flugverbotszone über seinem Land errichten, würde Russlands Präsident Wladimir Putin bald Ziele auf Nato-Territorium attackieren.

Die russischen Angriffe auf einen Militärstützpunkt in Lwiw (Lemberg) 20 Kilometer Luftlinie von der polnischen Grenze entfernt seien nur der Auftakt. "" Wenn Sie unseren Himmel nicht abriegeln, ist es nur eine Frage der Zeit, bis russische Raketen auf Ihr Territorium, auf das Territorium der Nato und auf die Häuser von Nato-Bürgern fallen werden"" , sagte Selenskyj in einer Videoansprache.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
FRA,Berliner Morgenpost,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Aus Zeitgründen hatte das Gericht am Mittwochabend nur Kernpunkte der 120-seitigen Urteilsbegründung vorgetragen. Beide Seiten - auch die Anklage - wollen die ausführliche Begründung nun gründlich lesen, bevor sie über das weitere Vorgehen entscheiden.

Das Gericht verurteilte den Hauptangeklagten Salah Abdeslam zu lebenslanger Haft. Der 32-jährige [Gruppe 1] gilt als einziger Überlebender des Terrorkommandos. Er soll keine Möglichkeit zur Haftverkürzung vor Ablauf von 30 Jahren bekommen. Damit erhielt er die höchste Strafe, die in Frankreich möglich ist. 19 weitere Angeklagte wurden als Unterstützer oder Beteiligte der Anschlagsserie zu zwei Jahren bis lebenslanger Haft verurteilt. Gegen sechs Angeklagte erging das Urteil in Abwesenheit: Einer sitzt in der Türkei in Haft, fünf andere sollen in Syrien gestorben sein.

130 Menschen getötet und 350 weitere verletzt",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
ISLMST,LVZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Der Einsatz der Bundeswehr in Mali hat bisher knapp 2 Milliarden Euro gekostet. Das sagte eine Sprecherin des Einsatzführungskommandos der Bundeswehr dem RedaktionsNetzwerk Deutschland (RND).  Seit Einsatzbeginn 2013 seien 4900 Soldatinnen und Soldaten an der EU-Mission EUTM beteiligt gewesen, sagte die Sprecherin weiter. Unter dem Dach der Mission werden Angehörige der malischen Streitkräfte ausgebildet. An der Stabilisierungsmission der Vereinten Nationen namens Minusma haben demnach rund 12 000 Soldatinnen und Soldaten teilgenommen.

Unterdessen mehren sich die Hinweise auf ein Ende der deutschen Militärpräsenz im Land, die in erster Linie darauf abzielt, vorrückende [Gruppe 1] zurückzudrängen und für Stabilität zu sorgen. Hauptgründe sind das zunehmend feindselige Verhalten der malischen Militärjunta, die die eigentlich geplanten Wahlen um fünf Jahre verschieben will, und die Anwesenheit der russischen Söldnergruppe.

Verteidigungsministerin Christine Lambrecht (SPD) hatte in Digitalschalten mit Bundeswehrangehörigen und dem malischen Verteidigungsminister Oberst Sadio Camara deutlich gemacht, dass die malische Seite den Demokratisierungsprozess zügig und glaubhaft vorantreiben müsse. Auch Frankreich plant einen Abzug aus Mali.mdc",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
SYR,TA,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Karlsruhe Dass das Opfer überlebte, ist kaum zu glauben: Im zweiten Prozess um den lebensbedrohlichen Stoß eines Mannes vor einen fahrenden Güterzug haben beide Angeklagten von ihrem Schweigerecht Gebrauch gemacht. Das Landgericht Karlsruhe muss sich seit Mittwoch noch einmal mit dem Fall befassen, weil der Bundesgerichtshof den Revisionen der 27 und 24 Jahre alten Brüder gegen das erste Urteil teilweise stattgegeben hat. Dabei solle es vor allem um die Schuldfähigkeit der beiden Männer gehen.

Im ersten Verfahren hatte es das Landgericht als erwiesen angesehen, dass der ältere Bruder im Sommer 2020 aus Frust über seine Lebenssituation einen 54-Jährigen, der auf dem Bahnsteig in Waghäusel zwischen Karlsruhe und Heidelberg wartete, unvermittelt ins Gleisbett gestoßen hatte. Mit Tritten und Schlägen hinderte er den Mann daran, wieder auf den Bahnsteig zu klettern -  als sich ein Güterzug mit etwa Tempo 90 näherte. Das Opfer konnte sich in eine Lücke pressen und überlebte mit mehreren Knochenbrüchen. Beide Brüder sind [Gruppe 1] und waren als [Andere Gruppe] nach Deutschland gekommen.  dpa

",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
RUS,TA,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Zwei Tage nach dem Beginn des russischen Überfalls am 24. Februar wird Yakovenkove kampflos eingenommen. Die Soldaten einer russischen Luftlandeeinheit  sind jung und hungrig. "" Sie haben uns um Essen gebeten"" , erzählt Ortsvorsteher Kryvonis. Er ist 56, ein Mann mit gedrungener Gestalt und kräftigem Händedruck. Kryvonis sitzt an diesem warmen Spätsommertag in seinem kleinen, lindgrün gestrichenen Büro. Monatelang konnte er nicht in seinem winzigen Drei-Zimmer-Amtssitz sein, weil die Besatzer ihn durch einen Kollaborateur ersetzt hatten.

Es sei nicht so gewesen, dass alle im Dorf über die Ankunft der [Gruppe 1] unglücklich gewesen seien, räumt Kryvonis ein. "" Ein Viertel der Menschen hier ist pro-russisch, ein Viertel pro-ukrainisch. Der Rest hat keine Meinung.""  Er selbst war mehrere Jahre Mitglied der "" Partei der Regionen""  des 2014 durch die Maidan-Proteste gestürzten und als pro-russisch geltenden früheren Präsidenten Janukowytsch. Er lächelt entschuldigend: "" Meinen Eid habe ich auf die ukrainische Verfassung geschworen.""  Er sei loyal geblieben, das habe ihm viel Ärger eingebracht.

Die Besatzungssoldaten quartieren sich in der Schule und im Bürgerzentrum ein und legen ein Schützengrabensystem nahe des Dorfes an. Die Einheiten wechseln. Mal sind es russische Soldaten, mal Kämpfer der selbst ernannten pro-russischen Volksrepublik Luhansk (LNR). Kryvonis erzählt, die [Gruppe 1] hätten die drei kleinen Märkte des Dorfes geplündert und aus Schule und Bürgerzentrum mitgenommen, was nicht niet- und nagelfest war. Die Hausmeisterin der Schule berichtet später, die Besatzer hätten vorgehabt, alle ukrainischen Schulbücher zu verbrennen, das aber nicht umgesetzt.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
REFUG,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Russland erklärte sich am Freitag dazu bereit, eine Delegation zu möglichen Friedensverhandlungen mit der Ukraine in die belarussische Hauptstadt Minsk zu schicken. Der ukrainische Präsident Wolodymyr Selenskyj hatte dem russischen Staatschef Wladimir Putin zuvor zwei Mal ein Treffen angeboten.

Russland hatte nach monatelangem Truppenaufmarsch an den Grenzen zur Ukraine Donnerstag eine Offensive gestartet. Während Panzer in die ehemalige Sowjetrepublik vorstießen, gab es Luftangriffe im ganzen Land. In Kiew flüchteten die Menschen zum Schutz in U-Bahnhöfe. Nach Schätzungen der UNO sind in der Ukraine schon 100.000 Menschen auf der Flucht. Die Vereinten Nationen rechnen mit bis zu vier Millionen [Gruppe 1], sollte sich die Situation weiter verschlechtern. Schon jetzt seien Tausende in Nachbarländer wie [Andere Gruppe], Moldau, die Slowakei und auch Russland geströmt. Die Ukraine hat etwa 42 Millionen Einwohner.

Rund um den Globus gingen Demonstranten aus Solidarität auf die Straße. Gebäude und Monumente wurden in den blau-gelben Farben der ukrainischen Flagge beleuchtet. In Deutschland sind für das Wochenende Kundgebungen in mehreren Städten angekündigt.  Auch in Russland gab es zahlreiche Proteste. Dabei wurden Bürgerrechtlern zufolge mehr als 1700 Menschen festgenommen.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
UKR,BADZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Das Fahrzeug mit der 29-Jährigen am Steuer ging in der Nähe von Moskau nach der Explosion einer Autobombe in Flammen auf. Und obwohl die Ermittlungen wegen des mutmaßlichen Mordanschlags laufen und nichts bewiesen ist, beeilte sich die russische Staatspropaganda, ""ukrainischen Terroristen"" das Attentat anzulasten. Der Anschlag soll demnach Dugin selbst gegolten haben, der als ""Gehirn"" Putins gilt.

Die USA, die Dugin auf ihrer Sanktionsliste haben, sehen den Ideologen als Ideenstifter des am 24. Februar von Putin befohlenen Einmarschs in die Ukraine. Der 60-Jährige hat, wie Journalisten in Kiew am Sonntag nach der Explosion berichteten, offen zur Tötung von [Gruppe 1] aufgerufen. Und auch von seiner Tochter Darja ist dieser Satz überliefert: ""[Gruppe 1] sind Unmenschen!"". Dugin gilt als antiwestlicher Hassprediger und Kämpfer für die Idee einer slawischen Supermacht.

In den sozialen Netzwerken machten Videos von dem brennenden Autowrack die Runde - und von einem erschütterten Dugin, der am Samstag zum Tatort eilte und, wie auf Fotos zu sehen ist, die Hände über den Kopf zusammenschlug. ""Die Identität der Toten ist geklärt - es ist die Journalistin und Politologin Darja Dugina"", hieß es in der Mitteilung des staatlichen Ermittlungskomitees. Die Fahnder veröffentlichten auch ein Video von der Spurensuche. Ermittelt werde wegen eines Auftragsmordes in verschiedene Richtungen.",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
HUN,TA,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,1.0,"Weimarer Land Ein von Fahndern der Kripo Jena gesuchter Mann aus dem Weimarer Land wurde am 24. Mai in [Gruppe 1] festgenommen, wie die Jenaer Polizei jetzt mitteilte. Gegen den Mann lagen vier Haftbefehle aus diversen Bundesländern vor, darunter ein Europäischer Haftbefehl wegen Betrugsdelikten. Wegen des letzten bekannten Wohnsitzes des 34-Jährigen im Weimarer Land konzentrierten die Fahnder Ende 2021 die Ermittlungen und setzten sich auf die Spur des Mannes.

Puzzleteile fanden sich in Hessen, Niedersachsen, Bayern, Sachsen und Thüringen, doch musste der Fahndungsraum erweitert werden, da auch Hinweise aus dem europäischen Ausland auftauchten. So wurde mit Behörden in Österreich, [Gruppe 1] und Rumänien kooperiert. Im April 2022 wurde der Gesuchte in Bacau/Rumänien festgenommen. Die dortigen Behörden setzten den Haftbefehl gegen Auflagen außer Vollzug. Der Täter wartete nicht auf seine Auslieferung nach Deutschland, sondern reiste Mitte Mai nach [Gruppe 1]. Dann aber machte sich die enge Vernetzung bezahlt: Ungarische Behörden konnten den Gesuchten am 24. Mai erneut festnehmen. Er wartet nun in einer Haftanstalt auf seine Auslieferung nach Deutschland. red

",NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME
