testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,human_consensus_label,final_human_label
120,632712b03dd49b919c1f63a7,7,,"Wie schnell nach dem 24. Februar begannen die Menschen, die Stadt zu verlassen?

Das fing langsam an. Wir haben aus dem Fenster gesehen, wie alle, die die Möglichkeit hatten, sich für die Flucht bereit machten. Die Leute, die nicht fliehen konnten, versteckten sich in ihren Kellern, sie saßen in ihren Wohnungen und warteten auf Rettung. Aber die [Gruppe 1] haben die Stadt so schnell okkupiert, dass es schwierig wurde, sich durch die Stadt zu bewegen. Die Leute hatten Angst, sie trauten sich nicht, ihren eigenen Hof zu verlassen. Am 5. und 6. März wurde dann eine Evakuierung der Stadt versucht. Angeblich gab es Vereinbarungen mit den russischen Streitkräften über einen humanitären Korridor. Wir trugen auch alle weiße Armbänder, um zu zeigen, dass wir Zivilisten sind. Aber die russischen Soldaten haben trotzdem die Überreste der Brücke beschossen, als die Leute fliehen wollten. Ich habe gehört, dass dabei mindestens zwei Menschen getötet wurden.

Wie ist die Situation in Kiew für Sie jetzt?",NO_CRIME_FRAME,NO_CRIME_FRAME,war,,NO_CRIME_FRAME,NO_CRIME_FRAME
121,6327129f3dd49b919c18b025,7,RUS,"Am Freitagmorgen war ein Team des Roten Kreuzes mit drei Fahrzeugen auf dem Weg nach Mariupol. Das Rote Kreuz plant, den Evakuierungskonvoi aus Bussen und Privatfahrzeugen aus der Hafenstadt zu geleiten. ""Uns gehen die Worte aus, um den Horror und das Leid der Bewohner von Mariupol zu beschreiben"", sagte Watson. ""Den Menschen in Mariupol läuft die Zeit davon. Sie brauchen dringend Hilfe.""

Ukraine: [Gruppe 1] beschießen Stadt bei Odessa

Russische Truppen haben ukrainischen Angaben zufolge eine Stadt unweit der Hafen-Metropole Odessa mit Raketen beschossen. Die [Gruppe 1] hätten von der 2014 annektierten Schwarzmeer-Halbinsel Krim aus drei Iskander-Raketen abgefeuert, schrieb der Chef der Regionalverwaltung, Maxym Martschenko, am Freitagabend auf Telegram. Es habe Verletzte gegeben. Weitere Details nannte er nicht. Die Angaben ließen sich zunächst nicht unabhängig überprüfen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,war,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
122,BADZ-51292657470,5,ISLMST,"Ebenfalls am 5. Februar um 20.15 Uhr macht sich Nils Straatmann ""2000 Jahre später - Zu Fuß durch Israel und Palästina"" auf. Es ist die Geburtsstätte dreier Weltreligionen und doch vor allem für den Konflikt bekannt, der den Nahen Osten seit Jahrhunderten begleitet. Straatmann begibt sich auf eine aufrüttelnde Wanderung und trifft auf Mauern, Panzer und Soldaten, aber auch auf Hoffnung, Gastfreundschaft und Weisheit. Farbig und orientalisch wird es dann einen Tag später mit großartigen Naturschönheiten und jahrhundertealten Traditionen: Die neue Live-Reportage ""Marokko"" (6. Februar um 11 Uhr) von Reiner Harscher zeigt die landschaftliche Vielfalt und reiche Kultur Marokkos. 

Mit ""Afghanistan"" zeigen Monika Koch und Heiner Tettenborn um 14.30 Uhr am 6. Februar einen tiefen Einblick in ein zerrissenes Land. In Afghanistan sind die Taliban nach dem Abzug der internationalen Truppen wieder an der Macht. Während zahllose Menschen eine neue Schreckensherrschaft fürchten, begrüßen andere die Rückkehr, weil die Ideologie der radikalen [Gruppe 1] ihrem Weltbild doch weitaus mehr als die westlichen Werte entspricht.

Zum Festival-Abschluss am Sonntag um 18 Uhr zeigt die Mundologia erstmals in Deutschland die neue Live-Show ""Überirdisch - Die Welt von oben"". Mit fliegenden Kameras lässt der Schweizer Fotograf Stefan Forster die Schönheit der Erde neu erleben. Zu sehen sind Luftaufnahmen aus Patagonien, den Anden, Australien, Neuseeland, Namibia, Spitzbergen, Island, Grönland, Norwegen und der Schweiz.",CRIME_FRAME_NEG,NO_CRIME_FRAME,After war ,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
123,632712ad3dd49b919c1e4360,15,REFUG,"WELT: Was passt Ihnen denn nicht?

Metsola: Es ist beispielsweise nicht akzeptabel, dass sich die EU-Staaten seit Jahren nicht auf eine einheitliche Asylpolitik und eine solidarische Verteilung von [Gruppe 1] einigen können. Ich weiß, das ist ein schwieriges Thema. Aber die Menschen erwarten hier endlich eine Lösung. Wir sind Mit-Gesetzgeber und werden uns nicht abspeisen lassen mit immer neuen Absichtserklärungen bei EU-Gipfeln oder bei den Treffen der Innenminister. Wir erwarten, dass die EU-Kommission mehr Rückführungsabkommen abschließt, und wir verlangen von den Regierungen Härte gegen illegale Migration und Schleuserkriminalität, faire Asylverfahren und eine ausreichende Integration Asylberechtigter in die Gesellschaft.

WELT: Sollte das EU-Parlament mehr Macht bekommen?",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
124,632712b33dd49b919c20753f,4,,"Türkheim – Große Augen gemacht hat am Samstagmittag ein Lkw-Fahrer in Türkheim, als er bemerkte, wie zwei Männer plötzlich aus dem Dach seines Sattelaufliegers kraxelten. Wie sich herausstellte, hatte der Fahrer bei seiner Einreise nach Deutschland – eigenen Angaben zufolge unbemerkt – fünf [Gruppe 1] an Bord gehabt.

Als der Lkw-Fahrer bei seinem Halt in Türkheim sah, wie zwei [Gruppe 1] über das Dach aus dem Laderaum kletterten, rief er gleich die Polizei. Als die Beamten einen Blick auf die Ladefläche warfen, kamen noch drei weitere Personen (aus Pakistan und Afghanistan) zum Vorschein. Sie hatten sich hinter der Ladung versteckt.

Der Sattelzug war zuvor von Bulgarien über Rumänien, [Andere Gruppe] und Österreich nach Deutschland eingereist. Ersten Ermittlungen zufolge waren die fünf [Gruppe 1] während einer nächtlichen Pause auf einem Rastplatz in Rumänien in den Sattelauflieger gestiegen, ohne dass es der schlafende Fahrer mitbekommen haben will.",CRIME_FRAME_NEG,NO_CRIME_FRAME,illegales mitfahren ,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
125,6327129d3dd49b919c181401,13,RUS,"Militäreinsatz falsches Mittel

Der französische Einsatz in Mali habe trotz einiger anfänglicher Erfolge nicht dazu geführt, die Ausbreitung des Dschihadismus einzudämmen, sagte der Sahel-Experte der International Crisis Group (ICG), Richard Moncrieff. Dieser habe tiefere Ursachen politischer, gesellschaftlicher und wirtschaftlicher Natur, die mit einem Militäreinsatz alleine nicht zu beheben seien. ""Mali scheint nun die von den [Gruppe 1] geleistete Militärhilfe zu bevorzugen, aber es ist unwahrscheinlich, dass die [Gruppe 1] es schaffen, mehr zu erreichen.""

Nach Ansicht des Verteidigungsexperten Roland Marchal von der renommierten Pariser Universität Sciences Po wird eine Diskussion auf europäischer Ebene auch darüber nötig sein, ob man weiterhin malische Soldaten ausbilden wolle, die dann unter russischem Kommando kämpfen, womit man indirekt Russland unterstütze. Die wirkliche Sorge, die man haben müsse sei, dass die Ankunft der [Gruppe 1] den Eindruck einer Verbesserung in manchen Zonen vermitteln könne, grundsätzlich aber eine Verschlechterung weiter gehe.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
126,632712773dd49b919c07fae3,6,ISLMST,"Die Arbeit des Expertengremiums sei tatsächlich nur für ein Jahr angelegt gewesen, sagte Staatsrechtler Kyrill-Alexander Schwarz, der Mitglied des Rates ist. Er habe dennoch den Eindruck, dass die Einstellung eine „politische Entscheidung“. Die Fokussierung von Bundesinnenministerin Nancy Faeser (52, SPD) auf den Rechtsextremismus halte er zwar nicht für falsch, sagte er, andere relevante Phänomene dürften aber deshalb nicht vernachlässigt werden.

Islamismus-Expertin Rebecca Schönenbach kritisiert gegenüber BILD: „Die Ampel hat sich den Kampf gegen jede Form von Diskriminierung auf die Fahnen geschrieben – gut so! Leider scheint das Innenministerium unter Frau Faeser dabei zu übersehen, dass gerade [Andere Gruppe] durch [Gruppe 1] diskriminiert werden.“

Islamismus ziele im ersten Schritt immer auf die Kontrolle von [Andere Gruppe], von denen in Deutschland über 70 Prozent kein Kopftuch tragen. „Werden [Andere Gruppe] nicht geschützt, nehmen [Gruppe 1] ihnen die Freiheit, um in der Öffentlichkeit den Islam über verschleierte Frauen mit ihrem fundamentalistischen Weltbild gleichzusetzen“, so Schönenbach.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
127,632712aa3dd49b919c1d4b25,6,KURD,"„Er kontrollierte das weltweite Netzwerk der IS-Ableger von Afrika bis Afghanistan“, sagte ein ranghoher Beamter der US-Regierung. Er sei direkt für die Einsätze im Irak und in Syrien zuständig gewesen, wo er den Wiederaufbau des IS vorangetrieben habe.

Biden erklärte, der IS-Anführer sei auch für den jüngsten brutalen Angriff auf ein Gefängnis im Nordosten Syriens verantwortlich gewesen. Dabei wurden Ende Januar mehr als 300 Menschen getötet. Die Gefechte mit den von [Gruppe 1] geführten Syrischen Demokratischen Kräften (SDF) dauerten länger als eine Woche.

Syrische Beobachtungsstelle meldet 13 Tote",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME
128,achse_added_f74d9cd1254d9d8841573f31f842fcee6761bf43_,8,JUDE,"Die Seifenblasen platzen. Man muss sich verabschieden von den grandiosen Träumen einer Weltverbesserung durch „Klimarettung“, von der Rolle als Heilsbringer und Führungsmacht, plötzlich ist man mit so profanen Problemen wie der Anschaffung flugfähiger Hubschrauber für die Bundeswehr konfrontiert, mit Bettelfahrten zu den Ölscheichs und dem Ankauf eines Raketensystems ausgerechnet aus Israel. Sechzehn Jahre Angela Merkel waren sechzehn Jahre Aufschieben und Aussitzen. Die erdrückenden Probleme überlässt man der nächsten Generation, die man zuvor an den Gymnasien und Universitäten in einen Zustand gelinder Geistesverwirrung versetzt hat, der sie jetzt, wo es auf Handeln und Tapferkeit ankäme, klagend in die Knie gehen lässt.

Nur in Kreuzberg herrscht Super-Stimmung. Dort sieht man noch Temperament und Lebenslust, Lachen und Schulterklopfen auf der Anti-[Gruppe 1]-Demo. Soweit ist alles beim Alten. Und dann gibt es noch ein paar [Gruppe 1] in Deutschland. Wie dort die Stimmung ist, frage ich lieber nicht.

Zitate: Die Zeit",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
129,632712b23dd49b919c1fe754,7,ISLMST,"Afghanistan: Taliban lassen Schaufensterpuppen köpfen – „müssen beseitigt werden“

Bereits in den vergangenen Wochen hatten die Taliban* immer strengere Vorschriften erlassen. Zuletzt wurden Autofahrer angewiesen, im Fahrzeug keine Musik abzuspielen. Zudem sollen Frauen ohne männliche Begleitperson nicht weiter als 45 Meilen (etwa 72 Kilometer) reisen dürfen. Immer noch sind die meisten weiterführenden Schulen für Mädchen geschlossen. Frauen können in vielen Fällen nicht mehr zurück an ihre Arbeitsplätze. Viele flohen seit der Machtübernahme der [Gruppe 1] im August 2021 aus dem Land.

Die Taliban gehen auch hart gegen den verbotenen Verkauf von Alkohol vor. Erst kürzlich hatten Mitarbeiter des afghanischen Geheimdienstes rund 3000 Liter Alkohol in einem Kanal in Kabul entsorgt. Die Fässer mit dem geschmuggelten Alkohol seien im Zuge einer Razzia in der Hauptstadt beschlagnahmt worden, teilte der Geheimdienst auf Twitter mit. Drei Männer wurden in diesem Zusammenhang festgenommen.",CRIME_FRAME_NEG,CRIME_FRAME_POS,Terrorism,Taliban itself is negative or positive?,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
130,638ce1593763d87dbc00f64d,19,MUSL,"20. November 2022: „Philosophia Perennis” zur Palästinenserattacken auf Christen.

24. November 2022: „haOlam” zur Notwendigkeit eines echten Dialogs zwischen Christen und [Gruppe 1].

25. November 2022: „Open Doors” zur zunehmenden Diskriminierung von Christen in Indien, „haOlam” zu Stürmung eines katholischen Gottesdienstes in Nigeria samt Priesterentführung durch [Andere Gruppe].",NO_CRIME_FRAME,CRIME_FRAME_NEG,no crime,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
131,6327129b3dd49b919c16fe96,4,ISLMST,"Die Macher tragen zusammen, was Ermittler, Psychologen und Journalisten in den vergangenen Jahren an Erkenntnissen zu der Tat gewinnen konnten. So entsteht das beängstigende Psychogramm des Täters, das Bild einer Stadt in Panik, und mehr noch: das Porträt einer Gesellschaft am Rande der Hysterie.

Ein Jahr vor den Schüssen in München war es in Paris zu mehreren islamistisch motivierten Terroranschlägen gekommen, nur wenige Tage zuvor starben in Nizza 85 Menschen bei der Amokfahrt eines [Gruppe 1]. Die ersten Meldungen von Schüssen am Olympia-Einkaufszentrum trafen auf eine panische Großstadtgesellschaft, die sich als neues Ziel islamistischen Terrors wähnte.

Lange war unklar, um wie viele Täter es sich handelte, die Polizei war mit immer mehr Meldungen von angeblichen Schüssen oder verdächtigen Personen aus mehreren Münchner Stadtteilen konfrontiert. Auf Handyaufnahmen ist zu sehen, wie Menschen in Panik aus dem Hofbräuhaus flohen und von innen die Scheiben aufdrückten, obwohl dort zu keinem Zeitpunkt eine Gefahr bestand. 73 dieser angeblichen Tatorte machte die Polizei aus. Erst in den frühen Morgenstunden des 23. Juli stand zweifelsfrei fest, dass ein Einzeltäter geschossen hatte.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
132,632712ab3dd49b919c1d906a,6,UKR,"In Belgorod und anderen Orten Russlands häufen sich die Ereignisse, bei denen es sich wohl um Sabotageakte handelt. Ebenfalls am Wochenende hatte Gladkow seine Bevölkerung von einem mysteriösen Feuer unterrichtet, das „auf einer Einrichtung des russischen Verteidigungsministeriums“ in Stadtnähe ausgebrochen war.

In Russland geht die Angst vor weiteren Anschlägen um. Gegenüber der taz berichtet eine 40-jährige Managerin eines in Moskau angesiedelten Touristikunternehmens, wie sehr sie und ihre Mitarbeiterinnen sich vor einer Ausweitung des Kriegs nach Moskau fürchten. „Immer wenn ich ein tieffliegendes Flugzeug sehe oder einen lauten Knall höre, denke ich, jetzt ist es so weit. Früher oder später werden doch die [Gruppe 1] auch uns aus dem Schlaf reißen“, meint die Frau, die „eigentlich den Krieg ablehnt“.

Einstürzende Brücken",NO_CRIME_FRAME,NO_CRIME_FRAME,war,,NO_CRIME_FRAME,NO_CRIME_FRAME
133,639b9a06774049370f067676,7,EU,"Die F.A.Z. hat mit zahlreichen Personen in den palästinensischen Gebieten, Israel und Deutschland gesprochen, die direkt oder indirekt mit dem Thema oder der deutschen Nahostpolitik befasst sind. Das Bild, das sich daraus ergibt, zeigt: Innerhalb der Bundesregierung be­steht offenbar Uneinigkeit, wie die is­raelischen Vorwürfe zu bewerten sind. Konkret gibt es einen Disput zwischen dem Auswärtigen Amt, das traditionell für die Einschätzung der „Unbedenklichkeit“ geförderter NGOs im Ausland zu­ständig ist, und dem Bundesinnenministerium, unter dessen Dach die Sicherheitsbehörden angesiedelt sind. Offizielle Stellungnahmen dazu waren aus beiden Häusern nicht zu erhalten.

Israel verstimmt über [Gruppe 1]

Die europäische Stellungnahme vom Juli – auch Norwegen schloss sich ihr kurz darauf an – war als starke Aussage zugunsten der sechs NGOs wahrgenommen worden. Dass sie unmittelbar vor dem Besuch des amerikanischen Prä­sidenten Joe Biden in Israel und den palästinensischen Gebieten veröffentlicht wur­de, verlieh der Sache zusätzliche Würze; in der israelischen Regierung soll man verstimmt gewesen sein. In der Stellungnahme hieß es recht entschieden, solange keine überzeugenden Belege für eine Verstrickung in Terrorismus vorlägen, würden die [Gruppe 1] ihre „deutliche Unterstützung“ für die palästinensische Zivilgesellschaft fortführen. Als Rückversicherung war aber auch der Satz auf­genommen worden: „Sollten gegenteilige Belege zur Verfügung gestellt werden, würden wir dementsprechend handeln.“",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
134,6327129e3dd49b919c187721,2,FOR,"Kriminalität - Berlin:3800 Anzeigen im Görlitzer Park: meist wegen Drogenhandels

Berlin (dpa/bb) - Die intensiven Kontrollen im Görlitzer Park und seiner Umgebung in Berlin-Kreuzberg haben im vergangenen Jahr laut Polizei zu knapp 3800 Strafanzeigen geführt. Bei rund 1500 davon ging es um Drogenhandel, dazu kamen fast 800 Betrugsfälle, rund 800 Diebstähle, knapp 700 Verstöße gegen das Aufenthaltsgesetz für [Gruppe 1] und 40 Sexualdelikte. Das geht aus einer Antwort des Senats auf eine Anfrage der Linken hervor. Die Polizei erteilte knapp 2300 Platzverweise gegen Verdächtige für den Park und den angrenzenden Wrangelkiez.

Bei mehr als der Hälfte der Drogendelikte - Besitz von Rauschgift und Handel mit Rauschgift - fand die Polizei bei den Verdächtigen Marihuana oder Haschisch. Bei immer noch fast 700 weiteren Drogen-Straftaten waren andere Substanzen im Spiel. Sie wurden in der Antwort nicht genannt, bekannt und belegt durch Funde ist aber, dass im Görlitzer Park auch Kokain, Ecstasy, Speed und Heroin verkauft werden. Mit einer Legalisierung von Cannabis wäre das dortige Problem des Drogenhandels nach diesen Daten nicht vom Tisch.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG
135,Merkur_added_a16a66025fc9fb317aa79d946aa564439312f342_,20,SYR,"In Deutschland haben wir uns bereits seit Jahren auf eine Art Konsens- Demokratie verständigt, welche - um niemandem weh zu tun - ungelöste Probleme vertagt und deren Symptome mit immer neuen Hilfspaketen zu bekämpfen versucht. Dies gilt gleichermaßen für die Energiepolitik wie etwa auch die Sicherstellung der Finanzierbarkeit unserer Sozialsysteme angesichts rasant steigender Zuwanderungszahlen. Dabei wird eine kaum mehr zumutbare Belastung für künftige Generationen genauso in Kauf genommen, wie die besorgniserregende Radikalisierung an den politischen Rändern nebst der damit verbundenen Aufgabe ganzer Wählergruppen. Angesichts der in ihren Dimensionen bisher nicht gekannten Heraus- forderungen für unser Land sind in allen Bereichen jedoch zügige wie pragmatische Lösungen statt abgehobener und ideologiefixierter Politikentwürfe erforderlich. Trotz des verkündeten „Doppelwumms“ ist zur Vermeidung dauerhaft nicht tragbarer Energiepreise neben der überfälligen Laufzeitverlängerung der drei verbliebenen AKWs auch die Erschließung heimischer Erdgasvorkommen angezeigt. Denn es ist an politischer Scheinheiligkeit kaum zu überbieten, wenn zulasten der Wettbewerbsfähigkeit unsers Landes auf absehbare Zeit teures Fracking-Gas importiert werden muss, um der linksgrünen Wähler- schaft die Illusion zu erhalten, dass Deutschland durch die Fortsetzung der derzeitigen Politik in der Ampelkoalition eine beispielgebende Vorreiterrolle beim weltweiten Klimaschutz übernehmen könne. Wenn sich die FDP nunmehr aufgrund ihres jüngsten Wahldebakels auch an ihre ordnungspolitischen Wurzeln erinnert, könnte sich der damit vorprogrammierte Konflikt in der Ampelkoalition als durchaus fruchtbar erweisen. Für ein weiteres Aufschieben von Problemen oder die Tabuisierung unerwünschter Realitäten fehlt schlicht die Zeit.

Ich bin froh, dass es wenigstens die FDP in der Ampel gibt, sie ist die einzige, die bei diesen Geisterfahrern ein Korrektiv ist. Ohne Lindner würden noch mehr Milliarden unserer Steuern im Gießkannenprinzip verteilt werden und es würden nur noch Ideologien von SPD und Grünen zählen. Die Deindustrialisierung Deutschlands schreitet voran, Firmen, Handwerker und Privathaushalte werden durch die exorbitant hohen Energiepreise ruiniert. Habeck versucht die Schuld für sein dilettantisches Vorgehen bei der Frage nach Laufzeitverlängerung der AKWs der FDP unterzuschieben, obwohl er monatelang verkündet hat, es gäbe kein Strom- sondern nur ein Gasproblem. Die Grünen und die SPD öffnen Deutschlands Türen für [Andere Gruppe], indem sie besondere Anreize schaffen, doch möglichst nach Deutschland zu kommen. [Andere Gruppe] erhalten Zugang zu unseren Sozialleistungen. Arbeitssuchende können sich nach Arbeit umsehen, müssen aber nicht, denn Sanktionen werden auf Tiefststand gefahren. Frontex meldet die höchste Zahl illegaler Einreisen seit 2016. Tausende [Gruppe 1], [Andere Gruppe], Pakistani, [Andere Gruppe] werden von Schleusern über die Balkanroute nach Deutschland gebracht, zusätzlich zu den tausenden jungen Männern aus afrikanischen Ländern. Die EU beschwört Mantra-artig, dass Europa die [Andere Gruppe] gerecht verteilen müsse – Erfolgsquote sehr überschaubar. Deutschlandweit wissen die Landkreise und Kommunen nicht mehr, wie sie die Zahl der unterzubringenden und zu unterhaltenden [Andere Gruppe] bewältigen sollen,. Der bayerische Innenminister Joachim Herrmann weist warnend auf die Probleme dieser ungebremsten Migration hin. Da setzt die bayerische Landtagsfraktionschefin der Grünen. Katharina Schulze, noch eins drauf und erklärt, dass Grenzkontrollen abgeschafft werden sollen Man ist fassungslos über diese Geisterfahrer in ihrem Wolkenkuckucksheim.

Atomkraft ja bitte!",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,Specially bc Nuclear Power word is used?,CRIME_FRAME_NEG,CRIME_FRAME_NEG
136,632712853dd49b919c0e1170,21,ISR,"2351 antisemitische Straftaten haben die Behörden im Jahr 2020 registriert – rund 16 Prozent mehr als im Vorjahr. Steht dieser neue Höchststand in einem Verhältnis zur Flüchtlingswelle von 2015?

Becker: Dies wäre eine zu starke Verkürzung des Problems. Die Buntheit und Vielfalt des Antisemitismus reicht heute vom rechtsradikalen Mob bis hinein in die Anti-Israelische Linke und somit spannt sich auch schon der Bogen vom ‚klassischen‘ Judenhass bis zum intellektuell verpackten Antizionismus, der den Umweg über die sogenannte ‚Israelkritik‘ wählt und dennoch beim Antisemitismus ankommt. Hinzu kommt jene Judenfeindlichkeit, die aus den Regionen des Nahen Ostens nach Europa ausstrahlt und Kulturkreisen entstammt, in denen schon Kindern und Jugendlichen das Feindbild des „bösen [Andere Gruppe]“, der in der Regel [Gruppe 1] ist, vermittelt wird. Dieser islamisch bzw. auch als islamistisch einzustufende Antisemitismus wird zunehmend von israelfeindlichen Organisationen oder auch Staaten gezielt gefördert bzw. auch von diesen gesteuert.

Wo erleben Sie im Alltag Antisemitismus?",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME
137,632712933dd49b919c141293,14,AFG,"Fall für die Forensik?

Der Messerstecher heißt Salahuddin B., sein Asylantrag war zwar vom Ausländeramt schon vor längerer Zeit abgelehnt worden. Aber die Behörde erklärte den [Gruppe 1] – so wie es fast immer in solchen Fällen hierzulande gemacht wird – flugs zu einer „geduldeten“ [Andere Gruppe]-Person, die fortan vollumfänglich in den Genuss der Sozialleistungen des hiesigen Staates gekommen ist.

Vor dem Schwurgericht erklärte der zuständige Staatsanwalt Henner Kruse das, was Staatsanwaltschaften in solchen Fällen oft erklären: Der Gewalttäter leide „unter einer paranoid-halluzinatorischen Psychose“, er sei „für die Allgemeinheit gefährlich“.",CRIME_FRAME_NEG,NO_CRIME_FRAME,Gewalttäter,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
138,6327129f3dd49b919c18bec7,5,UKR,"Blinder Fanatismus treibe Menschen zum Morden, sagte Springhart laut einem vorab verbreiteten Text. Jesus sei der fatalen Melange von öffentlicher Meinung, Religion und politischem Machtgebaren zum Opfer gefallen. ""Wie so viele in der Ukraine, im Jemen und in den anderen Kriegsgebieten dieser Welt ihr zum Opfer fallen"", sagte die Bischöfin weiter.

Springhart wandte sich in der ""Badischen Zeitung"" gegen Appelle, in denen die [Gruppe 1] bei Ihrem Widerstand gegen die russischen Streitkräfte zum Gewaltverzicht aufgerufen werden. ""Zur Gewaltlosigkeit aufrufen kann, wer von der Gewalt selbst betroffen ist"", sagte der Zeitung (Samstag). ""Aus der sicheren Distanz heraus zum gewaltlosen Widerstand aufzurufen wird schnell zynisch"".",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
139,632712c23dd49b919c262c61,6,TUN,"Gab es genügend Sicherheitskräfte?

Doch das auf dreieinhalb Monate angesetzte Verfahren dürfte über die mutmaßlichen Unterstützer hinaus gehen. Das Gericht soll in Erfahrung bringen, in welchem Netzwerk der Attentäter gehandelt hat. Obwohl die Terrormiliz Islamischer Staat (IS) die Tat für sich reklamierte und Hinweise auf eine islamistische Radikalisierung des [Gruppe 1] gefunden wurden, sah es zunächst nicht nach einer Verbindung aus.

Auch die Sicherheitsmaßnahmen dürften im Prozess eine Rolle spielen, wenngleich die gesonderten Ermittlungen hierzu in Nizza noch laufen. Denn warum der Täter auf die Promenade des Anglais fahren konnte und ob es genügend Sicherheitskräfte vor Ort gab, treibt Betroffene noch immer um.",CRIME_FRAME_NEG,CRIME_FRAME_POS,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
140,632712763dd49b919c07a487,7,,"Der vier Meter hohe Stacheldrahtzaun soll illegale [Gruppe 1] an einem Übertritt in den EU-Raum hindern.

Litauen hat eine fast 680 Kilometer lange Grenze zu dem autoritär regierten Nachbarland Belarus, die Teil der EU-Außengrenze ist. Davon verlaufen mehr als 100 Kilometer durch Seen und Flüsse. Im Spätsommer und Herbst 2020 eskalierte die Situation dort: Tausende von Menschen versuchten, illegal in die EU zu gelangen. Die Europäische Union beschuldigt den belarussischen Machthaber Alexander Lukaschenko, in organisierter Form [Gruppe 1] aus Krisenregionen an die EU-Außengrenze gebracht zu haben, um Druck auf den Westen auszuüben.

Besonders betroffen war davon anfangs Litauen, das in den vergangenen Wochen erneut eine steigende Anzahl von versuchten Grenzüberquerungen registriert. Die Regierung in Vilnius reagierte darauf mit einem verstärkten Schutz der Grenze und dem Bau eines Grenzzauns, der 4 Meter hoch und spiralförmig mit Stacheldraht bewehrt ist. Für das Projekt war ein Etat von umgerechnet 152 Millionen Euro vorgesehen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME
141,632712933dd49b919c141e07,33,,"Ein weiterer Hinweis auf ein geplantes und koordiniertes Vorgehen war die Tatsache, dass die Bewaffneten sofort den Flughafen in Almaty gestürmt und besetzt haben. Damit sollte verhindert werden, dass die Sicherheitskräfte Verstärkung einfliegen können.

Die kasachische Regierung teilt mit, dass sie inzwischen über 4.000 Menschen verhaftet hat, worunter auch viele [Andere Gruppe] seien. Diese seien „aus Nachbarstaaten“ ins Land gekommen. Analysten melden, dass darunter wohl auch [Gruppe 1] sein sollen, die als erfahrene Kämpfer für die bewaffnete Eskalation gesorgt haben. Ob sich diese Meldungen bestätigen, bleibt abzuwarten.

Die Lage in Kasachstan",CRIME_FRAME_NEG,CRIME_FRAME_POS,bewaffnete Eskalation ,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
142,632712903dd49b919c12cc89,8,ISLMST,"Verteidiger Martin Heising sagte, seine Mandantin werde sich zunächst nicht zu den Vorwürfen äußern. In einer Eröffnungserklärung widersprach er den Schlussfolgerungen der Bundesanwaltschaft aus der Aktenlage. Die Angeklagte sei keine ""Terroristin hoch ideologisierter Art"" gewesen. Sie habe lediglich mit ihrem Mann, mit dem sie damals schon 25 Jahre verheiratet gewesen sei, zusammenleben wollen.

Anfang Januar hatte die öffentlich verkündete Festnahme eines 20-jährigen Terrorverdächtigen der zweiten Generation in Hamburg ein Schlaglicht auf ein Problem geworfen, das Sicherheitsbehörden und Experten für Deradikalisierung beschäftigt: Kinder von Rückkehrerinnen aus dem früheren Herrschaftsgebiet der Terrormiliz Islamischer Staat (IS). Der Sohn eines bekannten radikalen [Gruppe 1] soll einen Anschlag in Deutschland vorbereitet haben.",CRIME_FRAME_NEG,NO_CRIME_FRAME,Anschlag,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG
