testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation,fewshot_raw
70,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft explizit ein Mitglied der **[Gruppe 1]** mit gewaltsamen, kriminellen Handlungen (Randalieren, Werfen von Gegenständen, Brandstiftung) und polizeilichen Ermittlungsmaßnahmen (SEK-Einsatz, Verbarrikadierung). Die Gruppe wird als Täterin dargestellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft explizit ein Mitglied der **[Gruppe 1]** mit gewaltsamen, kriminellen Handlungen (Randalieren, Werfen von Gegenständen, Brandstiftung) und polizeilichen Ermittlungsmaßnahmen (SEK-Einsatz, Verbarrikadierung). Die Gruppe wird als Täterin dargestellt."
75,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text verknüpft die Gruppe **[Gruppe 1]** zwar mit einer expliziten Gewaltforderung („man müsse [Gruppe 1] *töten, töten, töten*“), jedoch handelt es sich dabei um eine **ideologische Äußerung des Philosophen Dugin** (kein Gruppenmitglied oder -repräsentant) und nicht um eine direkte Täterschaft, Legitimation oder Unterstützung durch die Gruppe selbst. Zudem findet die Aussage **nicht in Deutschland** statt und bezieht sich nicht auf konkrete Straftaten, Ermittlungen oder Sicherheitsbedrohungen im deutschen Kontext. Der Fokus liegt auf geopolitischen Ideologien und Kriegshandlungen in der Ukraine – beide Fälle fallen unter **NO_CRIME_FRAME**.","Label: **NO_CRIME_FRAME**

Explanation: Der Text verknüpft die Gruppe **[Gruppe 1]** zwar mit einer expliziten Gewaltforderung („man müsse [Gruppe 1] *töten, töten, töten*“), jedoch handelt es sich dabei um eine **ideologische Äußerung des Philosophen Dugin** (kein Gruppenmitglied oder -repräsentant) und nicht um eine direkte Täterschaft, Legitimation oder Unterstützung durch die Gruppe selbst. Zudem findet die Aussage **nicht in Deutschland** statt und bezieht sich nicht auf konkrete Straftaten, Ermittlungen oder Sicherheitsbedrohungen im deutschen Kontext. Der Fokus liegt auf geopolitischen Ideologien und Kriegshandlungen in der Ukraine – beide Fälle fallen unter **NO_CRIME_FRAME**."
78,RUS,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt fiktionale, kulturelle und symbolische Äußerungen (Tattoos, Ästhetik, Rechtfertigungen) sowie Kriegshandlungen **außerhalb Deutschlands** (Ukraine/Donbass) ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Die Gruppe wird nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt fiktionale, kulturelle und symbolische Äußerungen (Tattoos, Ästhetik, Rechtfertigungen) sowie Kriegshandlungen **außerhalb Deutschlands** (Ukraine/Donbass) ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität. Die Gruppe wird nicht als Täter, Verdächtiger oder Sicherheitsrisiko für Deutschland dargestellt."
79,ARAB,"Der 55-Jährige Fahrer befand sich in einem psychischen Ausnahmezustand und unter dem Einfluss von berauschenden Mitteln. Er wurde noch am selben Tag in eine Fachklinik eingewiesen. In enger Zusammenarbeit mit der Staatsanwaltschaft Traunstein und Staatsanwaltschaft München II führt die Verkehrspolizeiinspektion Rosenheim alle weiteren Ermittlungen. Unter anderen muss sich der Fahrer wegen Freiheitsberaubung, Gefährdung des Straßenverkehrs und Nötigung verantworten.

Auch interessant: Mit Victory-Zeichen brettern vier [Gruppe 1] in Blitzer an A8 am Irschenberg

Weitere Ermittlungen ergaben zudem, dass der 55-Jährige [Andere Gruppe] bereits seit mehr mehreren Kilometern unter waghalsiger Fahrweise über die Autobahn A8, A99 und A9 fuhr. Sollten Sie von einem roten Renault SUV mit roten französischen Kurzzeitkennzeichen gefährdet worden sein oder sind Zeuge dieser Irrfahrt geworden, werden Sie gebeten die Verkehrspolizeiinspektion Rosenheim unter der Telefonnummer 08035/9068-0 zu verständigen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit vier Mitglieder der **[Gruppe 1]** mit einer mutmaßlichen Straftat („waghalsige Fahrweise“, „Blitzer an A8 am Irschenberg“), die als Ermittlungsgegenstand der Polizei genannt wird.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft explizit vier Mitglieder der **[Gruppe 1]** mit einer mutmaßlichen Straftat („waghalsige Fahrweise“, „Blitzer an A8 am Irschenberg“), die als Ermittlungsgegenstand der Polizei genannt wird."
80,ISLMST,"Bislang haben die Hilfsorganisationen Care, Save the Children, die Norwegische Flüchtlingshilfe (NRC), World Vision und das International Rescue Committee (IRC) erklärt, sie hätten ihre Arbeit eingestellt. "" Wir können Kinder, Frauen und Männer in dringender Not nicht ohne unsere weiblichen Angestellten erreichen"" , teilten sie am Sonntag gemeinsam mit. Die Hilfsorganisation Aktion gegen den Hunger stoppte am 25. Dezember ihre Aktivitäten vorübergehend, mit Ausnahme der lebenswichtigen medizinischen Maßnahmen für Kinder, die an akuter Unterernährung leiden. Offen ist noch, wie wichtige UN-Organisationen wie das Kinderhilfswerk Unicef oder das Welternährungsprogramm reagieren.

Die Taliban selbst verbaten sich Kritik an ihrer Entscheidung. Ihr Sprecher Sabiullah Mudschahid rief dazu auf, sich nicht in die internen Angelegenheiten Afghanistans einzumischen. Alle Institutionen, die in Afghanistan tätig werden wollten, seien verpflichtet, die Vorschriften des Landes einzuhalten. Bundesaußenministerin Annalena ­Baer­bock wies die Forderung der [Gruppe 1] am Sonntag zurück. "" Wir werden nicht akzeptieren, dass die Taliban die Humanitäre Hilfe zum Spielball ihrer Frauenverachtung machen"" , twitterte die Grünen-Politikerin. Auch der UN-Generalsekretär, die EU-Kommission und das US-Außenministerium verurteilten den Schritt.

Bereits zuvor hat sich der stellvertretende UN-Sondergesandte in Afghanistan, Markus Potzel, dafür ausgesprochen, dass Deutschland und andere westliche Nationen ihre Botschaften in Kabul wiedereröffnen. "" Mein Appell wäre, dass wieder mehr westliche Staaten hier vertreten sind"" , sagte der frühere deutsche Botschafter in Afghanistan dem RedaktionsNetzwerk Deutschland. Man könne die Lage vor Ort einfach besser einschätzen. Ein solcher Schritt sei nicht gleichbedeutend mit einer Anerkennung des Taliban­regimes, betonte Potzel. Dem Westen sei aber an einem stabilen Afghanistan gelegen, in dem sich die Terrormiliz Islamischer Staat nicht weiter ausbreitet.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text thematisiert die Taliban als politische Akteure in Afghanistan, die humanitäre Hilfe einschränken, und verknüpft sie mit **geopolitischen Konflikten, Repressionen und staatlicher Kontrolle** – nicht jedoch mit konkreten Straftaten, Sicherheitsbedrohungen oder Kriminalität in Deutschland oder im Kontext innerer Sicherheit. Die Erwähnung des ""Islamischen Staates"" als Bedrohung für Afghanistan ist ein **außerhalb Deutschlands stattfindender Konflikt** ohne expliziten Bezug zur deutschen Sicherheit. Die Gruppe wird hier als **Opfer von Repressionen** (Hilfsorganisationen als Betroffene) und als **politischer Akteur** dargestellt, nicht als Täter oder Sicherheitsrisiko für Deutschland.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert die Taliban als politische Akteure in Afghanistan, die humanitäre Hilfe einschränken, und verknüpft sie mit **geopolitischen Konflikten, Repressionen und staatlicher Kontrolle** – nicht jedoch mit konkreten Straftaten, Sicherheitsbedrohungen oder Kriminalität in Deutschland oder im Kontext innerer Sicherheit. Die Erwähnung des ""Islamischen Staates"" als Bedrohung für Afghanistan ist ein **außerhalb Deutschlands stattfindender Konflikt** ohne expliziten Bezug zur deutschen Sicherheit. Die Gruppe wird hier als **Opfer von Repressionen** (Hilfsorganisationen als Betroffene) und als **politischer Akteur** dargestellt, nicht als Täter oder Sicherheitsrisiko für Deutschland."
81,USA,"Biden forderte die Menschen außerdem auf, Corona nicht als parteipolitischen Streitpunkt zu betrachten. „Lasst uns aufhören, uns gegenseitig als Feinde zu sehen, und anfangen, uns als das zu sehen, was wir sind, nämlich Mitbürger.“ Es gehe darum, Probleme gemeinsam anzugehen, um vorwärts zu kommen. Seit Beginn der Pandemie sind in den USA mehr als 950.000 Menschen im Zusammenhang mit einer Corona-Infektion gestorben. Die Impfquote stagniert.

Während Demokraten Bidens Rede bejubelten, beklagten führende Republikaner, der Kurs des Präsidenten sei falsch. Die [Gruppe 1] hätten zu leiden unter der hohen Inflation, Kriminalität und den Folgen offener Grenzen. Nötig sei ein politischer Kurswechsel.

Biden hatte bereits am 29. April vergangenen Jahres - gut drei Monate nach seiner Amtsübernahme - eine Rede vor beiden Kongresskammern gehalten. Die erste Ansprache eines neu gewählten US-Präsidenten bei einer gemeinsamen Sitzung des Repräsentantenhauses und des Senats im US-Kapitol wird traditionell aber nicht als Rede zur Lage der Nation bezeichnet. Bei seinem Auftritt im vergangenen Jahr hatte der Demokrat Biden einen amerikanischen Neuanfang nach der Ära seines republikanischen Amtsvorgängers Donald Trump beschworen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Gruppe wird zwar mit Kriminalität erwähnt, aber diese wird nicht explizit mit der Gruppe verknüpft – sie wird stattdessen als *Folgen* offener Grenzen genannt, ohne dass die Gruppe selbst als Täter, Verdächtige oder Sicherheitsrisiko dargestellt wird. Es handelt sich um eine politische Kritik ohne konkrete Kriminalitätszuschreibung an die Gruppe.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird zwar mit Kriminalität erwähnt, aber diese wird nicht explizit mit der Gruppe verknüpft – sie wird stattdessen als *Folgen* offener Grenzen genannt, ohne dass die Gruppe selbst als Täter, Verdächtige oder Sicherheitsrisiko dargestellt wird. Es handelt sich um eine politische Kritik ohne konkrete Kriminalitätszuschreibung an die Gruppe."
82,GEO,"Parallele zum Tiergarten-Mord

Der Fall ähnelt dem sogenannten Tiergarten-Mord in Berlin. Wegen der Erschießung eines [Gruppe 1] im August 2019 in der Parkanlage Kleiner Tiergarten war ein [Andere Gruppe] Mitte Dezember 2021 zu lebenslanger Haft verurteilt worden. Im Urteil war von ""Staatsterrorismus"" die Rede.

""Vom Prinzip her ist der Fall ähnlich gelagert, wie der Tiergarten-Mord"", sagte die Tschetschenien-Expertin Miriam Katharina Heß von der Deutschen Gesellschaft für Auswärtige Politik vor Prozessbeginn. ""Man kann ihn in die Tradition russischer Auftragsmorde in Europa setzen.""",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME

**Explanation:** Die Gruppe [Gruppe 1] wird im Text ausschließlich als Opfer des Tiergarten-Mordes dargestellt, während die Täterschaft explizit einer anderen Gruppe ([Andere Gruppe]) zugeschrieben wird. Es liegt kein Bezug zu Kriminalität, Sicherheit oder Gewalt durch die Gruppe selbst vor.","**Label:** NO_CRIME_FRAME

**Explanation:** Die Gruppe [Gruppe 1] wird im Text ausschließlich als Opfer des Tiergarten-Mordes dargestellt, während die Täterschaft explizit einer anderen Gruppe ([Andere Gruppe]) zugeschrieben wird. Es liegt kein Bezug zu Kriminalität, Sicherheit oder Gewalt durch die Gruppe selbst vor."
85,ARAB,"Drei Tote bei Anschlag in Israel

Bei einem neuen Anschlag in Israel sind am Donnerstagabend mindestens drei Menschen getötet worden, meldet rnd.de.. Nach Angaben eines Rettungsdienstes habe es bei dem Angriff in der strengreligiösen Ortschaft Elad östlich von Tel Aviv zudem vier Verletzte gegeben. Die Polizei gehe von zwei Tätern aus: Einer habe geschossen, ein anderer mit einer Axt Passanten angegriffen. In der Umgebung wären Straßensperren errichtet worden. Ein Polizeihubschrauber sei einem verdächtigen Fahrzeug gefolgt. Nach Medienberichten habe die Polizei die Sorge, die Täter könnten ins nicht weit entfernte Westjordanland entkommen sein. Die im Gazastreifen herrschende islamistische Hamas habe den blutigen Angriff über Lautsprecher als „heroische Tat“ bezeichnet. Mit dem neuen Anschlag seien bei einer Terrorwelle in Israel seit Ende März 17 Menschen getötet worden. Bei zwei der Anschlägen seien die Täter israelische [Gruppe 1] und Unterstützer des Islamischen Staats gewesen.

EU will Sanktionen gegen Putins Freundin verhängen",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt einen Anschlag in Israel, der zwar von zwei Tätern verübt wurde, von denen einer als israelischer **[Gruppe 1]** identifiziert wird, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer der Hamas-Propaganda oder als Teil einer ausländischen Terrorwelle.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt einen Anschlag in Israel, der zwar von zwei Tätern verübt wurde, von denen einer als israelischer **[Gruppe 1]** identifiziert wird, aber es liegt **kein expliziter Bezug zur deutschen inneren Sicherheit** vor. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer der Hamas-Propaganda oder als Teil einer ausländischen Terrorwelle."
86,RUS,"Update vom 20. Oktober, 11.55 Uhr: Russische Soldaten verlassen angeblich fluchtartig die besetzte Stadt Enerhodar, in der auch das besetzte ukrainische Atomkraftwerk Saporischschja liegt. Darüber berichten ukrainische Behörden laut einem Bericht der New York Times. Dies werfe Zweifel auf, ob Russland die Kontrolle über das seit Wochen umkämpfte Atomkraftwerk behalten kann.

Eine Flucht der [Gruppe 1] aus der Stadt meldet auch die ukrainische Atomenergiebehörde Energoatom via Telegram. „Die Panik, Angst und Erwartung einer Niederlage erreichte auch Enerhodar“, heißt es in der Nachricht. Die [Gruppe 1] würden vor ihrer Flucht Möbel, Kühlschränke, Fernseher und andere Dinge aus den besetzten Verwaltungsgebäuden plündern.

Die Angaben sind nicht unabhängig überprüft. Laut New York Times ist unklar, weshalb russischen Truppen zum jetzigen Zeitpunkt aus der Stadt fliehen sollten, da sich die ukrainische Armee auf der anderen Seite des Flusses Dnipro befinde und eine Rückeroberung der Stadt Enerhodar nicht in greifbarer Nähe sei.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Plünderung wird zwar erwähnt, findet aber im Kontext eines **Krieges außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu deutschen Behörden hergestellt wird. Zudem handelt es sich um eine **Opferrolle** der Gruppe ([Gruppe 1] als flüchtende Soldaten), nicht um eine Täter- oder Sicherheitsbedrohungsdarstellung.","Label: **NO_CRIME_FRAME**
Explanation: Die Plünderung wird zwar erwähnt, findet aber im Kontext eines **Krieges außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur **inneren Sicherheit Deutschlands** oder zu deutschen Behörden hergestellt wird. Zudem handelt es sich um eine **Opferrolle** der Gruppe ([Gruppe 1] als flüchtende Soldaten), nicht um eine Täter- oder Sicherheitsbedrohungsdarstellung."
87,ISLMST,"Für die EU-Mission zur Ausbildung der Streitkräfte wird eine Einstellung in Mali nahegelegt, weil dort ""jeder Wille zu einer durchgreifenden Reform des Sicherheitssektors"" fehle. Im benachbarten Niger hingegen erscheine ""ein weiteres Engagement der Aktivitäten in Abstimmung mit der dortigen Regierung und den europäischen Partnern sinnvoll"".

Für die deutsche Beteiligung an Minusma wird eine Fortsetzung und ggf. sogar Ausweitung (""...die militärischen und polizeilichen Komponenten besser auszustatten"") empfohlen. Hierbei wird suggeriert, dass ein Ende der Mission oder auch nur der deutschen Beteiligung ein ""Ende des Friedensprozesses"" bedeuten, damit ""die Sicherheitslage in Mali noch einmal dramatisch verschlechtern und damit den [Gruppe 1] in die Hände spielen"" würde.

Komplexer wird die Argumentation in Hinblick auf die Mission EUCAP Sahel Mali, mit der ja v.a. die Polizei- und Gendarmeriekräfte der (zutreffend) als ""Junta"" bezeichneten malischen Regierung ausgebildet werden, die aber mit der Bekämpfung illegalisierter Migration ein zentrales Interesse Deutschlands und der EU bedient.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert geopolitische Konflikte, militärische Missionen und Sicherheitsreformen in Mali/Niger, ohne die Gruppe explizit mit Kriminalität, Terrorismus oder innerer Sicherheit Deutschlands zu verknüpfen – die Erwähnung der Gruppe als mögliche ""Nutzerin"" einer verschlechterten Sicherheitslage ist eine **abstrakte, nicht konkrete Bedrohungszuschreibung** ohne Bezug zu Straftaten, Ermittlungen oder Gewalt in Deutschland.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert geopolitische Konflikte, militärische Missionen und Sicherheitsreformen in Mali/Niger, ohne die Gruppe explizit mit Kriminalität, Terrorismus oder innerer Sicherheit Deutschlands zu verknüpfen – die Erwähnung der Gruppe als mögliche ""Nutzerin"" einer verschlechterten Sicherheitslage ist eine **abstrakte, nicht konkrete Bedrohungszuschreibung** ohne Bezug zu Straftaten, Ermittlungen oder Gewalt in Deutschland."
88,,"Schischkin gab im Laufe des Abends ein klares Statement ab: ""Ich bin [Andere Gruppe]. Im Namen meines Volkes werden diese Verbrechen verübt. Ich kann nur im Namen der anderen [Andere Gruppe] die Ukraine um Vergebung bitten. Und ich weiß ganz genau, das kann man nicht vergeben."" Die Deutschen hätten es nach dem Zweiten Weltkrieg nur aufgrund einer ""vernichtenden Niederlage"" geschafft, aus dem ""Teufelskreis"" der Diktatur zu entkommen. Nur so seien die ""Stunde Null"" und die Entnazifizierung durch die Alliierten möglich gewesen. Daher hoffe er, Schischkin, ""auf eine vernichtende Niederlage der [Andere Gruppe] durch die [Gruppe 1]."" Die ""Entputinisierung"" könnten die [Andere Gruppe] danach nur selbst durchführen. Die Frage sei, ob sie dieser Aufgabe gewachsen seien.

Dieser Krieg sei kein Krieg zwischen [Andere Gruppe] und [Gruppe 1], sondern zwischen Menschen, die Ukrainisch und Russisch sprechen und Unmenschen, die Befehle befolgen. ""Literatur versagt immer dann, wenn ein Krieg beginnt"", so Schischkin gegen Ende des Panels. Irgendwann sei dieser Krieg aber vorbei, und ""der Hass und der Schmerz werden bleiben. Und das kann man nur mit der Kultur überwinden. Es gibt keine andere Möglichkeit. Dann kommt die Literatur zur Sache! Dann werden wie sie brauchen, um den Abgrund zwischen uns zu überwinden.""

*Der Beitrag ""Was kann Literatur gegen Putin leisten?"" wird veröffentlicht von Deutsche Welle. Kontakt zum Verantwortlichen hier.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text thematisiert einen **Kriegskontext** (Ukraine-Konflikt) und eine **fiktionale/kulturelle Debatte** (Literatur als Mittel zur Überwindung von Hass), ohne dass die Gruppe explizit mit Kriminalität, innerer Sicherheit Deutschlands, Terrorismus, Gewaltlegitimation oder Prävention verknüpft wird. Die Erwähnung von ""Verbrechen"" bezieht sich auf **Kriegsverbrechen der [Anderen Gruppe]**, nicht auf die [Gruppe 1]. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Sicherheitsrisiko dargestellt, sondern als potenzieller Akteur einer zukünftigen ""Entputinisierung"" – ein politisch-ideologischer, nicht krimineller Kontext.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert einen **Kriegskontext** (Ukraine-Konflikt) und eine **fiktionale/kulturelle Debatte** (Literatur als Mittel zur Überwindung von Hass), ohne dass die Gruppe explizit mit Kriminalität, innerer Sicherheit Deutschlands, Terrorismus, Gewaltlegitimation oder Prävention verknüpft wird. Die Erwähnung von ""Verbrechen"" bezieht sich auf **Kriegsverbrechen der [Anderen Gruppe]**, nicht auf die [Gruppe 1]. Zudem wird die Gruppe nicht als Täter, Verdächtiger oder Sicherheitsrisiko dargestellt, sondern als potenzieller Akteur einer zukünftigen ""Entputinisierung"" – ein politisch-ideologischer, nicht krimineller Kontext."
90,REFUG,"Dabei kamen dann verschiedene Maßnahmen heraus: Wir haben jetzt Berater, die in Bayern unterwegs sind und die Unternehmen in dem Thema unterstützen. Zudem werden die Jugendlichen sensibilisiert und auf den deutschen Ausbildungsmarkt vorbereitet. Eine weitere Aufgabe ist das Matching zwischen [Gruppe 1] und Unternehmen. Und zuletzt haben wir uns um Ausbildungsstabilisierung bemüht, uns zum Beispiel um Sprachförderung gekümmert.

Wir haben uns schon vor 2015 Gedanken gemacht, wie wir mit dem Thema Integration von [Gruppe 1] dem Fachkräftemangel gegensteuern können. Damals hatten wir kaum Einflussmöglichkeiten darauf, ob [Gruppe 1] während einer Ausbildung oder Anstellung abgeschoben werden. Deswegen haben die Industrie- und Handelskammern sich für eine Aufenthaltsduldung eingesetzt.

Daraus ist dann die 3+2-Regelung entstanden, mit der [Gruppe 1] für drei Jahre Ausbildung und zwei Jahre Arbeit auf jeden Fall geduldet werden. Das war ein echter Kraftakt – wir hatten zuerst das Gefühl, es ist politisch nicht gewollt. Mit der Verabschiedung des Integrationsgesetzes waren die Signale aber positiv gesetzt worden.",NO_CRIME_FRAME,CRIME_FRAME_POS,"Der Absatz beschreibt explizit präventive und integrative Maßnahmen (Beratung, Sensibilisierung, Sprachförderung, Matching, Aufenthaltsduldung) zur **Sicherheitsgewinnung und Prävention** im Kontext der Gruppe, ohne diese mit Kriminalität oder Bedrohung zu verknüpfen.","Label: **CRIME_FRAME_POS**

Explanation: Der Absatz beschreibt explizit präventive und integrative Maßnahmen (Beratung, Sensibilisierung, Sprachförderung, Matching, Aufenthaltsduldung) zur **Sicherheitsgewinnung und Prävention** im Kontext der Gruppe, ohne diese mit Kriminalität oder Bedrohung zu verknüpfen."
91,MIGR,"Der spanische Ministerpräsident Pedro Sánchez warnte kürzlich, Madrid werde die ""Tragödie illegaler Einwanderung nicht als Druckmittel tolerieren"". Die illegale Einwanderung solle beim Nato-Gipfel Ende Juni als eine Sicherheitsbedrohung an der Südflanke des Bündnisses aufgeführt werden.

In den vergangenen Jahren haben tausende [Gruppe 1] versucht, die zwölf Kilometer lange Grenze zwischen Melilla und Marokko oder die acht Kilometer lange Grenze zwischen Ceuta und Marokko durch das Überklettern von Zäunen, schwimmend oder in Autos versteckt zu überwinden. Die [Gruppe 1] nehmen bisweilen Haken und Stöcke zur Hilfe, um den Grenzzaun zu überwinden.

Tagesanbruch: Für Millionen Deutsche wird der Urlaub zum DramaKlagen gegen die Energiewende: Der Vertrag, der Deutschland noch Milliarden kosten könnteAktivistin gegen Ex-Innenminister: Vor Gericht: Rackete gegen Salvini",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt zwar illegale Grenzübertritte und die Verwendung von Hilfsmitteln (Haken, Stöcke) zur Überwindung von Grenzzäunen, aber es handelt sich um **keine explizite Verknüpfung mit Kriminalität, Sicherheit oder Gewalt im Kontext Deutschlands oder der deutschen inneren Sicherheit**. Die Bedrohung wird als **geopolitisches Problem an der spanischen Südgrenze** (Nato-Flanke) dargestellt, nicht als direkte Gefahr für Deutschland. Zudem fehlen konkrete Straftaten, Ermittlungen oder eine Legitimation von Gewalt durch die Gruppe.","Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt zwar illegale Grenzübertritte und die Verwendung von Hilfsmitteln (Haken, Stöcke) zur Überwindung von Grenzzäunen, aber es handelt sich um **keine explizite Verknüpfung mit Kriminalität, Sicherheit oder Gewalt im Kontext Deutschlands oder der deutschen inneren Sicherheit**. Die Bedrohung wird als **geopolitisches Problem an der spanischen Südgrenze** (Nato-Flanke) dargestellt, nicht als direkte Gefahr für Deutschland. Zudem fehlen konkrete Straftaten, Ermittlungen oder eine Legitimation von Gewalt durch die Gruppe."
