testset_id,label_b,explanation_b
195,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit antisemitischen und gewalttätigen Inhalten in Verbindung gebracht, einschließlich einer Darstellung, in der ein Gruppenmitglied eine arabische Person vergewaltigt, was eine klare Verknüpfung mit Kriminalität und Gewaltlegitimation darstellt."
196,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Korruption, Interessenkonflikten und Missbrauch von EU-Geldern in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Quelle von Kriminalität und Unregelmäßigkeiten dargestellt wird."
197,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Andere Gruppe]-Mann, der einen Security-Mann angreift, aber auch erwähnt, dass ein [Gruppe 1] vom Sicherheitsdienst aufgefordert wurde, das Gebäude zu verlassen, was jedoch nicht direkt mit dem Angriff in Verbindung gebracht wird, dennoch wird die Gruppe [Andere Gruppe] explizit mit Kriminalität und Gewalt verknüpft, während [Gruppe 1] lediglich als Betroffener des Hausverbots erwähnt wird, aber die primäre Handlung betrifft [Andere Gruppe]."
198,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegs- und Gerichtskontext außerhalb Deutschlands, in dem eine Gruppe in einem Konflikt zwischen Staaten erwähnt wird, ohne dass dies einen Bezug zu Kriminalität oder Sicherheit in Deutschland herstellt."
199,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem Vorfall in Verbindung gebracht, bei dem sie betrunken mit Jet-Skis gefahren sind und sich weigerten, Personalien anzugeben, was als kriminelles Verhalten oder zumindest als Verstoß gegen Regeln dargestellt wird."
200,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit der Vorbereitung eines Einsatzes biologischer Waffen und der Legitimation von Giftgas-Angriffen in Verbindung gebracht, was als CRIME_FRAME_NEG gewertet wird, da die Gruppe als potenzielle Quelle von Kriminalität und Sicherheitsbedrohung dargestellt wird."
201,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit der Unterstützung und Legitimierung von Gewalt und nationalsozialistischen Zielen verknüpft, indem ein Mitglied der Gruppe, Husein Dozo, als überzeugter Nationalsozialist und Judenhasser dargestellt wird, der den Kampf für den Nationalsozialismus unterstützt und die Ziele der SS teilt."
202,NO_CRIME_FRAME,"Der Absatz beschreibt Kriegshandlungen und militärische Konflikte außerhalb Deutschlands, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Kontext herzustellen."
203,CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit schweren Straftaten wie Brandstiftung und Mord und erwähnt einen Tatverdächtigen in Untersuchungshaft, was als CRIME_FRAME_NEG eingestuft wird."
204,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Gruppe 1] aus islamischen Ländern explizit mit Kriminalität, indem er behauptet, dass sie ""übermäßig oft kriminell werden"" und dies mit Beispielen wie Vergewaltigungen, religiösen Gewaltverbrechen und Messerstechereien untermauert."
205,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Terrorismus und Gewalttaten verknüpft, da es heißt, dass die Anschläge von [Gruppe 1] mit israelischer Staatsangehörigkeit verübt wurden und diese Unterstützer der Terrororganisation Islamischer Staat (IS) waren."
206,CRIME_FRAME_NEG,"Die Gruppe [Gruppe 1] wird explizit mit Korruptionsvorwürfen, Interessenkonflikten und Problemen bei der öffentlichen Auftragsvergabe und der Parteienfinanzierung verknüpft, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Täter oder Verdächtige in Bezug auf kriminelle Handlungen dargestellt wird."
207,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine Straftat begangen hat, indem es zwei Kippa tragende Männer antisemitisch beschimpft und einen von ihnen geschlagen hat, und wird somit als Täter einer Hassstraftat dargestellt."
208,NO_CRIME_FRAME,"Der Absatz beschreibt wirtschaftliche und touristische Auswirkungen von Sanktionen und politischen Entscheidungen ohne jeden expliziten Bezug der Gruppe zu Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention."
209,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit schweren Straftaten, wie dem Mord an einem 14-jährigen Mädchen und einer Vergewaltigung, und deutet darauf hin, dass die Gruppe als Ganzes Probleme in Deutschland verursacht."
210,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Kriminalität und Gewalt in Verbindung gebracht, indem ein Teil der Gruppe als mordend und vergewaltigend dargestellt wird, was eine negative Darstellung der Gruppe als Sicherheitsrisiko impliziert."
211,NO_CRIME_FRAME,"Der Absatz beschreibt eine satirische und fiktionale Darstellung von Gesellschaft und Politik, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft wird."
212,NO_CRIME_FRAME,"Der Absatz beschreibt einen Vorfall, bei dem Passagiere, die als [Gruppe 1] erkennbar waren, am Flughafen aufgehalten wurden, aber es wird keine explizite Verknüpfung mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention hergestellt, die die Gruppe als Täter oder Sicherheitsrisiko darstellt."
213,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland."
214,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine Straftat begangen hat, indem es eine geladene Waffe mit zur Schule genommen hat, und wird somit direkt mit Kriminalität verknüpft."
215,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, nämlich dem Angriff auf Polizisten und Widerstand bei der Festnahme, verknüpft und als Quelle von Kriminalität und Sicherheitsbedrohung dargestellt."
216,CRIME_FRAME_NEG,"Die Gruppe ""[Andere Gruppe]"" wird explizit mit schweren Straftaten wie Messermorden und Vergewaltigungen in Verbindung gebracht, was als CRIME_FRAME_NEG klassifiziert wird, da die Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung dargestellt wird."
217,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als mutmaßliche Mitglieder einer Drogenhändlerbande dargestellt und direkt mit Kriminalität verknüpft, was als CRIME_FRAME_NEG eingestuft wird."
218,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit Verdacht der Körperverletzung und Sachbeschädigung, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe mit mutmaßlichen Straftaten und Ermittlungen verknüpft ist."
219,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit mit Kriegsverbrechen, Terrorismus und anderen schweren Straftaten in Verbindung gebracht wird, was als CRIME_FRAME_NEG eingestuft wird."
220,NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen erwähnt wird, aber nicht selbst mit Kriminalität, Terrorismus oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern vielmehr als Teil der von Gewalt betroffenen Bevölkerung dargestellt wird."
221,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus und Gewalt in Verbindung gebracht, da Ankara die von ihnen unterstützten syrischen Kurdenmiliz YPG als Ableger der verbotenen kurdischen Arbeiterpartei PKK und damit als ""Terrororganisation"" ansieht."
222,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit verurteilten Straftätern in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert."
223,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Ausschreitungen, Steinwürfen gegen Polizisten und einer Bedrohung der öffentlichen Ordnung in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird."
224,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""gewaltorientiert"" in Verbindung gebracht, was eine direkte Verknüpfung mit potenzieller Gewalt und Sicherheitsbedrohung darstellt."
225,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Rechtsextremismus und Islamismus in Verbindung gebracht, indem ihre Verbindungen zu beobachteten oder extremistischen Organisationen thematisiert werden, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert."
226,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistischen Mordanschlag auf einen Priester in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Täter und Quelle von Gewalt und Terrorismus dargestellt wird."
227,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied als ranghohes Mitglied einer Terrororganisation, das für einen islamistischen Anschlag verantwortlich ist und zu 15 Jahren Haft verurteilt wurde, wodurch die Gruppe explizit mit Terrorismus und Kriminalität verknüpft wird."
228,NO_CRIME_FRAME,"Die Gruppe wird nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft, sondern ist Teil einer Beschreibung über eine rechtsextreme Organisation in den USA."
229,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Täter eines Angriffs auf eine Geburtsklinik dargestellt, bei dem Menschen getötet und verletzt wurden, was eine klare Verknüpfung mit Gewalt und Kriminalität herstellt."
230,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit terroristischem oder islamistischem Hintergrund in Verbindung gebracht und es wird eine Verknüpfung mit Sicherheitsbehörden und dem Ziel, eine Aufnahme in den deutschen Staatsverband zu verhindern, hergestellt."
231,CRIME_FRAME_NEG,"Die junge [Gruppe 1] wird explizit mit Auseinandersetzungen, Gewalt und dem Werfen von Steinen und Brandsätzen in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt."
232,NO_CRIME_FRAME,"Der Absatz beschreibt politische Kontroversen und rechtsextreme Äußerungen von AfD-Politikern, ohne jedoch die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Verbindung zu bringen."
233,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der als Tatverdächtiger einer Mordtat festgenommen und von der Staatsanwaltschaft angeklagt wird, was eine explizite Verknüpfung der Gruppe mit Kriminalität darstellt."
234,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit als Täter einer Straftat, nämlich des Diebstahls, dargestellt wird und direkt mit Kriminalität verknüpft ist."
235,CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit einer Straftat, indem es berichtet, dass ein [Gruppe 1] wegen Totschlags festgenommen und in U-Haft genommen wurde, was eine direkte Verbindung zwischen der Gruppe und Kriminalität herstellt."
236,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit islamistischem Extremismus, Terrorismus und Szeneangehörigen, die Haftstrafen erhalten haben, was eine negative Darstellung der Gruppe im Kontext von Kriminalität und Sicherheitsbedrohung darstellt."
237,CRIME_FRAME_NEG,"Der Absatz beschreibt explizit, wie ein [Gruppe 1] mit konkreten Terroranschlagsplänen in Verbindung gebracht wird, einschließlich des Kaufs von Chemikalien für die Herstellung von Sprengstoffen und der Planung von Anschlägen, was ihn direkt mit Kriminalität und Terrorismus verknüpft."
238,CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit mit Messerdelikten in Verbindung gebracht und als überproportional oft an diesen Delikten beteiligt dargestellt, während die [Gruppe 1] in einem Kontext von unkontrollierter Migration und Parallelgesellschaften erwähnt wird, was eine negative Darstellung im Zusammenhang mit Kriminalität und Sicherheit impliziert."
239,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit [Andere Gruppe]-Gangs mit Terrorismus und Kriminalität in Malmö und erwähnt auch, dass arabische Straßenbanden die Stadt terrorisieren, was eine direkte Verbindung zwischen der Gruppe und Sicherheitsbedrohungen herstellt."
240,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Verdacht der Spionage, Destabilisierung und möglicherweise gefälschten Pässen in Verbindung gebracht, was als Bedrohung für die öffentliche Sicherheit in Deutschland dargestellt wird."
241,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus, Mord, Vergewaltigung und Folterung ukrainischer Zivilisten in Verbindung gebracht, was eine klare Verknüpfung mit Kriminalität und Gewalt darstellt."
242,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Vorgehen in der Ukraine in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Täter oder Beteiligte an kriminellen Handlungen dargestellt wird."
243,NO_CRIME_FRAME,"Der Absatz beschreibt Kriegsverbrechen und Gewalt im Kontext eines internationalen Konflikts, ohne die Gruppe als Täter oder Sicherheitsrisiko im deutschen Inland darzustellen, sondern vielmehr als Opfer von Gewalt, weshalb kein expliziter Kriminalitäts- oder Sicherheitsrahmen im Kontext Deutschlands vorliegt."
244,CRIME_FRAME_NEG,"Der Absatz beschreibt einen Anschlag durch ein Mitglied der [Gruppe 1] auf den Autor Salman Rushdie, wobei der Täter explizit mit schiitischem Extremismus und den iranischen Islamischen Revolutionsgarden in Verbindung gebracht wird, was die Gruppe direkt mit Terrorismus und Gewalt verknüpft."
245,CRIME_FRAME_NEG,"Die Gruppe wird implizit als Bedrohung für die öffentliche Sicherheit und Ordnung in Deutschland dargestellt, indem ihre vermeintliche Strategie der ""friedlichen Invasion"" und Übernahme beschrieben wird, was als generalisierte gesellschaftliche Bedrohungsrahmung gewertet wird."
246,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, Gewalt und einer Straftat verknüpft, da die Angeklagten, die der Gruppierung ""Esslinger [Gruppe 1]"" angehören, das Opfer töteten und dies im Kontext einer Auseinandersetzung zwischen Gruppenmitgliedern und dem Opfer geschehen ist."
247,CRIME_FRAME_NEG,"Der [Gruppe 1] wird explizit als Täter einer schweren Straftat, nämlich der Vorbereitung eines Mordes, dargestellt und direkt mit Kriminalität und einem politischen Mordauftrag verknüpft."
248,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen Staaten im Ausland, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Inland herzustellen, und die Gruppe wird als Akteur im Kriegskontext dargestellt, nicht als kriminelle oder sicherheitsgefährdende Entität in Deutschland."
249,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit Kriminalität und Terrorismus, indem er den Mörder als [Gruppe 1] darstellt, der eine Mordserie begangen hat, und seine Handlungen mit einer totalitären Ideologie in Verbindung bringt, die Gewalt gegen ""Ungläubige"" rechtfertigt."
250,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Verdacht des Schmuggels und Verkaufs von Schusswaffen, sowie mit dem Verdacht des Tauschs von Waffen gegen Waren und Dienstleistungen, in Verbindung gebracht, was eine Verknüpfung mit Kriminalität darstellt."
