testset_id,group,text_block_en,final_human_label,cot_label,cot_reasoning,cot_explanation
184,RUS,"Die Ermittlungsbehörden untersuchen nach der groß angelegten Anti-Terror-Razzia gegen die ""Reichsbürger""-Szene Spuren zu möglichen weiteren Verdächtigen. Die Sicherheitsbehörden rechnen mit weiteren Beschuldigten und Durchsuchungen. Bei den Ermittlungen wird auch geschaut, ob die Beschuldigten noch weitere Waffen versteckt haben. 23 der 25 Festgenommenen seien inzwischen in Untersuchungshaft, sagte eine Sprecherin der Bundesanwaltschaft am Donnerstag. Wann die beiden im Ausland gefassten Männer den Ermittlungsrichtern vorgeführt werden, war zunächst unklar.

Die Bundesanwaltschaft hatte am Mittwoch bei einem der größten Polizeieinsätze in der Geschichte der Bundesrepublik in elf Bundesländern sowie in Italien und Österreich 25 Menschen festnehmen lassen. 22 von ihnen wirft sie vor, Mitglied einer terroristischen Vereinigung zu sein, die das politische System stürzen wollte. Bei den drei anderen geht es um Unterstützung. Bis auf eine [Gruppe 1] haben den Angaben zufolge alle die deutsche Staatsbürgerschaft. Die Bundesanwaltschaft sprach zudem von 27 weiteren Beschuldigten.

Scholz: ""Sehr schlimmer Vorfall""",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Täter oder Opfer?**
   Die Gruppe wird als Teil der Beschuldigten genannt, die Mitglied einer terroristischen Vereinigung sind oder diese unterstützen. Sie ist somit als Täter oder Unterstützer von Terrorismus dargestellt.

2. **Deutschland-Bezug?**
   Ja, die Ermittlungen finden in Deutschland statt (11 Bundesländer), und die Bundesanwaltschaft spricht von einer Bedrohung für das politische System Deutschlands. Zudem haben 24 der 25 Festgenommenen die deutsche Staatsbürgerschaft.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, der Fokus liegt auf laufenden Ermittlungen, Festnahmen und Verdächtigungen – nicht auf einem abgeschlossenen Sicherheitsgewinn.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   Ja, die Gruppe wird explizit als Teil einer terroristischen Vereinigung dargestellt, die das politische System stürzen wollte. Dies zählt als direkte Verknüpfung mit Terrorismus und Sicherheitsbedrohung.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird als Mitglied oder Unterstützer einer terroristischen Vereinigung dargestellt, die das politische System Deutschlands bedroht – dies ist eine explizite Verknüpfung mit Kriminalität und Sicherheitsgefahr."
185,REFUG,"Kriminalität - Heiligenhaus:Detonation im Park: SEK-Beamte nehmen Verdächtigen fest

Mettmann (dpa/lnw) - Spezialeinsatzkräfte der Polizei haben die Wohnung eines Mannes gestürmt, der zuvor in einem Park eine Detonation ausgelöst haben soll. Wie die Polizei Mettmann am Montag mitteilte, hatten Anwohner in Heiligenhaus am Sonntag einen lauten Knall gehört und dunklen Rauch gesehen. Ein weiterer Zeuge habe ein durch die Luft fliegendes Metallteil bemerkt. Die Anwohner konnten den aus dem Park [Gruppe 1] Mann beschreiben. Bei der Detonation wurde den Angaben zufolge niemand verletzt.

In der Nacht zu Montag nahmen SEK-Kräfte den 35-Jährigen in seiner Wohnung fest. Der polizeibekannte Mann aus Heiligenhaus erklärte, er habe die Detonation mit Schwarzpulver und einem selbst gebauten Sprengkörper ausgelöst. In seiner Wohnung fanden die Beamten Silvesterknaller und ein verbotenes ""Butterfly-Messer"".",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Täter oder Opfer?** – Der Mann aus der **[Gruppe 1]** wird als mutmaßlicher Täter der Detonation und des Besitzes verbotener Gegenstände dargestellt.
2. **Deutschland-Bezug?** – Ja, das Ereignis spielt in **Heiligenhaus (NRW)** und betrifft die **deutsche innere Sicherheit** (SEK-Einsatz, Festnahme, Ermittlungen).
3. **Sicherheitsmaßnahme als Erfolg?** – Nein, es geht um eine **Festnahme aufgrund einer mutmaßlichen Straftat**, nicht um eine erfolgreiche Präventionsmaßnahme.
4. **Gruppe als Quelle von Bedrohung/Kriminalität?** – Ja, der **[Gruppe 1]**-Mann wird explizit mit einer **Sprengstoffdetonation, Besitz verbotener Waffen und Ermittlungen** verknüpft.

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]** wird direkt als Täter einer mutmaßlichen **Sicherheitsbedrohung (Sprengstoffanschlag, verbotene Gegenstände)** in Deutschland dargestellt, was eine klassische **negativ-kriminelle Rahmung** darstellt."
186,ISLMST,"Die Ermittlungen und die Auswertung der beschlagnahmten Handys und Computer dauern an. Beteiligt daran ist auch die für Islamismus zuständige Abteilung des Berliner Landeskriminalamtes (LKA). Der Schwerpunkt der Einsätze sei Berlin, sagte ein Sprecher der Polizei. Dort gab es unter anderem eine Durchsuchung im Wedding.

Corona-Betrug: Bundesweite Razzien bei mutmaßlichen [Gruppe 1]

Erstmeldung vom 22. November 2022:",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. Die Gruppe wird als **Täter** dargestellt (mutmaßliche Beteiligung an Corona-Betrug).
2. Das Ereignis findet in **Deutschland** statt (Berlin, bundesweite Razzien).
3. Es wird **kein expliziter Erfolg einer Sicherheitsmaßnahme** gerahmt (nur laufende Ermittlungen).
4. Die Gruppe wird **explizit als Quelle von Kriminalität** dargestellt (mutmaßlicher Betrug, Ermittlungen des LKA).

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird direkt mit einer Straftat (Corona-Betrug) und polizeilichen Ermittlungen in Deutschland verknüpft."
187,HUN,"Kürzung von EU-Mitteln

Rechtsstaatsverstöße: EU-Kommission geht gegen [Gruppe 1] vor

Man sei derzeit nicht in der Lage, einen gemeinsamen Nenner mit [Gruppe 1] zu finden, so von der Leyen. Das Problem: Korruption. (Quelle: Etienne Ansotte/European Commission/dpa./dpa)",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als **Verursacherin von Rechtsstaatsverstößen (Korruption)** dargestellt, also als **Taeterin**.
2. **Bezug zu Deutschland?** – Nein, es geht um **EU-Mittel und EU-Ermittlungen**, nicht um die deutsche Sicherheit oder innere Ordnung.
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es wird nur über ein **Vorgehen der EU-Kommission** berichtet, nicht über einen konkreten Präventionserfolg.
4. **Explizite Bedrohung/Kriminalität in Deutschland?** – Nein, der Kontext ist **EU-weit und institutionell** (Korruption als Rechtsstaatsverstoß), aber **kein Bezug zu Deutschland oder innerer Sicherheit**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird zwar mit Korruption (Rechtsstaatsverstoß) verknüpft, aber es liegt **kein Bezug zur deutschen Sicherheit oder inneren Kriminalität** vor – der Kontext ist rein EU-institutionell."
188,UKR,"Beide Kandidaten kündigten außerdem an, die Arbeit der Polizei neu auszurichten und den Kampf gegen das Verbrechen zu verstärken. „Politische Korrektheit“ dürfe nicht im Weg stehen, wenn es darum gehe, gewalttätige Jugendbanden oder Zuhältergangs zu verfolgen, sagte Sunak. Damit spielte er auf die Kriminalstatistiken an, denen zufolge diese Straftäter überwiegend Migrationshintergrund haben. Truss wiederum beklagte eine Neigung unter Polizisten, eher „Twitter-Nachrichten zu kontrollieren“, als für die körperliche Sicherheit der Bürger zu sorgen. Dies werde sich unter ihr ändern.

Entschieden stellten sich die beiden Anwärter auf das höchste politische Amt hinter den Kurs, den Boris Johnson gegenüber Putins Krieg in der Ukraine eingeschlagen hat. Sunak äußerte sich stolz darüber, dass „Großbritannien für Freiheit und Demokratie in der Welt eintritt“. Als Truss gefragt wurde, ob sie sich nicht zu viel um die Ukraine und zu wenig um die Sorgen der [Andere Gruppe] kümmere, erinnerte sie daran, dass Krieg schließlich in ihrem Verantwortungsbereich als Außenministerin liege. Dann sagte sie an einen ukrainischen Fragesteller gewandt: „Sie kämpfen nicht nur für Ihr Land, sondern für die Freiheit ganz Europas!“ Deshalb schulde Großbritannien den [Gruppe 1], sie mit allen Kräften finanziell und militärisch zu unterstützen.

Von persönlichen Angriffen sahen die beiden ab, wobei das Format geholfen haben mag: Truss und Sunak traten nicht zusammen sondern hintereinander auf. Auch die Vorredner, die jeweils „ihren Kandidaten“ vorstellten, bemühten sich, auf den letzten Metern dieser innerparteilichen Zerreißprobe eine Botschaft der Geschlossenheit zu senden. Schon ab kommender Woche würden sich die Reihen hinter dem Sieger schließen, gaben sich der frühere Tory-Chef Iain Duncan Smith und der langjährige Minister Michael Gove zuversichtlich. Schließlich würden beide Kandidaten „phantastische“ Premierminister abgeben.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die **[Andere Gruppe]** wird nicht als Täter oder Opfer erwähnt – sie wird nur als politische Priorität (Sorgen der Gruppe) thematisiert, während die **[Gruppe 1]** (implizit als ukrainische Bevölkerung) als Empfängerin von Unterstützung dargestellt wird. Die eigentliche Kriminalitätsdebatte bezieht sich auf **„gewalttätige Jugendbanden oder Zuhältergangs mit Migrationshintergrund“**, die **nicht explizit mit der [Gruppe 1] oder [Andere Gruppe] verknüpft** sind.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   Die Kriminalitätsdebatte (Jugendbanden, Zuhälter) wird zwar erwähnt, aber **nicht mit der [Gruppe 1] oder [Andere Gruppe] verknüpft**. Der Text spricht von „Migrationshintergrund“ allgemein, ohne eine konkrete Gruppe zu nennen. Der Fokus liegt auf **Großbritannien** (Ukraine-Krieg, Innenpolitik), nicht auf Deutschland.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein. Es geht um **Kritik an der Polizei** (z. B. „Twitter-Nachrichten kontrollieren statt körperliche Sicherheit“) und Ankündigungen, den „Kampf gegen Verbrechen“ zu verstärken – **kein expliziter Erfolg** wird gerahmt.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   **Nein.** Die **[Gruppe 1]** (Ukraine) wird als **Opfer/Unterstützungsempfängerin** dargestellt, die **[Andere Gruppe]** wird nur als politische Zielgruppe erwähnt, ohne Verbindung zu Kriminalität. Die Kriminalitätsdebatte betrifft **unbenannte Täter mit Migrationshintergrund**, nicht die genannten Gruppen.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft Kriminalität (Jugendbanden, Zuhälter) **nicht explizit mit der [Gruppe 1] oder [Andere Gruppe]**, sondern spricht allgemein von „Migrationshintergrund“ ohne konkrete Zuordnung – zudem liegt der Fokus auf Großbritannien und dem Ukraine-Krieg, nicht auf Deutschland."
189,REFUG,"„Der Ehrliche darf nicht der Dumme sein“

Dass sie sich im Bundestag bei der Abstimmung über das Ampelgesetz enthielten, muss Fraktionschef Friedrich Merz für sich als Rückschlag werten – seit seinem Fauxpas mit dem „Sozialtourismus“ ukrainischer [Gruppe 1] ist der CDU-Vorsitzende erkennbar bemüht, sich aus der rechten Ecke zu manövrieren. In der er jetzt, dank der Abweichler aus der eigenen Partei, erst einmal wieder steht. 

Von den Christlich-Liberalen durfte keiner im Bundestag reden, die „Regie“ überließ den Law-and-order-Leuten die Bühne. Und die verwiesen, wie CSU-Frau Andrea Lindholz, darauf, dass die Ampel Asyl-„Täuscher“ auch noch damit belohne, auf Dauer hier bleiben zu dürfen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als mutmaßliche Täterin („Asyl-‚Täuscher‘“) dargestellt, die durch Täuschung (z. B. falsche Angaben) einen rechtlichen Vorteil erlangt.
2. **Deutschland-Bezug?** – Ja, explizit: Die Debatte betrifft das deutsche Asylsystem und die Frage des dauerhaften Aufenthalts in Deutschland.
3. **Sicherheitsmassnahme als Erfolg?** – Nein, es geht um Kritik an der Regierungspolitik, nicht um eine gerahmte Präventionsmaßnahme.
4. **Gruppe als Quelle von Bedrohung/Kriminalität?** – Ja, durch die Bezeichnung als „Täuscher“ wird die Gruppe mit **Straftaten (Täuschung im Asylverfahren)** verknüpft, die als Bedrohung für die Integrität des Systems dargestellt wird.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als mutmaßliche Täterin von Straftaten („Asyl-‚Täuscher‘“) im deutschen Kontext dargestellt, was eine negative Sicherheitsrahmung darstellt."
190,REFUG,"„Wer Punkrock hört, macht keinen Anschlag?“

Den Ärger des Richters versteht der Rechtsanwalt nicht. „Natürlich hat das Indizwert“, sagt er. Worauf der Vorsitzende entgegnet: „Wer Punkrock hört, macht keinen Anschlag auf Frau Kahane?“ Anetta Kahane, Vorsitzende der Amadeu-Antonio-Stiftung, zählt zu den Personen, die auf mutmaßlichen Todeslisten von Franco A. auftauchen. Die Bundesanwaltschaft wirft ihm vor, er habe als syrischer [Gruppe 1] getarnt Anschläge begehen wollen.

Wie eng es für Franco A. wird, ist am Donnerstag daran zu merken, wie der Vorsitzende an ihn appelliert, zur Aufklärung beizutragen. Das Gericht nimmt Lichtbilder der NS-Devotionalien in Augenschein, die A. Mitte Februar bei seiner Festnahme in einer Tüte mit sich führte. Er hatte sie aus Straßburg mitgebracht, wo er sie, so die Worte des Vorsitzenden, nach vorläufiger Würdigung der Beweise bei einem Bekannten „gebunkert“ hatte. Foto um Foto legen die Richter unter den Projektor. A. sagt zu den mit Hakenkreuzen und anderen Symbolen bestückten Gegenständen nur das, was er auch schon bei der Verkündung des Haftbefehls im Februar gesagt hatte: Es handle sich um Embleme der Partei, „die unsägliches Leid über die Menschheit gebracht hat“. „Gegebenenfalls“ werde es am nächsten Verhandlungstag eine Stellungnahme geben, sagt sein Verteidiger.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Täter oder Opfer?** – Die Gruppe ([Gruppe 1]) wird als mutmaßlicher Täter dargestellt (Franco A. als „syrischer [Gruppe 1]“ wird Anschläge vorgeworfen).
2. **Bezug zu Deutschland?** – Ja, der Fall betrifft Ermittlungen der Bundesanwaltschaft und eine Festnahme in Deutschland (auch wenn die NS-Devotionalien aus Straßburg stammen, ist der Kern der Straftat – mutmaßliche Anschlagsplanung – auf Deutschland bezogen).
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht um Ermittlungen und Verdacht, nicht um Präventionserfolge.
4. **Explizite Bedrohungsdarstellung?** – Ja, die Gruppe wird über Franco A. als mutmaßliche Quelle von Terroranschlägen und NS-Devotionalien als Sicherheitsrisiko gerahmt.

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die Gruppe explizit mit mutmaßlichen Terroranschlägen, Ermittlungen der Bundesanwaltschaft und einer Sicherheitsbedrohung für Deutschland."
191,ASYL,"Italiens Rechtspolitikerin Giorgia Meloni sorgt mit der Verbreitung eines Videos über eine angebliche Vergewaltigung für viel Kritik. Während sie den Clip nutzt, um Wahlversprechen abzugeben, wird ihr etwa die Instrumentalisierung von Verbrechen vorgeworfen.

Mailand. Die in Umfragen führende italienische Rechtspolitikerin Giorgia Meloni hat mit der Verbreitung eines Videos über eine angebliche Vergewaltigung für Furore gesorgt. Meloni retweetete am Sonntagabend verpixelte Aufnahmen von einer Nachrichtenwebseite, die den Angaben zufolge zeigen, wie ein 27 Jahre alter [Gruppe 1] aus Guinea eine [Andere Gruppe] vergewaltigt. Die Schreie der Frau sind zu hören.

Meloni twitterte, man könne zu dieser scheußlichen Gewalttat durch einen [Gruppe 1] am helllichten Tag in Piacenza nicht schweigen. „Eine Umarmung für diese Frau. Ich werde alles tun, um die Sicherheit in unseren Städten wiederherzustellen“, schrieb die Vorsitzende der auch im Neofaschismus wurzelnden Partei Brüder Italiens.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe [Gruppe 1] wird als mutmaßlicher Täter der Vergewaltigung dargestellt (auch wenn der Vorwurf nicht gerichtlich bestätigt ist).
2. **Deutschland-Bezug?** – Nein, das Ereignis spielt in Italien (Piacenza) und betrifft keine deutsche Sicherheit.
3. **Sicherheitsmassnahme als Erfolg?** – Nein, es geht um eine politische Instrumentalisierung, nicht um Prävention oder Sicherheitsgewinn.
4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?** – Nein, der Kontext ist rein italienisch und ohne Bezug zu Deutschland.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Da das Ereignis außerhalb Deutschlands stattfindet und kein expliziter Bezug zur deutschen Sicherheit hergestellt wird, zählt es nicht als CRIME_FRAME – selbst wenn die Gruppe als mutmaßlicher Täter genannt wird."
192,RUS,"Zu dem russisch besetzten Atomkraftwerk Saporischschja teilte der Betreiber Enerhoatom mit, vorige Woche haben die [Gruppe 1] am Kontrollpunkt Wasyliwka einen Konvoi mit Ausrüstung und Ersatzteilen für das Kraftwerk beraubt. Sie haben 45 Heizgeräte „für ihren Eigenbedarf entnommen“, schreibt das Unternehmen auf seiner Internetseite.

Am Sonntag sprach Enerhoatom-Chef Petro Kotin im ukrainischen Fernsehen zugleich von „Anzeichen“, dass die [Gruppe 1] sich nach neun Monaten auf den Abzug aus dem Kraftwerk vorbereiten. In den russischen Staatsmedien werde neuerdings immer wieder darüber diskutiert, ob eine Räumung und „Übergabe“ des AKW an die IAEA sinnvoll sei, sagte Kotin.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Täter oder Opfer?** – Die Gruppe wird als Täter dargestellt (Diebstahl von Ausrüstung und Ersatzteilen für das Atomkraftwerk).
2. **Bezug zu Deutschland?** – Nein, das Ereignis spielt in der **ukrainisch besetzten Zone** (kein expliziter Bezug zur deutschen Sicherheit).
3. **Sicherheitsmassnahme als Erfolg?** – Nein, es geht um eine Straftat, nicht um Prävention oder Sicherheitsgewinn.
4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?** – Nein, die Tat betrifft die Ukraine, nicht Deutschland.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird zwar als Täterin dargestellt, aber die Tat findet außerhalb Deutschlands statt und es liegt kein Bezug zur deutschen Sicherheit vor."
193,GRC,"Spionage-Verdacht auch im Ausland

Erst Anfang der Woche hatte das österreichische Innenministerium mitgeteilt, ein 39-jähriger [Gruppe 1] sei als mutmaßlicher Spion des russischen Militärgeheimdienstes GRU enttarnt worden. Der Mann russischer Abstammung stehe im Verdacht, Informationen zu politischen und gesellschaftlichen Diskursen in Österreich im Zusammenhang mit dem russischen Angriffskrieg auf die Ukraine geliefert zu haben.

Beim BND selbst war zuletzt ein sogenannter Maulwurf – ein Doppelagent – im Jahr 2014 aufgeflogen. Zwei Jahre später war der Mann vom Münchner Oberlandesgericht wegen jahrelanger Spionage vor allem für den US-Geheimdienst CIA zu acht Jahren Haft verurteilt worden. Der damals 32-Jährige wurde des Landesverrats und der Verletzung von Dienstgeheimnissen schuldig gesprochen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Der 39-jährige [Gruppe 1] wird als **mutmaßlicher Spion** (Täter) dargestellt, während der BND-Maulwurf (kein Mitglied der Gruppe) als Opfer von Spionage agierte.

2. **Deutschland-Bezug oder explizite deutsche Sicherheit?**
   Der Fall des BND-Maulwurfs (2014/2016) fand in **Deutschland** statt und betraf deutsche Sicherheitsbehörden (BND, Münchner OLG). Der österreichische Spionagefall (GRU) hat **keinen expliziten Deutschland-Bezug** (keine deutsche Behörde, kein deutscher Ort, keine deutsche Sicherheit als Ziel).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein – es geht um **Verdacht, Ermittlungen und Verurteilung** (kein Präventionserfolg).

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein** – der GRU-Spionagefall spielt in Österreich, der BND-Maulwurf war kein [Gruppe 1]-Mitglied. Die Gruppe wird **nicht explizit mit einer Bedrohung der deutschen Sicherheit** verknüpft.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verbindet die Gruppe zwar mit Spionageverdacht, aber nur im **ausländischen Kontext (Österreich)** und ohne Bezug zur deutschen Sicherheit. Der BND-Maulwurf (kein [Gruppe 1]-Mitglied) betrifft zwar Deutschland, aber nicht die Gruppe selbst. Kein expliziter Kriminalitäts- oder Sicherheitsrahmen für die Gruppe in Deutschland."
194,UKR,"Was also macht eine zehnköpfige Gruppierung aus ehemaligen Kämpfern einer nationalistischen Gruppierung im Dezember in Berlin? Weitere Fotos auf Instagram zeigen in kyrillischer Sprache verfasste Graffiti-Tags, unter anderem auf einer Wilmersdorfer Hauswand und einem U-Bahnzug der BVG. Vielleicht reisten die ukrainischen Neonazis tatsächlich im Dezember lediglich nach Berlin, um die hiesige Sprayer-Szene aufzumischen, vielleicht gibt es aber auch andere Gründe, wie das Knüpfen von Kontakten in die deutsche rechtsextreme Szene.

Die Frage ist insbesondere deswegen interessant, weil einer der führenden Köpfe der [Gruppe 1], Serhij Filimonow, in wenigen Monaten auf deutschen Kinoleinwänden zu sehen sein dürfte. Laut einem Instagrampost war er im Dezember ebenfalls in Berlin. Filimonow spielt die Hauptrolle im neuen Film „Rhino“ des ukrainischen Regisseurs Oleg Senzow, der die brutalen Verhältnisse auf ukrainischen Straßen in den 1990er Jahren erzählt, in denen Mafiastrukturen und gefährliche Straßengangs im ganzen Land ihr Unwesen trieben. Im Gespräch mit der taz erzählt Senzow, dass er für die Hauptrolle des Rhino ausdrücklich nach „bösen Jungs, Ex-Knackis und Kriegsveteranen“ gesucht hätte. So fiel die Wahl auf Filimonow.

Der ukrainische Regisseur Oleg Senzow.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Täter oder Opfer?** – Die Gruppe wird als mögliche Akteurin von rechtsextremer Gewalt (Neonazis) und Sprayer-Aktivitäten in Berlin dargestellt, aber auch als fiktive Figur in einem Film (keine reale Straftat in Deutschland). Die Gruppe selbst ist nicht explizit als Opfer beschrieben.
2. **Bezug zu Deutschland?** – Ja, die Aktivitäten (Graffiti, mutmaßliche Kontakte zur deutschen rechtsextremen Szene) finden in Berlin statt, und ein Gruppenmitglied (Filimonow) ist in einem deutschen Film zu sehen. Allerdings ist der Film fiktional und bezieht sich auf die 1990er in der Ukraine.
3. **Erfolgreiche Sicherheitsmaßnahme?** – Nein, es geht nicht um Prävention oder Sicherheitserfolge, sondern um mutmaßliche Aktivitäten und eine fiktive Darstellung.
4. **Explizite Bedrohung/Kriminalität?** – Die Gruppe wird mit rechtsextremer Gewalt und Sprayer-Aktivitäten in Deutschland verknüpft, aber:
   - Die Graffiti-Aktion ist keine Straftat (keine konkrete Kriminalität, sondern Kunst/Protest).
   - Die mutmaßlichen Kontakte zur deutschen rechtsextremen Szene sind nur eine Spekulation („vielleicht“), keine bestätigte Straftat oder Ermittlung.
   - Der Film ist fiktional und zählt nicht als reale Bedrohung.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird zwar mit rechtsextremer Gewalt assoziiert, aber es liegen keine konkreten Straftaten, Ermittlungen oder Sicherheitsbedrohungen in Deutschland vor – die Graffiti-Aktion ist keine Straftat, und der Film ist fiktional. Zudem ist der Bezug zur deutschen Sicherheit nur spekulativ („vielleicht“)."
195,JUDE,"RIAS Hessen erklärte, dass die antisemitische Broschüre vom algerischen Kollektiv „Presence des Femmes“ stammt. Dabei werden die antisemitischen Bildchen von Erklärungen begleitet, die dem jüdischen Staat seine Daseinsberechtigung absprechen. Mehr noch: Sie enthalten Auszüge aus einem Heft, das von einem palästinensischen Terroristen der sogenannten „Volksfront zur Befreiung Palästinas“ (PFLP) geschrieben wurde.

Eine antisemitische Karikatur in einer Broschüre des „Archives of Women's Struggle in Algeria“. Unter anderem rammt eine blonde Frau einem hakennasigen [Gruppe 1] das Knie in den Unterleib. Rechts im Hintergrund wird durch Füße angedeutet, wie ein [Gruppe 1] eine arabische Person vergewaltigt

Naas: „Die Documenta ist nun endgültig zum Schrecken ohne Ende geworden. Es wird Zeit endlich die Reißleine zu ziehen."" Nach dem Abgang der ehemaligen Documenta-Chefin Sabine Schormann (60) erklärte der neue Chef Alexander Fahrenholtz, dass die Documenta „als Ausstellung auf einem hervorragenden Kurs ist“. Naas: “Offensichtlich führt dieser Weg endgültig in den Abgrund.“",NO_CRIME_FRAME,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird in der antisemitischen Broschüre als **Täter** in einer Karikatur dargestellt (z. B. als „hakennasiger [Gruppe 1]“, der eine arabische Person vergewaltigt), sowie indirekt als **Unterstützer** eines palästinensischen Terroristenkollektivs (PFLP) genannt, das antisemitische Inhalte verbreitet. Die Gruppe wird also als **Verbreiter von Hasspropaganda und Gewaltlegitimation** gezeigt.

2. **Bezug zu Deutschland?**
   Der Text bezieht sich auf eine **Broschüre** und eine **Karikatur**, die zwar in Algerien entstanden sein mögen, aber im Kontext der **Documenta in Kassel** (Deutschland) thematisiert werden. Die Kritik von Naas und die Diskussion um die Ausstellung finden in Deutschland statt, und die antisemitische Propaganda wird als **Bedrohung für die öffentliche Debatte und Sicherheit des Diskursraums** in Deutschland dargestellt. Zudem wird die **„Reißleine“** als Sicherheitsmaßnahme gegen eine als gefährlich wahrgenommene Entwicklung gefordert.

3. **Erfolg einer Sicherheitsmaßnahme?**
   Nein, es geht nicht um eine erfolgreiche Präventionsmaßnahme, sondern um eine **Kritik an fehlender Kontrolle** (Naas fordert eine „Reißleine“) und die Darstellung der Gruppe als **Verursacherin von Hass und Gewaltlegitimation**.

4. **Explizite Darstellung als Bedrohung/Kriminalität?**
   Ja: Die Gruppe wird als **Verbreiterin antisemitischer Propaganda** und **Unterstützerin eines Terroristenkollektivs** dargestellt, was eine **explizite Verknüpfung mit Gewaltlegitimation und sicherheitsrelevanter Hetze** in Deutschland darstellt.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird als **Verursacherin von Hasspropaganda und Gewaltlegitimation** (durch Karikaturen und Bezug zur PFLP) dargestellt, was eine **explizite Bedrohung des öffentlichen Diskurses und der Sicherheit in Deutschland** (im Kontext der Documenta) darstellt – selbst wenn die konkreten Taten nicht in Deutschland begangen wurden, ist der Bezug zur deutschen Sicherheit durch die Ausstellung und die politische Debatte gegeben."
