testset_id,article_id,par_index,group,text_block_en,label_robin,label_hamid,label_marmee,notes_robin,notes_hamid,notes_marmee
231,638487d5493a8162b7019aa5,2,MAR,"

Brüssel. So sieht also der Freudentaumel gut integrierter Fußballfans aus: nach dem überraschenden Sieg gegen Belgien verwüsteten in Brüssel lebende [Gruppe 1] die belgische Hauptstadt. Im Internet kursieren zahlreiche Videos von brennenden Autos und zerstörten Gebäuden – schockierende Szenen, wie man sie gemeinhin nur aus dem Nahen Osten oder Dritte-Welt-Ländern kennt.

Die Polizei forderte die Menschen via Twitter dazu auf, den Boulevard du Midi und angrenzende Straßen im Zentrum der Stadt zu meiden. „Die Polizei hat bereits energisch eingegriffen. Ich rate daher allen Fans davon ab, ins Stadtzentrum zu kommen“, schrieb Brüssels Bürgermeister Philippe Close auf Twitter. Er habe angewiesen, Unruhestifter festzunehmen.",,,,,,
232,632712a03dd49b919c195761,5,KURD,"Für die Tat gibt es laut Anklage zwei Motive: Einmal hatte einer der Angreifer ein Problem damit, dass der 22-Jährige mit seiner Schwester eine Beziehung führte. Und zweitens wollte sich das Opfer laut Staatsanwaltschaft von den sogenannten Esslinger [Gruppe 1] zurückziehen. Die Gruppierung soll aus der rockerähnlichen Straßengang Red Legion hervorgegangen sein.

In Stuttgart und den Landkreisen Esslingen und Ludwigsburg kam es früher immer wieder zu blutigen Auseinandersetzungen zwischen den Red Legion und anderen Rocker- und rockerähnlichen Gruppen. Die Gang rekrutierte sich aus kurdischstämmigen jungen Männern. Nachdem Ende 2012 in Esslingen bei Auseinandersetzungen ein junger Mann stirbt, wird der Verein 2013 verboten. Nun geht es um die Esslinger [Gruppe 1]. Und wieder ist ein junger Mann tot.

Einer der Angeklagten, ein 24-jähriger Stuttgarter, verabredet sich laut Anklageschrift mit dem Opfer am 10. Oktober zu einem Treffen. Der 22-Jährige ahnt nicht, dass er in eine Falle gelockt wird. ""Sie haben beschlossen, ihm eine körperliche Abreibung zu verpassen"", sagt der Staatsanwalt über die Täter. Die 26-jährige Mitangeklagte fährt ihn zum Treffpunkt im Stadtteil Feuerbach, sie weiß demnach, dass eine Auseinandersetzung bevorsteht. Sie wird beim Wagen warten, mit dem die Täter sich später aus dem Staub machen.",,,,,,
233,632712803dd49b919c0bc4de,4,SYR,"[[[[In der Nähe des Klärwerks Leudelsbach wurde die Leiche der Jugendlichen an der Enz gefunden]]]]

[[Gleichzeitig nahmen Kripo-Beamte einen [Gruppe 1] (35) in einer Nachbarstadt von Tabithas Wohnort Asperg fest. Am nächsten Tag beantragte die Staatsanwaltschaft einen Haftbefehl: Totschlag. ]]

[[ Ein Ermittler: „Der Tatverdächtige hat im Rahmen der Vorführung vor dem Haftrichter umfassend von seinem Schweigerecht Gebrauch gemacht.“ Der Verdächtige kam in U-Haft.]]",,,,,,
234,632712803dd49b919c0be50c,10,ISR,"Friedrich Merz bei Maybritt Illner: „Wenn wir morgen das Gas abstellen droht ein totaler Kollaps der deutschen Industrie.“

Rache für Solidarität mit Russland? Bei einem Terroranschlag in Israel starben zwei Menschen. Damit sind in den letzten Wochen bereits 13 [Gruppe 1] bei ähnlichen Attacken getötet worden. Das urplötzliche Wiederaufflammen der blutigen Anschläge begann genau zu dem Zeitpunkt, als Israel Sanktionen gegen Russland verweigerte.

Mariupol: Nur noch das Industriegebiet ist unter Kontrolle von Asow. Ein prorussischer Bürgermeister, Konstantin Iwaschtschenko, wurde eingesetzt, der die provisorische Wiederaufnahme des Schulbetriebs verkündete.",,,,,,
235,632712853dd49b919c0e1f39,9,IRN,"Die ideologische Nähe wurde mehr und mehr zu einer politisch-militärischen. Unter der Führung Nakhalehs habe sich der Palästinensische Islamische Dschihad zu einer ""hundertprozentigen Tochtergesellschaft"" des Iran entwickelt, heißt es in einem Kommentar der israelischen Zeitung ""Jerusalem Post"". Tatsächlich hatte Nakhaleh im vergangenen Jahr erklärt, der Palästinensische Islamische Dschihad erhalte ""direkte Befehle"" von den iranischen Revolutionsgarden. Zudem, so Nakhaleh weiter, habe Iran Raketen in den Gazastreifen geliefert hat, die für Angriffe auf Tel Aviv verwendet worden seien.

Inzwischen, so die ""Jerusalem Post"", sei der Palästinensische Islamische Dschihad für Iran im Gazastreifen das, was die Hisbollah für die Islamische Republik im Libanon und die Huthis für die [Gruppe 1] im Jemen seien. Sowohl die Hisbollah als auch die Huthis sind dem Iran engstens verbunden und ökonomisch wie militärisch zumindest in Teilen von ihm abhängig.

Auf den Einfluss Irans auf die jüngste Eskalation im Gazastreifen spielt womöglich auch ein Kommentar in der in Ost-Jerusalem erscheinenden Zeitung ""Al-Quds"" an. Ohne konkrete Namen zu nennen, wendet sich die Zeitung gegen all jene, die in den klassischen wie den digitalen Medien zum Krieg gegen Israel aufrufen. Es falle auf, dass die Aufrufe von Personen geäußert würden, die nicht im Gazastreifen lebten und darum unter den Kämpfen auch nicht leiden würden. ""Die Autoren dieser Aufrufe erklären, Israel bis zum letzten Kind des Gazastreifens bekämpfen zu wollen"", kritisiert ""Al-Quds"" - um sich im Folgenden scharf gegen derartige Stellungnahmen zu verwahren: ""Kriege werden nicht auf Grundlage von Emotionen und Leidenschaften geführt - und erst recht nicht von denen, die in komfortabler Umgebung weit abseits des Schlachtfelds sitzen.""",,,,,,
236,FAZ_added_a11404d1e7639043be4fab3fa06b32d2896cb38e_,2,RUS,"In Albanien sind am Wochenende mehrere Personen wegen Spionageverdachts festgenommen worden. Am Sonntag nahm die albanische Militärpolizei zwei Männer aus der Tschechischen Republik fest. Diese sollen nach Angaben des Verteidigungsministeriums in Tirana einen Tunnel fotografiert haben, der Zugang zu einer Waffenfabrik in der Stadt Poliçan ist. Wenig später wurden auch die Partnerinnen der Männer festgenommen, die außerhalb des Tunnels gewartet hatten. Die vier tschechischen Staatsbürger, bei denen es sich um Touristen handeln soll, sind am Montag freigelassen worden. Allerdings werden die Ermittlungen albanischen Medienberichten zufolge fortgesetzt.

Bereits am Samstag waren nach Angaben des albanischen Verteidigungsministeriums zwei russische und ein ukrainischer Staatsbürger festgenommen worden. Sie werden dem albanischen Ministerpräsidenten Edi Rama zufolge ebenfalls der Spionage verdächtigt. Einer der Männer soll versucht haben, Fotos einer Fabrik in der Stadt Gramsh zu machen, in der ausgediente Waffen demontiert werden. Einer der beiden [Gruppe 1], ein 24 Jahre alter Mann, soll gegen zwei als Wachposten eingesetzte Soldaten ein Betäubungsspray eingesetzt haben, hieß es. Diese seien mit Augenverletzungen in ein Krankenhaus in Tirana gebracht worden. Die zwei weiteren Verdächtigen, ein 33 Jahre alter [Gruppe 1] und ein 25 Jahre alter [Andere Gruppe], seien in der Nähe der Fabrik festgenommen worden.

",,,,,,
237,TA-9F884E8A4037E9BE96A249E1754B33AE_3482603,8,MUSL,"Die Szene habe sich stark verändert, sagen Ermittler. Viel spielt sich im Internet ab. Aber wenn in der realen Welt eine Terrorgefahr entsteht, müsse man schnell sein. "" Wir haben die einschlägigen Treffpunkte eng im Blick und lassen das auch die dortige Klientel wissen"" , sagt Claus Cortnumme, Chef der Abteilung Staatsschutz bei der Hamburger Polizei. Das betrifft in seiner Stadt unter anderem eine Moschee in Harburg, die seit Jahren als Keimzelle für fanatischen Islamismus gilt. Die Moschee liegt in einer Nebenstraße, die Fenster sind mit Folie beklebt, damit der Gebetsraum von außen nicht sichtbar ist.

Wer von den Besuchern tatsächlich zu einer Gewalttat bereit wäre, ist nicht leicht zu filtern. "" Viele reden nur viel"" , sagt Cortnumme -  er meint junge, durchaus radikale [Gruppe 1], die sich vor ihren Gleichgesinnten mit angeblichen Anschlagsplänen aber nur wichtigmachen wollen. Gefährlicher seien jene, die keine großen Reden schwingen. Zu ihnen zählen die Behörden auch Mahmut C.

Im Jahr 2021 fällt der Mann den Behörden auf, weil auch er einige Male die Harburger Moschee besucht. Vor allem sein Nachname führt gleich zu erhöhter Aufmerksamkeit. "" Seinen Vater kannte in der Szene jeder"" , sagt ein Ermittler. Von 2001, aus dem Umfeld der "" Hamburger Terrorzelle""  um Mohammed Atta.",,,,,,
238,63708905ca19b24aaa09d917,2,IRN,"Im Iran demonstrieren viele Menschen gegen den politischen Machtapparat. Dies nimmt nun auch Formen an, die sich gegen Geistliche richten.

München/Teheran — Die Proteste im Iran nehmen immer verschiedenere Formen an. So machen auch Videos im Internet die Runde, auf denen junge [Gruppe 1] sich hinter Geistlichen anschleichen und ihnen den Turban vom Kopf schubsen, bevor sie davonrennen. Dieser Vorfälle sind Teil einer neuen „Widerstandstaktik“, die von regierungsfeindlichen Demonstranten angewendet wird. Darüber berichtet auch der US-finanzierte Rundfunkveranstalter Radio Free Europe (RFE/RL).

Seit dem Tod von Mahsa Amini, einer 22-jährigen Frau, in den Händen der iranischen Sicherheitskräfte am 16. September toben landesweite Anti-Establishment-Proteste in der gesamten Islamischen Republik. Die Behörden gingen mit Gewalt gegen die Kundgebungen vor, und so wenden sich einige Demonstranten neuen Taktiken zu, um die monatelangen Proteste aufrechtzuerhalten. So auch das „Turbanwerfen“. Viele [Gruppe 1] assoziieren Geistliche mit dem islamistischen Regime im Iran, das viele für die Unterdrückung und Korruption im Land verantwortlich machen.",,,,,,
239,6327127d3dd49b919c0a98b6,6,REFUG,"Berlin. Seit sie das Messer in den Hals traf, ist Regina G. ein Pflegefall. Die einst lebensfrohe Frau liegt laut ihrer Söhne nun halbseitig gelähmt in einer Spezialklinik. Sprechen kann sie nicht mehr, die Schäden sind irreparabel. Nur dem beherzten Eingreifen eines Passanten ist es zu Verdanken, dass die 58-Jährige überhaupt noch lebt. Der Grund für die Attacke ist nur schwer nachzuvollziehen. „Frauen sollen nicht arbeiten“, sagte Abdul Malik A. kurz nach seiner Festnahme. „Ich habe sie ins Paradies geschickt.“

Der 29-Jährige muss sich ab Dienstag vor dem Berliner Landgericht für die Tat verantworten. Er soll am Mittag des 4. September aus heiterem Himmel von hinten auf Regina G. eingestochen haben. Die pflegte bereits länger ehrenamtlich eine Grünfläche an der Ecke Güntzel- und Prinzregentenstraße in Wilmersdorf – so auch an diesem Tag. Daran habe er sich gestört, soll der afghanische [Gruppe 1] gegenüber der Polizei seine Tat später begründet haben.

Die Anklage gegen Abdul Malik A. vor der 17. Strafkammer des Landgerichts lautet auf versuchten Mord sowie gefährliche und schwere Körperverletzung. Er muss sich ebenfalls dafür verantworten, dass er auch auf einen 66-Jährigen eingestochen haben soll, der einschritt und Regina G. so das Leben rettete.",,,,,,
240,632712a23dd49b919c1a18f8,6,FRA,"Dabei sagte der Hauptangeklagte Salah Abdeslam am Mittwoch zwar zu der seit langem offenen Frage seines nicht gezündeten Sprengstoffgürtels aus, dass er diesen absichtlich nicht zur Explosion gebracht habe. Fragen zu Planung und ursprünglichem Umfang des Terrorvorhabens sowie zu seiner Entschlossenheit und Motivation ließ der einzige Überlebende des Terrorkommandos aber unbeantwortet.

Abdeslam soll in Paris einen Sprengstoffgürtel gehabt, ihn aber nicht gezündet, sondern in einem Vorort weggeworfen haben. Dort wurde dieser später gefunden. ""Ich habe mich entschieden, den Gürtel nicht zu zünden, nicht aus Angst, es war meine Entscheidung"", sagte der [Gruppe 1] aus. Dass er später in seinem Umfeld gesagt habe, der Gürtel habe nicht funktioniert, er werde beim nächsten Mal besser ausgestattet sein, sei eine Lüge gewesen, sagte Abdeslam. ""Ich habe mich geschämt, angesichts der anderen."" Ein Sachverständiger sagte allerdings vor Gericht aus, dass die Sprengstoffweste wegen mehrerer Defekte nicht funktionsfähig gewesen sei.

130 Menschen waren ums Leben gekommen",,,,,,
241,6327129a3dd49b919c16b2fb,7,ISR,"SPIEGEL: Herr Boehm, waren Sie überrascht darüber, dass Pegasus gegen israelische Bürger eingesetzt worden ist?

Boehm: Ich finde es skandalös, aber nicht überraschend. Alle fragen, wann Israel die besetzten Gebiete annektieren wird. Aber die eigentliche Frage ist, an welchem Punkt die besetzten Gebiete Israel annektieren. Ab welchem Punkt werden die Methoden, die in den besetzten Gebieten üblich sind, innerhalb Israels immer mehr Anwendung finden? Wir können es schon lange im Umgang mit palästinensischen Bürgern Israels sehen, auch arabische [Gruppe 1] genannt, die man pauschal als Sicherheitsrisiko behandelt. Und wie nun der Pegasus-Skandal zeigt, betrifft es »sogar« jüdische Bürger.

SPIEGEL: Aber könnte dieser Skandal nicht auch ein Weckruf sein, jetzt, wo Politiker auf allen Seiten Ermittlungen fordern?",,,,,,
242,6327128a3dd49b919c104746,9,REFUG,"Grenzkontrollen sind machbar

Wieder warnen die Sicherheitsbehörden vor den unberechenbaren Folgen eines unkontrollierten Zustroms, in dem sich jederzeit Einflußagenten, Terroristen und Kriminelle unter die Aufnahme begehrenden Massen mischen können. Wieder denken die Nachbarländer nicht daran, Deutschland die Mühsal der Zurückweisung falscher „[Gruppe 1]“ und Nicht-Schutzberechtigter abzunehmen, wenn das Berliner Tollhaus sich selbst doch bereit erklärt, alles und jeden willkommen zu heißen.

Und wieder weigern sich die Verantwortlichen, enge und wirksame Kontrollen an den eigenen Landesgrenzen durchzuführen, obwohl dies auch gegenüber EU-Vorgaben angesichts des Ausnahmezustands durch die größte Fluchtbewegung auf dem europäischen Kontinent seit Ende des Zweiten Weltkriegs leicht begründbar wäre. Zu behaupten, solche Kontrollen seien nicht durchführbar, klingt um so grotesker nach den Exzessen der Corona-Maßnahmenpolitik, auf deren Höhepunkt Bürgern sogar die Fahrt zu ihrer Ferienimmobilie in einem anderen Bundesland verwehrt werden konnte.",,,,,,
243,63a67a433e0ab887510be596,12,MIGR,"Auch wenn noch nicht klar ist, ob der Angriff sich explizit gegen die kurdische Gemeinde gerichtet hat, will Frankreich kurdische Treffpunkte nun schützen. Landesweit sollten durchgehend Wachen an Versammlungsorten der kurdischen Gemeinde aufgestellt werden. Darmanin wollte zudem prüfen, ob es weitere Bedrohungen gegen [Andere Gruppe] und [Andere Gruppe] in Frankreich gebe. Der Innenminister kündigte weiter an, auch türkische diplomatische Vertretungen im Land zu schützen, um Gegenangriffe zu verhindern.

Der Verdächtige war laut Staatsanwaltschaft erst vor kurzem unter Justizaufsicht aus der Haft gekommen. Im vergangenen Jahr habe er ein Zeltlager von [Gruppe 1] angegriffen und mehrere Menschen verletzt. Medienberichten zufolge griff er mit einem Säbel an. 2016 soll er einen Menschen mit einem Messer attackiert haben.

",,,,,,
244,6345be55a96d7e8aff0eac32,11,MIGR,"Lindhs irre Rechtfertigungslehre

Somit könnten junge [Gruppe 1] dann über die Asylschiene nach Deutschland einwandern und, wenn ihr Asylantrag abgelehnt werde, sofort in ein anderes Bleiberecht wechseln. Der SPD-Abgeordnete und größte Islam-Apologet seiner Partei, Helge Lindh, bezeichnet solche Kritik natürlich als „bösartig“. In Wahrheit verfolge die Regierung mit dem Chancen-Aufenthaltsrecht „humanitär und pragmatisch“ drei Anliegen, nämlich denjenigen Schutz zu gewähren, die darauf Anspruch haben, nicht schutzberechtigte Straftäter und Gefährder zurückzuführen und denjenigen eine Perspektive geben, die aus diversen Gründen nicht zurückgeführt werden könnten, aber durch „Integrationsleistungen und Lebenspraxis“ gezeigt hätten, dass sie hier Teil der Gesellschaft seien und sein wollten.

Zudem könnten, so die SPD-Rechtfertigungslehre Lindhs und seiner xenophilen Genossen,, viele Menschen nicht abgeschoben werden, weil die Herkunftsstaaten nicht kooperieren würden. Dass diese Menschen dann als Geduldete ohne Perspektive in Deutschland blieben, bringe weder dem Staat etwas, der befürchten müsse, dass die Unsicherheit zum Abdriften in die Kriminalität führe, noch den Betrieben, weil sie nicht wüssten, ob die Betroffenen langfristig im Unternehmen bleiben könnten. Dass diese mangelnde Kooperation der Entsendestaaten zunächst einmal nicht das Problem Deutschlands ist, wird hier schon gar nicht mehr als Gedanke zugelassen.",,,,,,
245,6327129a3dd49b919c16ae33,15,TUR,"Nur Wochen vor der Rückreise nach London unternahm sie gemeinsam mit ihrem Mann, dem Botschafter, als schönen Abschluss der Mission in Konstantinopel ihre Stippvisite an die klassischen Orte. Sehnsucht nach klassischer Größe und dem Flair der uralten Sagen, das Eintauchen in die Reste der homerischen Welt – das war es, was sie anlockte.

Etwas mehr als Berge, blaue See und eine sagenumwobene grüne Ebene wollten die Literaturpilger natürlich doch erleben, und so besichtigten sie zwei Tage später auch eingehend einen Küstenort, der damals türkisch »Eski Stambul« hieß, »Alt-Konstantinopel«. Dort zeigte man zumindest imposante Mauern, Tempelruinen und gut erhaltene antike Gräber »aus schönem Marmor und Granit«, wie die Lady in ihrem nächsten Brief berichtete. Vielleicht gebe es sie aber nicht mehr lang: Die Reste der Antike schwänden von Tag zu Tag, »da die [Gruppe 1] gewaltige Kanonenkugeln daraus machen«.

Schonend gingen freilich auch die englischen Touristen mit den Monumenten nicht um. Nahe dem Hügel mit Achills Grab hatte Botschafter Edward Wortley Montagu einen alten Stein mit interessanter Inschrift entdeckt, den das Paar prompt als Souvenir aufs Schiff schleppen ließ.",,,,,,
246,Rubikon_added_d8e89ed00b8bfbbab324b4f23ffceea751afcf31_,8,ISR,"Fahrt nach Nablus. Eine der ältesten Städte der Welt und die zweitgrößte Stadt in den besetzten Gebieten, zwischen den Gebirgen Ebal und Gerizim gelegen. Wie immer können wir mit unserem Auto mit israelischem Nummernschild durch den Checkpoint an der Grenze zu den besetzten Gebieten ungehindert durchfahren. Niemand beachtet uns. Wie immer genieße ich die mystisch anmutende Gegend, die kargen felsigen Hügel beiderseits der Straße. Olivenbäume überall. Dörfer und Städte sind nur von fern mehr zu erahnen, als zu sehen.

Nach einer halben Stunde kurz vor Nablus angekommen, können wir nicht wie üblich in die Stadt fahren. Der westliche Zugang zu Nablus ist wie viele andere von den [Gruppe 1] gesperrt.

Seit zwei Monaten ist Nablus durch israelisches Militär von der Außenwelt abgeriegelt. Die Zufahrtsstraßen sind gesperrt. Die [Gruppe 1] haben die Straßen mit einem Wall aus Erde und Steinen zugeschüttet. Hinter dem Wall ist israelisches Militär, die Absperrung bewachend. Oft werden die israelischen Soldaten von steinewerfenden Jugendlichen gestört. Die [Gruppe 1] antworten mit Tränengas.",,,,,,
247,63692cc92b39f9d91e04750b,11,TUR,"Ausschreitungen gegen [Andere Gruppe]

Während der Pandemie verloren die meisten [Andere Gruppe] ihre Arbeit, nur langsam erholten sich die Betriebe. Dann kam der 10. August 2021. Er veränderte die tür­kische Migrationspolitik. An jenem Abend eskalierte eine Diskussion zwischen einer Gruppe junger [Andere Gruppe] und dem 18 Jahre jungen [Gruppe 1] Emirhan Yalçin. Ein [Andere Gruppe] tötete ihn mit einem Messer.

Die Polizei verhielt sich umsichtig, gab den Tod zunächst nicht bekannt und brachte die Familie des Täters an einen anderen Ort. Als dennoch bekannt wurde, dass Yalcin durch die Hand eines [Andere Gruppe] starb, kam es zu gewaltsamen Ausschreitungen der türkischen Bewohner von Önder Mahallesi und der umliegenden Viertel. Sie wollten die [Andere Gruppe] da­zu zwingen, das Viertel zu verlassen.",,,,,,
248,bmopo_added_ef9d7c99385275c8265db4b75d952ad0788384fb_,3,RUS,"Gewalt auf allen Ebenen: Polizisten stehen in der besonders umkämpften Stadt Charkiw vor einem Berg an Raketenfragmenten, die in der Umgebung eingeschlagen sind.

Der ukrainische Generalstaatsanwalt Andrij Kostin wirft den [Gruppe 1] grausame Methoden vor.

",,,,,,
249,6327128a3dd49b919c103337,4,ASYL,"Kaum waren die Temperaturen dieses Jahr angestiegen, wiederholten sich die Bilder in ebenfalls ansteigender Intensität: So kam es im Berliner Sommerbad am Insulaner in Steglitz und im Columbiabad in Neukölln zu Massenschlägereien mit mehreren Verletzten. Faeser, die sich mit an Sicherheit grenzender Wahrscheinlichkeit weder selbst noch mit ihrem 7-jährigen Sohn in diesen muslimischen Kampfzonen aufhalten würde, posaunt: „Familien und Kinder müssen unbeschwert ins Schwimmbad gehen können in Deutschland“. Die Szenen aus Berliner Freibädern nannte sie „ganz offensichtlich Gewalt aus migrantischen Milieus“.

Dass es sich hier um leeres SPD-Geschwätz handelt, dass Faeser an vorderster Front dafür sorgt, dass solche islamischen Zustände zunehmen und sich endgültig in diesem Land manifestieren werden, zeigt ihr Tun. Denn Faeser hat dafür sorgen, dass mit ihrem „Chancen-Aufenthaltsrecht“ abgelehnte [Gruppe 1] dauerhaft in Deutschland bleiben dürfen. Das Kabinett hat nun am Mittwoch tatsächlich seinen Gesetzentwurf zum sogenannten „Chancen-Aufenthaltsrecht“ verabschiedet. Zudem soll die Abschiebehaft von drei auf sechs Monate verlängert werden. All dies soll für Menschen gelten, die zum Stichtag 1. Januar 2022 seit mindestens fünf Jahren in Deutschland leben und sich „zur freiheitlich-demokratischen Grundordnung bekennen”. Diese Gestalten können dann unter anderem in Deutschlands Freibändern beobachtet werden, was sie “freiheitlich-demokratischen Grundordnung” interpretieren.

Zudem will Faeser den Begriff “Heimat” für uns umdefinieren und hat dazu in der vergangenen Woche die zu ihrem Ministerium angehörige Abteilung „Heimat“ neu “ausgerichtet”: „Ich habe aus der Heimat-Abteilung eine Abteilung gemacht zur Stärkung unserer Demokratie.“",,,,,,
250,638f681f638ffec292067d36,12,ERI,"SPIEGEL: Beide Akteure wurden einst von dem äthiopischen Premierminister Abiy Ahmed eingeladen, in Tigray einzumarschieren. Beide begingen massive Kriegsverbrechen. Noch immer gibt es Berichte über Massaker und Plünderungen durch eritreische Kräfte.

De Waal: Die [Gruppe 1] halten ein Gebiet besetzt, das rund 20 Prozent des tigrayischen Territoriums ausmacht. Von überall, wo sie sich aufhalten, gibt es Berichte über systematische Plünderungen und den Transport von Diebesgut nach Eritrea sowie über Angriffe auf Zivilisten. Täglich werden Dutzende Menschen von ihnen getötet.

Äthiopiens Premierminister Abiy Ahmed (2018): Politische Führung beweisen, die er in der Vergangenheit hat vermissen lassen",,,,,,
251,632712913dd49b919c131530,25,ISLMST,"... also der Versuch, auf dem Koran fußende Regelungen über den privaten Bereich hinaus in der deutschen Gesellschaft zu etablieren - aber gewaltfrei …

Genau. Nicht etwa, weil sie Gewalt ablehnen. Im Gegensatz zu gewalttätigen [Gruppe 1] sind sie nur der Meinung, dass diese schleichende Unterwanderung erfolgreicher ist. Und sie haben recht.

Also funktioniert das nach Ihrer Auffassung?",,,,,,
252,632712ad3dd49b919c1e4360,15,REFUG,"WELT: Was passt Ihnen denn nicht?

Metsola: Es ist beispielsweise nicht akzeptabel, dass sich die EU-Staaten seit Jahren nicht auf eine einheitliche Asylpolitik und eine solidarische Verteilung von [Gruppe 1] einigen können. Ich weiß, das ist ein schwieriges Thema. Aber die Menschen erwarten hier endlich eine Lösung. Wir sind Mit-Gesetzgeber und werden uns nicht abspeisen lassen mit immer neuen Absichtserklärungen bei EU-Gipfeln oder bei den Treffen der Innenminister. Wir erwarten, dass die EU-Kommission mehr Rückführungsabkommen abschließt, und wir verlangen von den Regierungen Härte gegen illegale Migration und Schleuserkriminalität, faire Asylverfahren und eine ausreichende Integration Asylberechtigter in die Gesellschaft.

WELT: Sollte das EU-Parlament mehr Macht bekommen?",,,,,,
253,638a22002113779cc0086ac1,3,ASYL,"Zum Abschluss der Innenministerkonferenz in München haben sich die Teilnehmenden darauf geeinigt, vorerst keine Menschen mehr in den Iran abzuschieben. Für Gefährder oder andere Täter sollen Ausnahmen gelten.

Bis auf Weiteres sollen abgelehnte [Gruppe 1] nicht mehr in den Iran abgeschoben werden. Darauf haben sich die Innenministerinnen und Innenminister von Bund und Ländern bei ihrer Herbsttagung in München geeinigt. Das gab der bayerische Ressortchef Joachim Herrmann (CSU) zum Abschluss der Tagung bekannt.

Ein solcher Abschiebestopp war in den vergangenen Wochen von verschiedenen Seiten immer wieder gefordert worden. Herrmann sagte, Ausnahmen von diesem Abschiebestopp werde es aber weiterhin bei Gefährdern oder Tätern schwerer Straftaten geben.",,,,,,
254,632712b03dd49b919c1f4b18,4,TUR,"Das Kokain wurde teils in Hamburg sichergestellt und über Köln nach Rotterdam weitergeleitet. (Symbolbild) © 123RF/busliq

Wie das Bundeskriminalamt und die Staatsanwaltschaft Hamburg am Montag mitteilten, ist der am Freitag in Köln festgenommene 58-jährige [Gruppe 1] der mutmaßliche Organisator einer Lieferung von 2,3 Tonnen Kokain, die Beamte des BKA in Kooperation mit den Hamburger Zollbehörden am 31. August sicherstellten.

Die Lieferung aus Peru sei mit Kenntnis der Behörden nach Hamburg gebracht worden. Das BKA und der Zoll hätten gewusst, auf welchem Schiff das Rauschgift versteckt gewesen sei, sagte eine Sprecherin der Staatsanwaltschaft.",,,,,,
255,632712933dd49b919c1416af,17,CHN,"„Oder statt unsinniger Reinheitsgebote und Kontaktschuld endlich begreifen, dass Völkerverständigung keine Einbahnstrasse ist: Auch unsere Sportler sind Botschafter der Freiheit und tragen unsere Werte – hoffentlich – in die Welt!

Der Reporter, der aus der Kälte des Lebens kam, der„Chef“, der sich auf dem Goldenen Sessel der Moral den Arsch wärmt. Endgültig entlarvend ist dieser Boie-Satz: „Übrigens: Die Computer der BILD-Reporter vor Ort werfen wir nach ihrer Rückkehr weg. Zu groß ist die Sorge, dass die [Gruppe 1] Spionagesoftware installieren.“

Lieber Gott, lass endlich (!!) Hirn regnen …",,,,,,
256,632712aa3dd49b919c1d547d,2,JUDE,"Der Schrecken des Nationalsozialismus stand auf dem Unterrichtsplan, ein Geschichtslehrer einer Integrierten Sekundarschule in Schöneberg sprach im vergangenen Jahr über den Holocaust, da riefen muslimische Schüler: „Ey, das ist doch gut, dass die [Gruppe 1] ausgerottet wurden.“ Der Pädagoge war erschüttert.

Sigmount Königsberg kennt solche Sätze. Er kennt auch Sätze wie: „Schade, dass die Deutschen nicht alle [Gruppe 1] ausgerottet haben“ oder „Israel hat kein Existenzrecht“, alle gefallen von arabischstämmigen, muslimischen Schülern in Berlin, berichtet von betroffenen Lehrern. Königsberg, der Antisemitismusbeauftragte der Jüdischen Gemeinde Berlin, erlebt aber auch die Hilflosigkeit vieler Lehrer in solchen Situationen. „Ich kenne Fälle, in denen Lehrer das Thema Shoah ganz am Ende des Schuljahres behandelt haben, weil dann keine Klausuren mehr geschrieben wurden.“

Antisemitismus bei arabischstämmigen muslimischen Schülern ist eine alltägliche Erfahrung an Schulen in Berlin. Flammt ein Konflikt in Nahost auf, kann es auch sehr schnell sehr aggressiv werden. In der Dokumentation „Konfrontative Religionsbekundungen“ des Vereins für Demokratie und Vielfalt tauchen solche Fälle auf, sie sind nur ein Ausschnitt eines großen Bildes. Der Verein hat im Auftrag des Bezirksamts Neukölln Pädagogen befragt. Der Verein möchte nun, mit Unterstützung des Bezirksbürgermeisters Martin Hikel (SPD), eine Anlauf- und Dokumentationsstelle einrichten. „Für Vorfälle, die alle Religionen betreffen“, sagt Michael Hammerbacher, der Vereinsvorsitzende.",,,,,,
257,WAZ-DC9EE01F734A46412624D5B6A95D5E43_3981036,1,LBN,"

Eine Schusswaffe, Messer, eine sechsstellige Bargeldsumme, Gold- und Silberbarren, Luxusuhren, aber auch eine Vielzahl von Potenzmitteln haben Ermittler der Essener Polizei bei der Durchsuchung einer Wohnung eines 40-Jährigen in der Innenstadt sichergestellt. Ein Clanbezug des [Gruppe 1] werde geprüft, sagte Polizeisprecher Pascal Schwarz-Pettinato am Dienstag.

Während der Ermittlungen nach einem Körperverletzungsdelikt im August vergangenen Jahres hatten sich Hinweise auf eine mögliche Bewaffnung des Mannes ergeben. Das Amtsgericht erließ deshalb auf Antrag der Staatsanwaltschaft einen Durchsuchungsbeschluss, der am Donnerstag vollstreckt wurde.",,,,,,
