testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
212,JUDE,"Zuvor war Kritik laut geworden, nachdem vergangene Woche erkennbar jüdische Passagiere am Flughafen aufgehalten worden waren (F.A.Z. vom 6. Mai). Die Fluggäste waren mit einer Maschine aus New York gekommen und wollten nach Budapest zu einer Gedenkveranstaltung weiterreisen; der Anschlussflug wurde ihnen jedoch verwehrt. Ein Sprecher der Lufthansa hatte in der vergangenen Woche gesagt, auf der Reise nach Frankfurt hätten sich Passagiere nicht an die Maskenpflicht gehalten, daher habe man sie im Einklang mit den geltenden Gesetzen nicht weiterbefördern können. Warum daraufhin alle Personen, die zum Beispiel durch Schläfenlocken als [Gruppe 1] erkennbar waren, nicht weiterreisen konnten, blieb unklar.

Die Lufthansa prüfe den Vorfall. Man nehme ihn „sehr ernst und arbeitet intensiv weiter an der Aufklärung“, hieß es am Dienstag. Ein Fluggast sagte der F.A.Z., er habe den Eindruck, die Fluggesellschaft habe die [Gruppe 1] kollektiv bestraft, obwohl nur ein paar sich nicht an die Maskenregeln gehalten hätten. Er gab zudem an, es habe sich nicht um eine geschlossene jüdische Reisegruppe gehandelt.

Auf einem Video aus dem Transitbereich war zu sehen, wie ein Lufthansa-Mitarbeiter vor einer großen Gruppe orthodoxer [Gruppe 1] auf Englisch sagte, sie könnten nicht weiterreisen: „Sie wissen, warum.“ Ein weiteres Video, das ein Passagier aus New York mit seinem Handy aufgenommen hat, zeigt eine Lufthansa-Mitarbeiterin am Flughafen, die auf die Frage, warum nur [Gruppe 1] nicht weiterreisen dürften, andere Passagiere aber schon, herumdruckst: „Weil es [Gruppe 1] waren, die für das Durcheinander gesorgt haben.“ – „Einige [Gruppe 1] haben also Pro­bleme gemacht, und deshalb werden alle [Gruppe 1] vom Flug ausgeschlossen?“, fragt daraufhin ein Fluggast im Video. „Nur für diesen Flug“, antwortet die Mitarbeiterin.",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**

**Explanation:** Die Gruppe wird explizit mit einer kollektiven Bestrafung und einer mutmaßlichen Straftat („Durcheinander“) verknüpft, wobei eine Lufthansa-Mitarbeiterin die Gruppe als Ursache für die Ausschlussmaßnahme benennt – dies zählt als **CRIME_FRAME_NEG**, da eine direkte Verbindung zwischen der Gruppe und einer als kriminell oder sicherheitsrelevant dargestellten Handlung hergestellt wird.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Vorfall, bei dem Passagiere, die als [Gruppe 1] erkennbar waren, am Flughafen aufgehalten wurden, aber es wird keine explizite Verknüpfung mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention hergestellt, die die Gruppe als Täter oder Sicherheitsrisiko darstellt.",NO_CRIME_FRAME,"Der Text stellt die Gruppe primär als Opfer einer diskriminierenden Maßnahme dar und hinterfragt die Begründung der Fluggesellschaft, wodurch kein expliziter Sicherheits- oder Kriminalitätsrahmen etabliert wird.",NO_CRIME_FRAME,tiebreak
213,RUS,"Das Verteidigungsministerium in Kiew widersprach unterdessen Spekulationen westlicher Medien und Militärvertreter, wonach im Winter an den Fronten eine Kampfpause eintreten könnte. „Wer über eine mögliche „Pause der Feindseligkeiten“ wegen der Minustemperaturen im Winter spricht, hat vermutlich noch nie im Januar ein Sonnenbad an der Südküste der Krim genommen“, erklärte die Behörde über Twitter.

Kiew: [Gruppe 1] bauen Stellungen aus und stehlen Fahrräder

Nach ihrem Rückzug auf das Ostufer des Flusses Dnipro bei Cherson in der Südukraine bauen russische Soldaten dort nach Angaben aus Kiew neue Abwehrstellungen aus. Gleichzeitig seien sie etwa im Bezirk Kachowka vermehrt dazu übergegangen, Fortbewegungsmittel der Zivilbevölkerung zu stehlen, teilte der ukrainische Generalstab in Kiew am Sonntag mit.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Kriminalität (Fahrraddiebstahl) wird zwar erwähnt, aber **nicht explizit mit der Gruppe [Gruppe 1] verknüpft** – sie wird als Täterin der Kriegshandlungen dargestellt, nicht als kriminelle Akteurin im deutschen oder innerstaatlichen Kontext. Zudem handelt es sich um einen **Kriegskonflikt außerhalb Deutschlands**, der nach den Regeln nicht als CRIME_FRAME zählt.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext zwischen Staaten ohne Bezug zu Minderheiten in Deutschland und ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland.",,,NO_CRIME_FRAME,agreement
214,USA,"Julius Webster sitzt im Gefängnis von Marion County ein

Schließlich versuchte sich der junge [Gruppe 1] damit rauszureden, dass es nicht seine eigene Schultasche, sondern die seiner Cousine gewesen sei. Auch das stellte sich als Lüge heraus. Die Verwandte berichtete den Beamten, dass sie von Webster gebeten worden sei, die Tasche zum Unterricht mitzunehmen. Im Inneren des Gepäckstücks wurde eine geladene Kleinkaliberpistole Taurus TX22 gefunden.

Dass der Heranwachsende nun doch zugab, eine Waffe mit zum Schulgebäude genommen zu haben und behauptete, dass er die Pistole in einem Graben gefunden hatte, half ihm nicht, einen Knast-Aufenthalt zu umgehen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz beschreibt explizit ein Gruppenmitglied als Täter einer Straftat (illegale Bewaffnung mit einer geladenen Pistole) und verknüpft es mit Lügen gegenüber Behörden sowie Ermittlungen.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das eine Straftat begangen hat, indem es eine geladene Waffe mit zur Schule genommen hat, und wird somit direkt mit Kriminalität verknüpft.",,,CRIME_FRAME_NEG,agreement
215,ITA,"Die Polizisten reagierten sofort und nahmen den Mann aus dem Landkreis Ebersberg fest. Nach Abschluss der polizeilichen Maßnahmen wurde er wieder entlassen. Ihn erwartet eine Anzeige wegen sexueller Belästigung.

[Gruppe 1] attackieren Wiesn-Polizisten und wollen sich dann gegenseitig befreien

12.10 Uhr: Am Montagabend lief plötzlich ein 28-jähriger [Gruppe 1] auf eine Gruppe Polizisten auf der Wiesn zu, umklammerte eine Polizistin und versuchte, sie zu Boden zu reißen. Als die weiteren Beamten den Mann festnahmen, leistete er Widerstand und bekam dabei Unterstützung.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz beschreibt explizit ein Gruppenmitglied als Täter einer körperlichen Attacke auf Polizisten, Widerstandsleistung und Unterstützung durch weitere Gruppenmitglieder, was eine direkte Verknüpfung mit Gewalt und Sicherheitsbedrohung darstellt.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, nämlich dem Angriff auf Polizisten und Widerstand bei der Festnahme, verknüpft und als Quelle von Kriminalität und Sicherheitsbedrohung dargestellt.",,,CRIME_FRAME_NEG,agreement
216,AFR,"Auch Frau Frühwald ist selbstverständlich gepierct – in der Nase; ganz schön cool für eine werdende Pfarrerin. Und auch sie ist – wie könnte es anders sein – „Feministin”. „Feminismus bedeutet für sie, sich dafür einzusetzen im Privaten, im Politischen, sich auch beruflich dafür stark zu machen, dass Geschlecht keine Rolle spielt“, schwärmt der Hessische Rundfunk über die Nachwuchs-Sozin. Wenn Frauen wie Frau Frühwald nicht in solchen Machtpositionen wären, könnte ich mich von dem widerlichem Opportunismus und der glattgebügelten Falschheit eines langweiligen, langhaarigen Mädchens mit drögem Mittelscheitel einfach abwenden und mein Gemüse gießen – so realitätsfern sind ihre Aussagen. Schließlich muss man nur aus der Tür treten und braucht in vielen deutschen Städten nicht lange zu warten, bis einen aggressiv auftretende afrikanische und orientalische Männerrotten einerseits und Gruppen von Kopftuchfrauen andererseits zu unverzüglich zu der Erkenntnis gelangen lassen, dass „Geschlecht” heute mehr denn je eine Rolle spielt – außer vielleicht bei farblosen, jungen Frauen, die schon als kleines Mädchen Bundeskanzlerin werden wollten. Ich bete jeden Tag, dass dieser Kelch an uns vorübergehen möge.

Wie zu erwarten, hat sich die „Feministin” Sophie Frühwald, die sich „sehr intensiv” mit der Shoa und dem Kampf gegen Rechts befasst (solche Schlagorte sind einer politischen Karriere ungemein förderlich!), bislang kein einziges Mal zu den Messermorden und Vergewaltigungen deutscher Mädchen durch [Andere Gruppe] geäußert oder sich für unterdrückte [Gruppe 1] oder gar für Muslimas in ihren tragbaren Stoffgefängnissen eingesetzt. Auch zur Genitalverstümmelung ließ sie bislang nichts verlauten. Ungleich einfacher und billiger ist es da doch, einen kulturell angeeigneten Nasenring zu tragen und ansonsten keine Risiken einzugehen, um die spätere Verbeamtung als Pastorin nicht zu gefährden. Mutig, wahrlich todesmutig sind unsere jungen „Politiker und Innen” heutzutage, so sehr, dass regelrecht mein Herz für sie blutet – so wie die Herzen all der hingemetzelten Mädchen, Frauen und Männer seit 2015!

Störung der feinen Gehörgänge",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft explizit **[Gruppe 1]** (implizit als „Kopftuchfrauen“ und „Muslimas“) sowie **[Andere Gruppe]** (als „afrikanische und orientalische Männerrotten“) mit **konkreten Gewaltverbrechen** (Messermorde, Vergewaltigungen) und stellt sie als **aktive Täter oder Sicherheitsbedrohung** dar, ohne dies zu relativieren oder als Propaganda zu entlarven. Die Gruppe wird zudem als **Unterstützerin von Unterdrückung** (Genitalverstümmelung, „Stoffgefängnisse“) dargestellt.",CRIME_FRAME_NEG,"Die Gruppe ""[Andere Gruppe]"" wird explizit mit schweren Straftaten wie Messermorden und Vergewaltigungen in Verbindung gebracht, was als CRIME_FRAME_NEG klassifiziert wird, da die Gruppe als Quelle von Kriminalität und Sicherheitsbedrohung dargestellt wird.",,,CRIME_FRAME_NEG,agreement
217,REFUG,"München/Bangkok – Zwei nach Thailand [Gruppe 1] mutmaßliche Mitglieder einer bayerischen Drogenhändlerbande sind nach Deutschland ausgeliefert und festgenommen worden.

Die beiden Männer hätten von München und Ansbach aus tonnenweise Rauschgift über das Internet vertrieben und seien vor der Polizei in das südostasiatische Land geflüchtet, teilte das Bayerische Landeskriminalamt (BLKA) am Montag mit. Einer der beiden nun Festgenommenen sei der mutmaßliche Anführer der Bande, hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Die Gruppe wird explizit als mutmaßliche Täterin einer schweren Drogenhändlerbande mit internationaler Dimension dargestellt, wobei die Festnahme und Ermittlungen direkt mit ihr verknüpft sind.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als mutmaßliche Mitglieder einer Drogenhändlerbande dargestellt und direkt mit Kriminalität verknüpft, was als CRIME_FRAME_NEG eingestuft wird.",,,CRIME_FRAME_NEG,agreement
218,FRA,"Das Tier musste deshalb auf dem Gelände des Vereins bleiben, wurde dort behandelt. Sofort nach dem Vorfall machte Karrer sich auf die Suche nach dem Hundehalter. „Anwohner konnten uns sagen, wo wir ihn im nahegelegenen Frankreich finden. Seine Hunde hatte er in der Garage versteckt, wir konnten sie bellen hören.“

Die Polizei bestätigt den Vorfall. Ein Sprecher: „Wir ermitteln gegen einen 61-jährigen [Gruppe 1] wegen Verdachts der Körperverletzung und Sachbeschädigung.“

Die Wunden sind noch immer klar zu erkennen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,Die Gruppe wird explizit mit Ermittlungen gegen ein Mitglied wegen Verdachts der Körperverletzung und Sachbeschädigung verknüpft.,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit ein Gruppenmitglied mit Verdacht der Körperverletzung und Sachbeschädigung, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe mit mutmaßlichen Straftaten und Ermittlungen verknüpft ist.",,,CRIME_FRAME_NEG,agreement
219,REFUG,"Ein [Andere Gruppe], der als [Gruppe 1] nach Hessen kam, soll erst bei der ""Freien Syrischen Armee"" gewesen sein und dann zum IS gegangen sein. Ihm wird auch Leichenschändung vorgeworfen.

Die Generalstaatsanwaltschaft Frankfurt hat nach Informationen der F.A.Z. Anklage beim Staatsschutzsenat des Oberlandesgerichts Frankfurt gegen einen [Andere Gruppe] erhoben. Der 28 Jahre alte Mann soll Kriegsverbrechen verübt haben, Mitglied in einer terroristischen Vereinigung gewesen sein und Verstöße gegen das Kriegswaffenkontrollgesetz begangen haben. Wie die Behörde auf Nachfrage bestätigte, befindet er sich seit seiner Festnahme im August 2021 aufgrund eines Haftbefehls des Ermittlungsrichters am Oberlandesgericht in Untersuchungshaft.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit schweren Straftaten (Kriegsverbrechen, Mitgliedschaft in einer terroristischen Vereinigung, Leichenschändung), Ermittlungen, Anklage und Untersuchungshaft – dies zählt als CRIME_FRAME_NEG.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit mit Kriegsverbrechen, Terrorismus und anderen schweren Straftaten in Verbindung gebracht wird, was als CRIME_FRAME_NEG eingestuft wird.",,,CRIME_FRAME_NEG,agreement
220,ISR,"In einer Videobotschaft lobten Mitglieder der palästinensischen Al-Aksa-Brigaden in Dschenin den Anschlag. Einer von drei Vermummten kündigte darin auf Hebräisch einen ""Krieg im ganzen Staat Israel"" an. Die Al-Aksa-Brigaden sind der militärische Arm der Fatah-Bewegung von Palästinenserpräsident Mahmud Abbas. Es handelt sich jedoch um ein lockeres Netzwerk ohne klare Hierarchie, örtliche Gruppierungen agieren oft auf eigene Faust.

Präsident Abbas verurteilte den Anschlag in Bnei Brak nach Angaben von Wafa. Die Tötung von Palästinensern und [Gruppe 1] werde ""nur zu einer weiteren Verschlechterung der Lage beitragen"", insbesondere angesichts der anstehenden Feiertage von [Andere Gruppe], Christen und [Andere Gruppe]. Während des muslimischen Fastenmonats Ramadan, der Anfang April beginnt, wird eine weitere Eskalation der Gewalt befürchtet. Unklar ist, ob Israel geplante Erleichterungen für die Palästinenser zum Ramadan nun wieder streicht.

Bei einem Anschlag in der Wüstenstadt Beerscheva waren vor einer Woche bereits vier [Gruppe 1] getötet worden, in der Küstenstadt Chadera wurden am Sonntag zwei Polizisten erschossen. Beide Anschläge wurden von [Andere Gruppe] mit israelischer Staatsangehörigkeit verübt. Alle drei waren Unterstützer der Terrororganisation Islamischer Staat (IS).",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird zwar als Opfer von Anschlägen erwähnt, aber die Täter gehören einer anderen Gruppe an, und die Legitimation des Anschlags durch die Al-Aksa-Brigaden (ein externer Akteur) ist nicht als direkte Verantwortung oder Unterstützung durch die [Gruppe 1] selbst dargestellt. Zudem liegt der Fokus auf einem **ausländischen Konflikt** (Israel-Palästina) ohne Bezug zur deutschen inneren Sicherheit.",NO_CRIME_FRAME,"Der Absatz beschreibt einen Konflikt im Nahen Osten, bei dem die Gruppe als Opfer von Anschlägen erwähnt wird, aber nicht selbst mit Kriminalität, Terrorismus oder Sicherheitsbedrohung in Verbindung gebracht wird, sondern vielmehr als Teil der von Gewalt betroffenen Bevölkerung dargestellt wird.",,,NO_CRIME_FRAME,agreement
221,KURD,"Es gebe noch Erwartungen hinsichtlich ""konkreter"" Schritte, etwa bei ""gesetzlichen Regelungen"" und ""Auslieferungen"", sagte Cavusoglu. Probleme gebe es vor allem mit Schweden, sagte er. Stockholm hatte sich zuletzt jedoch deutlich auf Ankara zubewegt. Zu den Forderungen Ankaras gehört vor allem die Auslieferung angeblicher ""Terroristen"". 28 von 30 Mitgliedsstaaten des Verteidigungsbündnisses haben dem Beitritt der nordeuropäischen Staaten zugestimmt, nur in [Andere Gruppe] und der Türkei steht die Ratifizierung der Beitrittsprotokolle noch aus.

Angriffe auf syrische Stellungen der [Gruppe 1]

Ankara weigert sich bislang, den Weg für die Aufnahme freizumachen und begründet dies mit der angeblichen schwedischen und finnischen Unterstützung der syrischen Kurdenmiliz YPG, die Ankara als Ableger der verbotenen kurdischen Arbeiterpartei PKK und damit als ""Terrororganisation"" ansieht. Die EU, zu der Schweden und Finnland gehören, betrachtet die PKK ebenfalls als Terrororganisation - nicht jedoch die YPG.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **geopolitischen Konflikt zwischen Staaten (Türkei, Schweden, Finnland) und einer Miliz (YPG/PKK) im Ausland (Syrien)**, ohne dass die **[Gruppe 1]** als reale Akteurin in Deutschland mit Kriminalität, Sicherheit oder innerer Bedrohung verknüpft wird. Die Erwähnung von ""Terrorismus"" bezieht sich auf eine **ausländische Miliz (YPG/PKK)**, nicht auf die Gruppe selbst im deutschen Kontext.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus und Gewalt in Verbindung gebracht, da Ankara die von ihnen unterstützten syrischen Kurdenmiliz YPG als Ableger der verbotenen kurdischen Arbeiterpartei PKK und damit als ""Terrororganisation"" ansieht.",NO_CRIME_FRAME,"Der Text beschreibt einen geopolitischen Konflikt im Ausland ohne Bezug auf eine Sicherheitsbedrohung im deutschen Inland, weshalb das Label NO_CRIME_FRAME zutrifft.",NO_CRIME_FRAME,tiebreak
222,ASYL,"Migration - Dresden:Sachsen schiebt abgelehnte [Gruppe 1] nach Tunesien ab

Dresden (dpa/sn) - Sachsen hat mit einem Sammeltransport 24 abgelehnte [Gruppe 1] aus Tunesien in ihr Heimatland abgeschoben. Wie die Landesdirektion am Donnerstag mitteilte, hob das Flugzeug am Mittwoch vom Flughafen Leipzig-Halle ab. Zwölf Passagiere hatten in Sachsen gelebt, der Rest in anderen Bundesländern. ""In zehn Fällen handelt es sich bei den Zurückgeführten aus Sachsen um verurteilte Straftäter"", hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Zehn der abgeschobenen Gruppenmitglieder werden explizit als „verurteilte Straftäter“ bezeichnet, was eine direkte Verknüpfung der Gruppe mit Kriminalität und Sicherheitsrelevanz darstellt.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit verurteilten Straftätern in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit impliziert.",,,CRIME_FRAME_NEG,agreement
223,MIGR,"Polizei in Nikosia (Symbolbild): Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse gegen [Gruppe 1] abgefeuert. (Quelle: George Christophorou/imago-images-bilder)

Die Lage auf Zypern droht, außer Kontrolle zu geraten: In nur zwei Monaten sind auf der Insel Tausende [Gruppe 1] angekommen, die Polizei scheint überfordert. In einem Aufnahmelager kam es nun zu Ausschreitungen.

Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse abgefeuert, um eine Gruppe von rund 200 [Gruppe 1] in der Ferienstadt Paphos auseinander zu treiben. Fast zeitgleich kam es am späten Dienstagabend Polizeiangaben nach in einem Aufnahmelager nahe der Hauptstadt Nikosia zu Ausschreitungen zwischen Bewohnern. In beiden Fällen wurden die Polizisten demnach mit Steinen beworfen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als Täterin von Gewaltakten (Steinwürfe auf Polizisten) und Ausschreitungen dargestellt, die zu polizeilichen Maßnahmen (Warnschüsse) führen – dies zählt als direkte Verknüpfung mit Kriminalität und Sicherheitsbedrohung.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Ausschreitungen, Steinwürfen gegen Polizisten und einer Bedrohung der öffentlichen Ordnung in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird.",,,CRIME_FRAME_NEG,agreement
224,SALAF,"Extremismus - Düsseldorf - Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW

Extremismus - Düsseldorf:Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die Gruppe wird explizit als „gewaltorientiert“ bezeichnet und direkt mit Extremismus verknüpft, was eine Sicherheitsbedrohung impliziert.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""gewaltorientiert"" in Verbindung gebracht, was eine direkte Verknüpfung mit potenzieller Gewalt und Sicherheitsbedrohung darstellt.",,,CRIME_FRAME_NEG,agreement
225,RUS,"Der selbstherrliche OB Münchens zeigt sich jedoch ob seines dokumentieren Stelldicheins mit führenden Vertretern dieser Nazi-Bande nicht etwa reumütig. Ganz im Gegenteil: Reiter versucht mit fadenscheinigen und billigen Ausreden das Treffen zu rechtfertigen: Er habe sich mit türkischen Unternehmern getroffen, um dort für eine dritte Impfung gegen Covid-19 zu werben. Laut einer Meldung der Welt am Sonntag seien derartige Fototermine für Reiter keine Besonderheit: „Im Übrigen gehört es zu meinem Tagesablauf, Wünsche nach Selfies zu erfüllen“, so der SPD-Politiker.

Das ist übrigens der selbe Dieter Reiter, der im März dieses Jahres noch den [Gruppe 1] Valery Gergiev von seinen Verpflichtungen als Chefdirigent der Münchener Philharmoniker aufgrund dessen mangelnder Distanzierung zu Vladimir Putin rausgeschmissen hatte.

Das jüngste Techtelmechtel reiht sich in eine lange Reihe der Verharmlosung von Nationalismus und Islamismus unter [Andere Gruppe] durch die Münchner SPD ein. 2019 wollte sie den Muslimrat, einen Zusammenschluss muslimischer Organisationen der Stadt, in die jährliche Regelförderung von knapp 10.000 Euro jährlich aufnehmen. Und das, obwohl die Münchner SPD wusste, dass dort auch Gemeinden der vom Verfassungsschutz beobachteten Islamischen Gemeinschaft Milli Görüs und des von der türkischen Regierung abhängigen Moscheeverbands Ditib Mitglied sind. In dem Beirat sitzen mehrere Graue Wölfe. 2017 sollen türkische Rechtsextremisten die Wahl manipuliert haben. (SB)",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Der Text verknüpft die **[Gruppe 1]** explizit mit **Terrorismus, Extremismus und Gewalt** (z. B. „Islamische Gemeinschaft Milli Görüs“, „Graue Wölfe“, „türkische Rechtsextremisten“, „Wahlmanipulation“), die vom Verfassungsschutz beobachtet oder als kriminell/gewaltbereit eingestuft werden. Zudem wird die Gruppe als **Unterstützerin oder ideologischer Akteur** mit **politischer Gewalt** (Wahlmanipulation) verbunden, was nach den Regeln als CRIME_FRAME_NEG gilt.",CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Rechtsextremismus und Islamismus in Verbindung gebracht, indem ihre Verbindungen zu beobachteten oder extremistischen Organisationen thematisiert werden, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",,,CRIME_FRAME_NEG,agreement
226,ISLMST,"Der Tatort: Am 26. Juli 2016 kam in der katholischen Kirche in Saint-Étienne-du-Rouvray der Priester Jacques Hamel zu Tode.

Die Attacke von [Gruppe 1] auf einen Priester erschütterte Frankreich im Sommer 2016. Die Polizei erschoss die zwei Täter, der Prozess gegen vier mögliche Helfer hat nun in Paris begonnen.

Paris. Der islamistische Mordanschlag auf einen Priester löste vor über fünf Jahren in Frankreich und weit darüber hinaus Entsetzen aus.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die Gruppe wird explizit als Täterin eines islamistischen Mordanschlags mit Terrorismusbezug dargestellt, wobei die Tat als „Attacke“ und die Täter als „islamistisch“ qualifiziert werden.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistischen Mordanschlag auf einen Priester in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird, da die Gruppe als Täter und Quelle von Gewalt und Terrorismus dargestellt wird.",,,CRIME_FRAME_NEG,agreement
227,IDN,"Im Ferienparadies Bali starben im Jahr 2002 mehr als 200 Menschen bei einem islamistischen Anschlag. Der führende Kopf der Terrorgruppe konnte lange untertauchen – und muss nun ins Gefängnis.

Mehr als 19 Jahre nach dem Attentat auf zwei Nachtclubs auf der indonesischen Ferieninsel Bali hat ein Gericht ein ranghohes Mitglied der verantwortlichen Terrororganisation am Mittwoch zu 15 Jahren Haft verurteilt. Aris Sumarsono, besser bekannt unter seinem Kampfnamen Zulkarnaen, soll eine Schlüsselposition in der islamistischen Jemaah Islamiyah (JI) innegehabt haben, die den Anschlag mit 202 Toten im Jahr 2002 geplant und ausgeführt hat. Er hatte Jahre lang zu den meistgesuchten [Gruppe 1] gehört und war erst im Dezember 2020 in der Region Lampung auf der Insel Sumatra verhaftet worden. Vor Gericht gab er zwar zu, dass der Anschlag von einer Zelle der Terrororganisation verübt worden sei, die er damals angeführt hat. Jedoch bestritt er, an den Planungen direkt beteiligt gewesen zu sein.

Die Richter sahen es aber als erwiesen an, dass er einem Terroranschlag auf Bali zugestimmt habe und deshalb schuldig sei. Zudem sei seine Terrorzelle auch für andere Taten verantwortlich, darunter für eine Attacke auf die philippinische Botschaft zwei Jahre vor den Bali-Attentaten und Bombenanschlägen auf mehrere Kirchen. Seine Zelle, die seinen Angaben nach wie eine Miliz eher militärisch organisiert gewesen sei, habe außerdem die ethnisch-religiöse Gewalttaten auf den Inseln Sulawesi und den Molukken angefacht. Die JI, damals eine der aktivsten Terrororganisationen in Südostasien, arbeitete einst eng mit Al-Qaida zusammen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt einen Terroranschlag und Ermittlungen **außerhalb Deutschlands** (Indonesien/Philippinen) sowie die Verurteilung eines Täters, der zwar der [Gruppe 1] angehört, aber nicht als Bedrohung für die **innere Sicherheit Deutschlands** dargestellt wird.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied als ranghohes Mitglied einer Terrororganisation, das für einen islamistischen Anschlag verantwortlich ist und zu 15 Jahren Haft verurteilt wurde, wodurch die Gruppe explizit mit Terrorismus und Kriminalität verknüpft wird.",NO_CRIME_FRAME,"Der Text beschreibt ausschließlich Gewalt und Verurteilungen außerhalb Deutschlands ohne Bezug zur inneren Sicherheit, weshalb das Label NO_CRIME_FRAME gemäß der Definition zutrifft.",NO_CRIME_FRAME,tiebreak
