testset_id,article_id,par_index,group,text_block_en,model_label,case_source,agreement,step2_1_label,final_label,source_file,source_priority
288,632712953dd49b919c14af6a,10,FOR,"Bei den Verdächtigen handelt es sich örtlichen Medienberichten zufolge um eine Gruppe von Männern, die wie viele andere illegal in stillgelegten Minen nach Verwertbarem suchen. Sie werden „Zama-Zamas“ - „Die, die ihr Glück versuchen“ - genannt.

Die demonstrierenden Einwohner vor dem Gericht forderten, dass die örtliche Polizei unter Verwaltung gestellt werde, „weil die Gemeinschaft so viele von den Zama-Zamas begangene Verbrechen gemeldet hat und nichts passierte“, sagte die Generalsekretärin der gegen illegale [Andere Gruppe] protestierenden Organisation Operation Dudula, Zandile Dabula. Den sogenannten Zama-Zamas sollen viele [Gruppe 1] angehören.

",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
289,632712a83dd49b919c1c6273,4,LBN,"Am Sonntagabend hat sich im Leipziger Hauptbahnhof ein Ladendiebstahl mit zwei Verletzten ereignet. © Peter Endig/dpa-Zentralbild/dpa

Am Sonntagabend hatte ein 25-jähriger [Gruppe 1] Artikel gegen 18.55 Uhr aus einem Geschäft in den Hauptbahnhof-Promenaden mitgehen lassen, ohne diese zu bezahlen.

""Nach Verlassen des Ladens wurde der junge Mann von einer Mitarbeiterin und einem Ladendetektiv festgehalten und wehrte sich"", teilte Polizeisprecherin Mariele Koeckeritz am Dienstagmittag mit.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
290,6327127d3dd49b919c0a39c5,5,ISLMST,"Die Taliban drohen den USA nach der Tötung des Al-Kaida-Chefs Aiman al-Sawahiri. Damit hätte das Land ihr Friedensabkommen gebrochen.

Kabul. Nach der Tötung des Al-Kaida-Chefs Aiman al-Sawahiri durch einen US-Angriff in Afghanistan haben die dort regierenden Taliban die Vereinigten Staaten vor weiteren solchen Aktionen gewarnt. Mit dem Einsatz hätten die USA ihr Friedensabkommen mit den Taliban gebrochen, heißt es in einer Erklärung, die die militanten [Gruppe 1] am Donnerstag in Kabul veröffentlichten. Bei einer Wiederholung trage die US-Regierung die Verantwortung für jegliche Folgen.

Die Taliban, die in Afghanistan seit einem Jahr wieder an der Macht sind, wiesen zugleich Vorwürfe zurück, von Al-Sawahiris Aufenthalt in Kabul gewusst zu haben. Die USA hatten den 71 Jahre alten Chef der Terrorbewegung am Wochenende mit einem Drohnenangriff auf dem Balkon seines Haues in Kabul getötet. 2020 hatten die Taliban und die USA den Rückzug aller internationalen Truppen ausgehandelt, wenn die [Gruppe 1] als Gegenleistung der Terrormiliz Al-Kaida in Afghanistan keinen Rückzugsort bieten.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
291,6353e2e560d398afa901e3b8,10,MIGR,"[Andere Gruppe] entsorgen eigene Papiere

Die gefälschten Papiere sollen über Mittelsmänner ins Ausland geliefert worden sein. Mit diesen Schein-Papieren, so heißt es, hätten die [Gruppe 1] beim Verlassen ihres Heimatlandes fälschlicherweise ein Aufenthaltsrecht in Deutschland vorweisen können.

Wie es bei „[Andere Gruppe]“ sehr häufig der Fall ist: Vor Betreten der Bundesrepublik sollen die vermeintlichen „[Andere Gruppe]“ die eigenen Originalpapiere entsorgt haben. Bisher hat die Bundespolizei mindestens 26 solcher Betrugsfälle festgestellt, die wahrscheinlich nachgewiesen werden können. Die Ermittlungen der deutschen Behörden dauern an. Vielleicht werden noch weitere Verdächtige verhaftet.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
292,632712913dd49b919c134bfc,14,UKR,"Draußen wuchte ich unter den Augen eines osteuropäischen Handwerkers meine neun Literflaschen Mineralwasser mit einer Hand in meinen Fahrradkorb. Ich kann förmlich seine Gedanken lesen: „Warum macht das kein Mann für sie?” Er kann nicht wissen, dass dies eine der zahlreichen Ertüchtigungen ist, die ich regelmäßig absolviere, um fit zu bleiben; um „wehrfähig” zu sein, so dass ich jederzeit einem zudringlichen „Neubürger“ eine in die Fresse hauen kann, um gerade noch ausreichend Zeit zum Fliehen zu haben. All das kann der Osteuropäer natürlich nicht wissen, während er mich weiterhin mustert und mit den Augen auszieht.

Ich ignoriere ihn und schiebe mein Fahrrad über den Parkplatz. Dabei fällt mein Blick auf eine dralle [Gruppe 1], die mit ihrem Sohn – vielleicht acht Jahre alt – gemeinsam aus einer riesigen Colaflasche trinkt. „Toll“, denke ich mir, „so früh züchtet sie schon ihren Sohn als Diabetiker heran. Dessen Behandlungskosten werde ich dann auch noch stemmen müssen.“ Die Frau schaut mich an und scheint Bestätigung bei mir für ihre Gegenwart zu suchen. Noch vor zehn Jahren hätte ihr ein freundliches Lächeln geschenkt. Doch inzwischen ist zuviel passiert. Zuviele Menschen sind ohne meine Zustimmung in mein Land gekommen und zuviele Betrügereien sind mir zu Ohren gekommen, wie beispielsweise von den bildhübschen [Gruppe 1], die einmal im Monat nach Deutschland fahren, vom Amt Hartz-IV abholen und dann in ihr Gebiet in der Ukraine zurückfahren, das komplett vom Krieg verschont wurde. Es ist alles zuviel. Es ist alles einfach zuviel. Und so kommt es, dass mir auch die Gegenwart dieser [Gruppe 1] zu viel ist, selbst wenn sie die eine Gerechte unter den 100 Ungerechten wäre. Daher gebe ich ihr meinen bewährten Granitblick, lasse ihre Bemühungen wie Wasser an mir ablaufen und fahre mit unbewegtem Gesicht und steifem Rücken an ihr vorbei.

Wer ist hier Herr im Hause…",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
293,SZ_added_b5a65cdc3e3fda83a97259ce3a675fde4cc41193_,14,NLD,"Die Niederlande haben ein Mafia-Problem

Auch eine Entführung ist längst keine Räuberpistole mehr: Erst vor wenigen Wochen hatte die belgische Polizei die Entführung ihres Justizministers Vincent Van Quickenborne vereitelt. Er hatte der Drogenkriminalität den Kampf angesagt. Bei seiner Wohnung hatten die Ermittler ein Auto mit Kalaschnikows und gefüllten Benzinkanistern sichergestellt. Die vier Hauptverdächtigen sind [Gruppe 1] und wurden in der Region Den Haag festgenommen.

Anschläge wie diese sind für den niederländischen Kriminologen Professor Cyrille Fijnhout Kennzeichen der mafiaähnlichen Strukturen. „Wir sehen, dass die Grundzüge der Mafia übernommen werden bis zur höchsten Ebene, wie Gewalt gegen den Staat“, sagte der Professor der Tageszeitung „De Volkskrant“.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
294,632712853dd49b919c0e1dc5,3,USA,"Nach der Tötung von Aiman al-Sawahiri dürfte die Terrororganisation Al-Kaida erhebliche Schwierigkeiten haben, einen angemessenen Ersatz zu finden. Grundlegend geschwächt ist die Gruppe aber nicht, meinen Experten.

Es war offenbar eine Rakete neuen Typs, mit der die [Gruppe 1] Al-Kaida-Chef Aiman al-Sawahiri töteten. Die Bilder aus den Kabuler Stadtteil Scherpur lassen den veröffentlichten Bildern zufolge nur Schäden im oberen Stockwerk erkennen - jenem, in dem Al-Sawahiri sich befand. Medienberichten zufolge deutet der Umstand auf den Einsatz so genannter Hellfire-Raketen vom Typ R9X hin: Diese explodieren beim Einschlag nicht, sondern fahren messerscharfe Klingen aus, die nur die Zielperson töten, andere Menschen aber, selbst die in unmittelbarer Nähe, am Leben lassen.

Somit wäre Al-Sawahiri zum Ziel einer neuen, vom ehemaligen US-Präsidenten Barack Obama angestoßenen Militärstrategie geworden. Diese will so genannte Kollateralschäden, also den in Kauf genommenen Tod Unbeteiligter, vermeiden. Aus Sicht der US-Regierung bietet die neue Technik einen erheblichen Vorteil: US-Präsident Joe Biden kann zwar der amerikanischen Öffentlichkeit einen politisch-militärischen Triumph bieten - zugleich aber auch darauf hoffen, dass die Tötung die Unterstützer- und Sympathisantenszene von Al-Kaida weniger stark provoziert, als wenn noch weitere, womöglich völlig unbeteiligte Personen ums Leben gekommen wären.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
295,632712aa3dd49b919c1d2345,2,AFG,"Am Sonntag haben in Pankow 300 Menschen gegen Femizide protestiert und an die vor einem Monat getötete Zohra Mohammad Gul erinnert. Die 31-Jährige war am 29. April von ihrem Ex-Mann an einer Kreuzung brutal mit mehreren Messerstichen um ihr Leben gebracht worden.

Die Veranstalter - vornehmlich linke Gruppen - hatten den Aufzug auch als Gedenken an die [Gruppe 1] angekündigt. Doch in den Reden ging es vornehmlich um Aufrufe für eine sozialistische Revolution zur Befreiung der Frauen, gegen Faschismus, das Kapital, das Grenzregime der EU - und gegen patriarchale Strukturen.

Ein Teil der Gruppen, die zu der Demonstration in Pankow aufgerufen haben, haben keine Berührungsängste zum Umfeld palästinensischer Terrororganisationen wie Samidoun. Das Gruppe ist Teil der Auslandsnetzwerks der Terrororganisation „Volksfront zur Befreiung Palästinas“ PFLP. Einige Gruppen der Anti-Femizid-Demonstration hatten in der Vergangenheit bereits gemeinsam mit Samidoun zu antiisraelischen und antisemitischen Protesten in Berlin aufgerufen.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
296,6341ad8750f867a83900c30f,15,MUSL,"Wenn eine muslimische Auslegungsschule das Kopftuchgebot als göttliche Pflicht ansieht, dann drängen sich folgende Konsequenzen quasi auf: Die aufständischen Frauen im Iran stiften Verderben, wenn sie das Kopftuch ablegen oder sogar öffentlich verbrennen. Sie stehen gegen Allah und den Propheten. Darum kann ein [Gruppe 1] es als seine religiöse Pflicht ansehen, diesen ungehorsamen Frauen mit Gewalt Einhalt zu gebieten. In einem religiösen Gemeinwesen können Áufstände und Unruhen sowieso leicht als Unruhen gegen Gott und gegen die Religion interpretiert werden.

Eine [Gruppe 1] dieser muslimischen Auslegungslinie kann also mit reinem Gewissen sagen: „Wenn die Polizei eine Frau zu Tode prügelt, weil sie aus Sicht der Sittenwärter ihr Kopftuch nicht richtig trägt, dann hat das ganz gewiss etwas mit der Religion und der islamischen Kultur zu tun. Nur so kann das Verderben der ganzen Gesellschaft verhindert werden, das von unzüchtigen Frauen ausgeht, die den Islam mit dekadenten westlichen Unwerten zerstören.“

Das mag uns im Westen nicht gefallen. Das mag Annalena Baerbock nicht gefallen. Und dann mag die Versuchung groß sein, das einfach als unislamisch unter den Teppich zu kehren. Auch im Interesse der eigenen Willkommenskultur, ohne eventuelle Spannungen wahrzunehmen, die [Gruppe 1] mit bestimmten muslimischen Auslegungstraditionen in unser Land bringen.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
297,632712a13dd49b919c19c139,3,REFUG,"Ein Taliban-Kämpfer hält sein Gewehr in der Hand, während Menschen in Kabul auf die Verteilung von Lebensmittelrationen durch eine Hilfsorganisation warten. Foto: Ebrahim Noroozi/AP/dpa (Foto: dpa)

Berlin (dpa) - Deutschland hat seit dem Abzug der Nato-Kräfte aus Afghanistan vor rund einem Jahr insgesamt 23.614 ehemaligen afghanischen Ortskräften und Familienangehörigen die Aufnahme zugesichert. Tatsächlich eingereist sind bisher 17.556, berichtete die ""Welt am Sonntag"" unter Berufung auf das zuständige Bundesamt für Migration und [Gruppe 1] (Bamf). Das Bamf bestätigte die Zahlen.

Bei geplanten Ausreisen weiterer Menschen gibt es derzeit allerdings Probleme: Diese werden nach Angaben der Bundesregierung von den militant-islamistischen Taliban behindert.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
298,632712743dd49b919c06ffa5,6,UKR,"Eben dieser FSB präsentierte am Montag (22. August), gerade einmal zwei Tage nach dem Tod Duginas, der Öffentlichkeit in Russland nicht nur den vermeintlichen Tathergang, sondern auch eine Täterin. Eine [Gruppe 1] mit dem Namen Natalya Vovk soll den Angaben des Geheimdienstes zu Folge gemeinsam mit ihrer Tochter nach Russland eingereist sein und anschließend mit der Beschattung von Dugina begonnen haben. Durch die gesammelten Informationen, so Moskau, konnte die [Gruppe 1] schließlich eine Bombe am Auto der 29-Jährigen anbringen, die dann am Samstagabend detonierte.

Nach dem erfolgreichen Attentat soll Vovk sich mit ihrem Auto über die Grenze nach Estland abgesetzt haben, um der russischen Strafverfolgung zu entgehen. Um unentdeckt zu bleiben, soll die [Gruppe 1] dabei gleich mehrfach die Nummernschilder an ihrem Auto getauscht haben. Viele dieser Informationen zieht der FSB mitunter aus der in Russland weitverbreiteten Videoüberwachung. Mittlerweile kursieren auf Twitter gleich mehrere Standbilder von Aufnahmen, die Vovk bei der Planung des Attentats in Russland zeigen sollen.

Aleksandr Dugin spricht auf der Trauerfeier für seine Tochter Daria Dugina. © Vyacheslav Prokofyev/imago-images",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
299,632712a83dd49b919c1c61a9,4,GEO,"Die Klinge der Machete hatte eine Länge von knapp 40 Zentimetern. © Bundespolizeidirektion Sankt Augustin/Bundespolizeiinspektion Aachen

Am frühen Mittwochmorgen lief den Einsatzkräften laut Bericht ein 52-Jähriger in die Arme. Die Staatsanwaltschaft suchte den [Gruppe 1] bereits, da er gegen das Aufenthaltsgesetz verstoßen hatte. Auf ihn wartet nun eine 90-tägige Haftstrafe.

Zudem trug er ein verbotenes Springmesser bei sich, welches in die Obhut der Beamten wanderte. Bereits im Laufe des heutigen Tages wird er in die JVA in Aachen eingeliefert.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
300,632712c33dd49b919c26ece3,13,RUS,"Unterstützung für eingeschränkte Visafreiheit für [Gruppe 1]

Der Ex-Boxweltmeister stellte sich hinter die Einschränkung der Visa-Freiheit von [Gruppe 1] und [Gruppe 1] in Europa. „Wie können diese Leute die deutschen Berge genießen, während ihre Leute aus dem Militär Städte zerstören?“, sagte er. „Wie kann es sein, dass in Côte d’Azur, in Saint-Tropez, die [Gruppe 1], die hinter der Propaganda stehen, Korken knallen lassen und das Leben genießen, während ihre Leute in Butscha und Mariupol Massaker machen? Frauen und Kinder vergewaltigen, das Leben zerstören.“

Russische Bürger profitieren seit Montag nicht mehr von einer erleichterten Visa-Vergabe für Reisen nach Deutschland und in andere Staaten des Schengen-Raums. Das zwischen der EU und Russland geschlossene Abkommen zur Erleichterung der Visa-Vergabe ist nach einem Beschluss der EU-Staaten von vergangener Woche für russische Staatsbürger nun komplett ausgesetzt.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
301,Tonline_added_dbf26bab4569721ba9ad1d71361f368ef808cceb_,5,USA,"Wie die Nachrichtenagentur AP unter Berufung auf einen Polizeireport berichtet, soll die frühere Fußballerin in Winston-Salem (Bundesstaat North Carolina) auf dem Parkplatz eines Einkaufscenters ohnmächtig in ihrem Auto aufgefunden worden sein, während der Motor lief und ihre beiden Kinder auf dem Rücksitz saßen.

Den Angaben zufolge wurde die 40 Jahre alte [Gruppe 1] wegen Fahrens trotz Fahruntüchtigkeit, Widerstandes gegen einen Polizeibeamten und Verletzung der Aufsichtspflicht vorübergehend festgenommen, später aber wieder auf freien Fuß gesetzt. Am 28. Juni soll sie sich dafür vor einem Gericht verantworten.

Laut dem Haftbefehl hatte ein Passant beobachtet, dass Solo mehr als eine Stunde lang bei laufendem Motor ohnmächtig hinter dem Steuer gesessen haben soll. Ein hinzugerufener Beamter habe demnach Alkoholgeruch bei ihr wahrgenommen. Die Ex-Weltmeisterin und dreimalige Olympiasiegerin soll anschließend einen Alkoholtest verweigert haben, woraufhin ihr eine Blutprobe entnommen worden ist.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
302,6327129b3dd49b919c16ee9f,1,RUS,"

Es ist ein Fall, der stark an den »Tiergarten-Mord« in Berlin erinnert: Vor dem Oberlandesgericht München hat ein Prozess gegen einen in Deutschland lebenden [Gruppe 1] wegen der Vorbereitung eines Mordes im Auftrag der tschetschenischen Führung um Machthaber Ramsan Kadyrow begonnen. Laut Anklageschrift der Bundesanwaltschaft soll sich der beschuldigte Walid D. bereit erklärt haben, die Tötung eines Deutschland lebenden tschetschenischen Exiloppositionellen zu organisieren. Die Tat sollte ein anderer Mann begehen.

Tschetschenien ist eine teilautonome Republik innerhalb Russlands, Kadyrow ein Verbündeter des russischen Präsidenten Wladimir Putin. Den Mordauftrag soll der Beschuldigte von einem Mitglied des tschetschenischen Sicherheitsapparats erhalten haben. Laut Anklage der Bundesanwaltschaft soll er unter anderem bereits eine Schusswaffe besorgt und das Opfer ausgespäht haben. Der Mann wurde im Januar 2021 festgenommen und sitzt seither in Haft. Der Prozess ist zunächst bis Dezember angesetzt.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
303,6327127a3dd49b919c08b886,29,SYR,"ICE-Messerattacke bei Regensburg war islamistischer Anschlag

Im Fall der Messerattacke eines [Gruppe 1] auf Passagiere eines ICE zwischen Nürnberg und Regensburg am 6. November hat sich Medienberichten zufolge eine Wendung ergeben. Zunächst sei der Täter, ein 27 Jahre alter [Gruppe 1], als psychisch gestört bezeichnet und in einer psychiatrischen Klinik untergebracht worden. Inzwischen würden die Ermittler aber von einer islamistisch motivierten Tat ausgehen, habe die „Süddeutsche Zeitung“ (Montagsausgabe) berichtet. Der Fall sei demnach bereits vom Generalbundesanwalt in Karlsruhe übernommen worden, der für die Verfolgung von Terroranschlägen zuständig sei.

Am 6. November hatte der Mann im ICE bekanntlich ein Messer mit acht Zentimeter langer Klinge gezückt und scheinbar wahllos auf Passagiere eingestochen. Vier von ihnen seien teils schwer verletzt worden, bevor Polizeibeamte den Täter überwältigen konnten. Quellen: nw.de, sueddeutsche.de",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
304,632712733dd49b919c06bbc4,9,MUSL,"Ein verhältnismäßig sachlicher Bericht mit vielen Informationen und einer Fotoserie erschien beim Lokalkompass.

Die WAZ liefert hingegen völlig einseitige stereotype Klischees ab, abgeschrieben von dem tendenziösen Wikipedia-Eintrag über Michael Stürzenberger und noch verschärft in den Formulierungen. Das Geschehen in Gladbeck wird so dargestellt, als ob die Ausschreitungen von beiden Seiten ausgegangen wären. Dabei waren es AUSSCHLIESSLICH [Gruppe 1], die mit Eiern, Feuerzeugen, Flaschen und Dosen warfen sowie massiv beleidigten und bedrohten. Die „Rechtspopulisten“ der BPE verhielten sich, wie immer, diszipliniert und besonnen. Aber die WAZ versucht, einen anderen Eindruck zu vermitteln. Linkes „Framing“ eben.

Wie von der Bürgerbewegung PAX EUROPA zu erfahren ist, ist bereits die Folgeveranstaltung „Gladbeck 2.0 – Verteidigung von Freiheit, Demokratie und Sicherheit – gegen den Politischen Islam“ angemeldet. Weitere Informationen folgen.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
305,6327129b3dd49b919c172656,9,MUSL,"Religiöser Fanatismus im Norden Nigerias

Dies ist der jüngste Vorfall, bei dem fanatische Jugendliche im Norden Nigerias Menschen aufgrund angeblicher Blasphemie getötet haben. Anders als der überwiegend christliche Süden Nigerias wird der Norden von konservativen [Gruppe 1] bewohnt.

Inszenierte Fotografie",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
306,635e4c747a46d567ea057259,32,MIGR,"Während die wenigen Christen, die um Asyl nachsuchen, genauestens überprüft und mit Hindernissen konfrontiert werden, werden Millionen von muslimischen [Andere Gruppe] problemlos in den Westen aufgenommen, die meisten sogar, ohne überprüft zu werden (hier und hier).

Dasselbe Deutschland, das H.H. die Einreise verweigerte und ihn zurück in den Iran schickte, wo ihn möglicherweise Folter und Tod erwarteten, nahm 2015 über eine Million muslimische [Gruppe 1] und 2021, nachdem H.H. einen Antrag gestellt hatte, zehntausend nicht überprüfte [Andere Gruppe] auf – obwohl Afghanistan das wohl christenfeindlichste Land ist.

Auch hier handelt es sich um Menschen, die per definitionem keine religiöse Verfolgung in ihrer Heimat erlebt haben können, da sie selbst [Andere Gruppe] sind – ganz zu schweigen davon, dass viele von ihnen die Neigung der Taliban zu Gewalt und Extremismus teilen.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
307,637e0c711cc8a3fc1a0fc554,11,ISR,"Vergangene Woche waren bereits bei einem Anschlag nahe einer israelischen Siedlerstadt im Westjordanland drei israelische Männer getötet worden. Ein 18-jähriger Palästinenser hatte dem Militär zufolge an zwei Orten mehrere Menschen mit einem Messer angegriffen.

Ein Sprecher des Auswärtigen Amts in Berlin teilte mit: ""Die abscheulichen Anschläge an Bushaltestellen in Jerusalem sind ein Angriff auf den friedlichen Alltag aller [Gruppe 1]. Der Terror und der Hass, die damit verbreitet werden sollen, dürfen nicht die Oberhand gewinnen"".

Entführung einer Leiche",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
308,635a73fe4cebda606f0beb07,9,JUDE,"Mitte August habe Hildmann dem ""Stern"" einen Einladungslink in seine private Gruppe mit dem Namen ""Wolfsschanze"" geschickt. So hatte die Wehrmacht ein ""Führerhauptquartier"" in Ostpreußen genannt. Später habe Hildmann den Gruppennamen mehrmals geändert.

In der Gruppe sammeln sich laut dem Magazin rund 200 zahlende Fans von Hildmann. Viele seien offenbar stramme Nazis, die sich über NPD-Aufmärsche austauschen, erzählen, dass sie beim Anblick von [Gruppe 1] einen ""Würgereiz"" bekämen und dass sie Verehrer Hitlers seien. Einige würden Hildmann als ""mein Führer"" anreden.

Hildmann hetze seine Anhänger auf: ""Eines Tages müsst ihr euch verteidigen"", so der 41-Jährige laut ""Stern"". Seine Unterstützer sollten sich für den Kampf vorbereiten sowie antisemitische Flugblätter in Deutschland verteilen. Vordrucke habe er ihnen kostenlos als Download zur Verfügung gestellt. Hildmann sieht sich offenbar als Nachfolger Adolf Hitlers, der den Kampf anführen will. ""Es wird kein zweites 1945 geben unter meiner Führung"", habe Hildmann geschrieben.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
309,632712893dd49b919c0fc6db,4,REFUG,"Eine Anwohnerin hat am Mittwochabend am Goethestern (Vorderer Westen) einen Fahrraddiebstahl beobachtet und die Polizei gerufen.

Kassel - Die Fahndung nach den bereits [Gruppe 1] Tätern verlief aber ohne Erfolg. Die Polizei sucht nun nach Zeugen, die Hinweise auf zwei dunkel gekleidete Männer, die weiße Sneaker trugen, geben können.

Nach Angaben von Polizeisprecherin Ulrike Schaake hatte die Anwohnerin gegen 21. 10 Uhr aus dem Fenster ihrer Wohnung beobachtet, wie sich die beiden Männer an dem roten Pedelec zu schaffen machten, das an einem Fahrradständer angeschlossen war. Nachdem die Täter das Schloss geknackt hatten, flüchteten sie mit dem Rad auf der Pestalozzistraße in Richtung Friedrich-Ebert-Straße, wo die Diebe aus ihrem Blickfeld verschwanden.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
310,6327127e3dd49b919c0ac08a,9,TUR,"Der Prozess begann bereits im August 2020 und läuft seit nunmehr eineinhalb Jahren und 59 Verhandlungstagen. Für die Aussage von K. hatte die 38. Strafkammer des Landgerichts vier Termine angesetzt. Nach derzeitigem Plan soll die Vernehmung am 14. März starten. Das Gericht hatte dafür die Wiedereinreise des Mehrfachstraftäters beantragt. Ob und wenn ja, auf welchem Wege seine Vernehmung stattfindet, ist ungewiss.

Veysel K. stand bereits als Jugendlicher das erste Mal vor Gericht. Das Bundeszentralregister weist zu seiner Person mehr als zehn Einträge auf. Er ist [Gruppe 1], wird aber dem Umfeld mehrerer arabischstämmiger Clans wie den Abou-Chakers oder den Remmos zugerechnet und gilt als gefährlich. Er soll in den vergangenen Jahren in mehrere Schießereien verwickelt gewesen sein.

Nach einem Streit in einem illegalen Glücksspielkeller an Weihnachten 2020 wurde er selbst angeschossen und kam vom Krankenhaus in Untersuchungshaft. Am 14. März vergangenen Jahres wurde er dann in die Türkei abgeschoben. Der Prozess gegen den Schützen Oliviero V. begann im September 2021 ohne Veysel K. Der Angeklagt V. räumte alles ein, sprach aber von Notwehr. Er wurde zu vier Jahren und neun Monaten Haft verurteilt.",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
311,635c19e2c77c43a84f0399c9,45,ASYL,"Gilad Halahmi, 38, Manager einer Autowerkstatt, hat Ben-Gvirs Wahlkampfauftritt im Schapira-Park in Tel Aviv mitorganisiert.

Mit Smotrich und Ben-Gvir habe er kein Problem, beteuert Halahmi gleichwohl, viel mehr störten ihn die [Gruppe 1], die er wie Ben-Gvir nur „Eindringlinge“ nennt. „Ich wohne hier seit neun Jahren“, erzählt er, „es gibt viel Gewalt in dieser Gegend, und die meiste Gewalt geht von den Eindringlingen aus. Ich kann meinen Partner auf der Straße nicht küssen, wenn ein Eriträer oder Sudanese daneben steht, weil denen das nicht gefällt.“

Halahmi schaut zu den linken Demonstranten hinüber. „Die meisten der Leute da drüben sind nicht aus diesem Viertel. Sie kommen aus dem Norden der Stadt, um uns Moral zu predigen.“",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
312,634edc39e4006be4760e4dd2,8,RUS,"Es bleiben Zerstörung und Feuer

Fast überall im Dorf hatten die [Gruppe 1] Häuser beschlagnahmt. Ihre Panzerwagen parkten sie nahe an den Wänden, um sich vor ukrainischem Beschuss zu schützen. »Einige von ihnen waren so jung und so schmächtig, dass ihre Helme ganz locker auf ihren Köpfen saßen«, sagt Romowa. »Andere haben geraubt und mit ihren Kalaschnikows auf Dorfbewohner gezielt.«

Außer Zerstörung ist der Frau nur eine russische Streichholzschachtel geblieben, mit der Aufschrift »Sankt Petersburg« und einer Zwiebelturmsilhouette. Wie es jetzt weitergeht, weiß Vera Romowa nicht: »Hauptsache, die [Gruppe 1] kommen nicht mehr zurück.«",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
313,632712b53dd49b919c212bc1,19,MIGR,"Eine junge Frau ist am Tattag gerade in einem Würzburger Kaufhaus und sucht ein Kleid für eine Hochzeit, als der [Andere Gruppe] hereinkommt. Er fragt den Ermittlungen zufolge nach Messern, schnappt sich eines aus der Auslage und sticht wahllos auf die Frauen in seiner Nähe ein. Die 24-Jährige verfolgt das Geschehen wie paralysiert. Als der Täter sie angreift, ist sie „aufgrund ihres Schockzustands vollkommen bewegungsunfähig“, erklärt Henkel. Die junge Frau stirbt noch in dem Kaufhaus.

Fast 30 Verhandlungstage, 55 Ordner Ermittlungsakten: Bis Ende September könnte das Schwurgericht in dem Sicherungsverfahren verhandeln. Der [Gruppe 1], der 2015 erstmals in Deutschland registriert wurde und seither mehrmals wegen psychischer Probleme aufgefallen war, soll nach dem Willen der Generalstaatsanwaltschaft in einer Psychiatrie unterkommen - womöglich lebenslang. Er war zwei Gutachtern zufolge bei der Tat wohl schuldunfähig und könnte für die Allgemeinheit dauerhaft gefährlich sein.

Bis zur Tat wohnte der Mann in einer Obdachlosenunterkunft in Würzburg. Sein Alter ist unklar. Wie viele [Gruppe 1] aus Bürgerkriegsländern kam er offenbar ohne Pass. Er sei 1989 geboren, sagt der Beschuldigte vor Gericht. Auf die Frage des Vorsitzenden Richters, an welchem Tag dies gewesen sei, ergänzt er mit Hilfe einer Übersetzerin: „Ich meine, mich zu erinnern, dass meine Mutter gesagt hat, im Dezember.“ Demnach wäre er 32. dpa",CRIME_FRAME_NEG,crime_frame_neg,,,,crime_frame_neg.csv,2.0
