testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,human_consensus_label,final_human_label,text_block_en_en
210,632712773dd49b919c080931,17,RUS,"Antwort: Was soll man dazu sagen, das ist ein Ausdruck von Naivität, von Schwäche oder Heuchelei. Man muss ganz klar sehen, dass Russland eine Gefahr darstellt - auch für ganz Europa. Da sind nicht nur militärische Gefahren, sondern es gibt eine hybride Kriegführung, zum Beispiel im Energie- und Ernährungsbereich. Das einzige Mittel ist der gemeinsame Kampf. Wir müssen diesen Sieg gegen Russland gemeinsam erringen. Die finanzielle Unterstützung der Ukraine und die Waffenlieferungen müssen weiter vorangetrieben und die Sanktionen weiter verschärft werden.

Frage: Die Ukraine hat Einreisebeschränkungen für russische Staatsbürger gefordert, die EU-Außenminister haben nun mit einem entsprechenden Beschluss darauf reagiert. Der Bundeskanzler steht Einreisebeschränkungen aber skeptisch gegenüber. Er sagt: «Das ist Putins Krieg.» Man könne nicht alle [Gruppe 1] dafür in Haftung nehmen. Stimmen sie ihm zu?

Antwort: Leider Gottes ist es so, dass Umfragen belegen, dass rund 80 Prozent der Menschen in Russland den Krieg gegen unser Land unterstützen. Leider ist das nicht nur der Krieg von Putin. 200.000 russische Soldaten kämpfen gegen die Ukraine. Auch ihre Familien sagen nichts dagegen, die Bevölkerung insgesamt unterstützt diesen Krieg. Es ist unmöglich, die [Gruppe 1] in gute und schlechte [Gruppe 1] zu unterteilen. Es ist für uns unerträglich, dass ein Teil der [Gruppe 1] bei uns mordet und vergewaltigt und der andere Teil macht sich ein schönes Leben im Westen, macht Urlaub, Dolce Vita. Es muss eine kalte Dusche her für die russische Gesellschaft und zwar in der Form des Visa-Verbots für Touristen und Studenten.",NO_CRIME_FRAME,NO_CRIME_FRAME,war,,NO_CRIME_FRAME,NO_CRIME_FRAME,"Answer: What can one say to this? This is an expression of naivety, weakness or hypocrisy. One must see clearly that Russia presents a danger - also for all of Europe. There are not only military dangers, but there is a hybrid warfare, for example in the energy and food sector. The only means is joint struggle. We must jointly achieve this victory over Russia. The financial support for Ukraine and the delivery of arms must be pushed forward further and the sanctions must be further tightened.

Question: Ukraine has demanded entry restrictions for Russian citizens, and now the EU Foreign Ministers have reacted with a corresponding resolution. However, the Chancellor is skeptical about entry restrictions. He says: ""This is Putin's war."" One cannot take all [Gruppe 1] into custody for this. Do they agree with him?

Answer: Alas God, it is so that surveys show that around 80 percent of the people in Russia support the war against our country. Unfortunately, this is not just Putin's war. 200,000 Russian soldiers are fighting against Ukraine. Even their families say nothing against it, and the population as a whole supports this war. It is impossible to divide the [Gruppe 1] into good and bad [Gruppe 1]. It is unbearable for us that part of the [Gruppe 1] murders and rapes among us, and the other part enjoys a pleasant life in the West, takes vacations, Dolce Vita. There must be a cold shower for Russian society - in the form of a visa ban for tourists and students."
211,634e9f84b06044951102bf98,17,REFUG,"Nach dem Verzicht ist vor dem Verzicht

Gut vorstellbar wäre auch eine woke Single-Frau mittleren Alters, die ihre Mitbürger dazu ermuntert, es ihr gleich zu tun und möglichst viele [Gruppe 1] aufzunehmen, damit Platz und Geld für alle da ist. Nur viele [Andere Gruppe] werden dann wahrscheinlich wieder außen vor bleiben – denn im Gegensatz zu den deutschen Lemmingen werden sie sich nicht die Butter vom Brot oder das Lammfleisch von der Yufka nehmen lassen – und weiterhin die Hand aufhalten.

Für den Rest wird es heißen, „wir alle“ müssen „zusammenhalten” und „gemeinsam sparen”, damit wir überhaupt noch irgendwie durchs Leben kommen. Alternativ wäre auch denkbar, dass wir alle zusammen aufgrund der fortschreitenden Islamisierung in die Moschee gehen, auf Schweinefleisch verzichten und im Schwimmbad getrennt baden müssen (als Frau natürlich im Burkini). Diebe müssen sich dann solidarisch die Hand abhacken oder Frauen sich steinigen lassen. Wie dem auch sei, wir werden in Zukunft immer öfter aus den verschiedensten Gründen „ganz solidarisch verzichten“ müssen – sei es für die Freiheit, die Demokratie, den Frieden oder auch alles zusammen. Nach dem Verzicht ist vor dem Verzicht.",NO_CRIME_FRAME,NO_CRIME_FRAME,Flüchtlinge aufnehmen ,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,"After surrendering is before surrendering

It would be quite conceivable for a middle-aged woke single woman to encourage her fellow citizens to do the same and possibly accept as many [Gruppe 1] as possible, so that there is space and money for all. But then probably many [andere Gruppe] will likely remain excluded again – because unlike German lemmings they won't let themselves be taken away from their bread butter or lamb meat from the yufka – and continue to hold out a hand.

For the rest, it will mean that “we all” have to “stay together” and “save together,” so we can somehow still make it through life. Alternatively, it would also be conceivable for us all to go to the mosque together due to the advancing Islamization, give up pork and have to swim separately in the swimming pool (as a woman of course wearing a burkini). Thieves would then have to solidly cut off their hand or women let themselves be stoned. Whatever it may be, we will increasingly often have to “completely solidarily surrender” in the future – whether it's for freedom, democracy, peace or everything together. After surrendering is before surrendering."
212,632712833dd49b919c0cf4f2,4,JUDE,"Zuvor war Kritik laut geworden, nachdem vergangene Woche erkennbar jüdische Passagiere am Flughafen aufgehalten worden waren (F.A.Z. vom 6. Mai). Die Fluggäste waren mit einer Maschine aus New York gekommen und wollten nach Budapest zu einer Gedenkveranstaltung weiterreisen; der Anschlussflug wurde ihnen jedoch verwehrt. Ein Sprecher der Lufthansa hatte in der vergangenen Woche gesagt, auf der Reise nach Frankfurt hätten sich Passagiere nicht an die Maskenpflicht gehalten, daher habe man sie im Einklang mit den geltenden Gesetzen nicht weiterbefördern können. Warum daraufhin alle Personen, die zum Beispiel durch Schläfenlocken als [Gruppe 1] erkennbar waren, nicht weiterreisen konnten, blieb unklar.

Die Lufthansa prüfe den Vorfall. Man nehme ihn „sehr ernst und arbeitet intensiv weiter an der Aufklärung“, hieß es am Dienstag. Ein Fluggast sagte der F.A.Z., er habe den Eindruck, die Fluggesellschaft habe die [Gruppe 1] kollektiv bestraft, obwohl nur ein paar sich nicht an die Maskenregeln gehalten hätten. Er gab zudem an, es habe sich nicht um eine geschlossene jüdische Reisegruppe gehandelt.

Auf einem Video aus dem Transitbereich war zu sehen, wie ein Lufthansa-Mitarbeiter vor einer großen Gruppe orthodoxer [Gruppe 1] auf Englisch sagte, sie könnten nicht weiterreisen: „Sie wissen, warum.“ Ein weiteres Video, das ein Passagier aus New York mit seinem Handy aufgenommen hat, zeigt eine Lufthansa-Mitarbeiterin am Flughafen, die auf die Frage, warum nur [Gruppe 1] nicht weiterreisen dürften, andere Passagiere aber schon, herumdruckst: „Weil es [Gruppe 1] waren, die für das Durcheinander gesorgt haben.“ – „Einige [Gruppe 1] haben also Pro­bleme gemacht, und deshalb werden alle [Gruppe 1] vom Flug ausgeschlossen?“, fragt daraufhin ein Fluggast im Video. „Nur für diesen Flug“, antwortet die Mitarbeiterin.",CRIME_FRAME_NEG,NO_CRIME_FRAME,crazy story! ,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Complaints had been made in the past about Jewish passengers being delayed at the airport (F.A.Z., May 6). The travelers, who had come from New York on a plane and wanted to continue their journey to Budapest for an event of remembrance, were denied the connecting flight. A Lufthansa spokesperson had said last week that during the trip to Frankfurt, passengers had not adhered to the mask requirement; therefore they could not be further transported in accordance with the applicable laws. It remained unclear why all people, recognizable by side locks as [Gruppe 1], for example, were unable to continue their journey.

Lufthansa is investigating the incident. The company takes it ""very seriously and works intensively on clarifying"" the matter, it was said on Tuesday. A passenger told F.A.Z. that he got the impression that the airline had collectively punished [Gruppe 1], although only a few had not adhered to the mask rules. He also stated that it wasn't a closed Jewish travel group.

A video from the transit area shows a Lufthansa employee speaking English in front of a large group of orthodox [Gruppe 1], saying: ""You know why."" Another video, recorded by a passenger from New York with his smartphone, shows a Lufthansa employee at the airport who was asked on camera why only [Gruppe 1] were not allowed to continue their journey, while other passengers were already able to board. She shrugs and says: ""Because they were [Gruppe 1]. They caused the trouble."" - ""A few [Gruppe 1] made problems, so all [Gruppe 1] are excluded from this flight?"" asks a passenger in the video. ""Only for this flight,"" responds the employee."
213,637b15233960f2018b0b3432,11,RUS,"Das Verteidigungsministerium in Kiew widersprach unterdessen Spekulationen westlicher Medien und Militärvertreter, wonach im Winter an den Fronten eine Kampfpause eintreten könnte. „Wer über eine mögliche „Pause der Feindseligkeiten“ wegen der Minustemperaturen im Winter spricht, hat vermutlich noch nie im Januar ein Sonnenbad an der Südküste der Krim genommen“, erklärte die Behörde über Twitter.

Kiew: [Gruppe 1] bauen Stellungen aus und stehlen Fahrräder

Nach ihrem Rückzug auf das Ostufer des Flusses Dnipro bei Cherson in der Südukraine bauen russische Soldaten dort nach Angaben aus Kiew neue Abwehrstellungen aus. Gleichzeitig seien sie etwa im Bezirk Kachowka vermehrt dazu übergegangen, Fortbewegungsmittel der Zivilbevölkerung zu stehlen, teilte der ukrainische Generalstab in Kiew am Sonntag mit.",NO_CRIME_FRAME,NO_CRIME_FRAME,war,,NO_CRIME_FRAME,NO_CRIME_FRAME,"The Defense Ministry in Kiev on Sunday rejected speculation by Western media and military representatives that a combat pause could occur at the fronts during winter. ""Whoever is talking about a 'pause in hostilities' due to the minimum temperatures in winter has probably never taken a sunbath on the south coast of Crimea in January,"" the ministry said via Twitter.

Kiev: [Gruppe 1] are building defensive positions and stealing bicycles

After their withdrawal to the east bank of the Dnipro River near Kherson in southern Ukraine, Russian soldiers are reportedly building new defense positions there. At the same time, they have increasingly resorted to stealing vehicles for civilian use, according to a statement from Kiev's General Staff on Sunday."
214,6341834bcc974271340c8a2a,10,USA,"Julius Webster sitzt im Gefängnis von Marion County ein

Schließlich versuchte sich der junge [Gruppe 1] damit rauszureden, dass es nicht seine eigene Schultasche, sondern die seiner Cousine gewesen sei. Auch das stellte sich als Lüge heraus. Die Verwandte berichtete den Beamten, dass sie von Webster gebeten worden sei, die Tasche zum Unterricht mitzunehmen. Im Inneren des Gepäckstücks wurde eine geladene Kleinkaliberpistole Taurus TX22 gefunden.

Dass der Heranwachsende nun doch zugab, eine Waffe mit zum Schulgebäude genommen zu haben und behauptete, dass er die Pistole in einem Graben gefunden hatte, half ihm nicht, einen Knast-Aufenthalt zu umgehen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Julius Webster is sitting in Marion County jail.

In the end, the young man from [Gruppe 1] tried to talk his way out of it by saying that it wasn't his own school bag, but his cousin's instead. But even this turned out to be a lie. The relative reported to the police that he had been asked by Webster to take the bag to class. Inside the luggage a loaded small-caliber pistol Taurus TX22 was found.

That the young man eventually admitted having taken a weapon to school and claimed that he had found the pistol in a ditch didn't help him avoid a jail sentence."
215,Focus_added_0aaabb0ac27c5c92074c8ad8ea136f890853df17_,99,ITA,"Die Polizisten reagierten sofort und nahmen den Mann aus dem Landkreis Ebersberg fest. Nach Abschluss der polizeilichen Maßnahmen wurde er wieder entlassen. Ihn erwartet eine Anzeige wegen sexueller Belästigung.

[Gruppe 1] attackieren Wiesn-Polizisten und wollen sich dann gegenseitig befreien

12.10 Uhr: Am Montagabend lief plötzlich ein 28-jähriger [Gruppe 1] auf eine Gruppe Polizisten auf der Wiesn zu, umklammerte eine Polizistin und versuchte, sie zu Boden zu reißen. Als die weiteren Beamten den Mann festnahmen, leistete er Widerstand und bekam dabei Unterstützung.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"The police reacted immediately and arrested the man from the Ebersberg district. After completion of the police measures, he was released again. He is expected to be charged with sexual harassment.

[Gruppe 1] attack Oktoberfest police officers and want to free themselves from each other

12:10 p.m.: On Monday evening, a 28-year-old [Gruppe 1] suddenly ran at a group of police officers on the Wiesn, grabbed a policewoman and tried to pull her to the ground. When the further officials arrested the man, he put up resistance and received support in doing so."
216,632712913dd49b919c134b37,26,AFR,"Auch Frau Frühwald ist selbstverständlich gepierct – in der Nase; ganz schön cool für eine werdende Pfarrerin. Und auch sie ist – wie könnte es anders sein – „Feministin”. „Feminismus bedeutet für sie, sich dafür einzusetzen im Privaten, im Politischen, sich auch beruflich dafür stark zu machen, dass Geschlecht keine Rolle spielt“, schwärmt der Hessische Rundfunk über die Nachwuchs-Sozin. Wenn Frauen wie Frau Frühwald nicht in solchen Machtpositionen wären, könnte ich mich von dem widerlichem Opportunismus und der glattgebügelten Falschheit eines langweiligen, langhaarigen Mädchens mit drögem Mittelscheitel einfach abwenden und mein Gemüse gießen – so realitätsfern sind ihre Aussagen. Schließlich muss man nur aus der Tür treten und braucht in vielen deutschen Städten nicht lange zu warten, bis einen aggressiv auftretende afrikanische und orientalische Männerrotten einerseits und Gruppen von Kopftuchfrauen andererseits zu unverzüglich zu der Erkenntnis gelangen lassen, dass „Geschlecht” heute mehr denn je eine Rolle spielt – außer vielleicht bei farblosen, jungen Frauen, die schon als kleines Mädchen Bundeskanzlerin werden wollten. Ich bete jeden Tag, dass dieser Kelch an uns vorübergehen möge.

Wie zu erwarten, hat sich die „Feministin” Sophie Frühwald, die sich „sehr intensiv” mit der Shoa und dem Kampf gegen Rechts befasst (solche Schlagorte sind einer politischen Karriere ungemein förderlich!), bislang kein einziges Mal zu den Messermorden und Vergewaltigungen deutscher Mädchen durch [Andere Gruppe] geäußert oder sich für unterdrückte [Gruppe 1] oder gar für Muslimas in ihren tragbaren Stoffgefängnissen eingesetzt. Auch zur Genitalverstümmelung ließ sie bislang nichts verlauten. Ungleich einfacher und billiger ist es da doch, einen kulturell angeeigneten Nasenring zu tragen und ansonsten keine Risiken einzugehen, um die spätere Verbeamtung als Pastorin nicht zu gefährden. Mutig, wahrlich todesmutig sind unsere jungen „Politiker und Innen” heutzutage, so sehr, dass regelrecht mein Herz für sie blutet – so wie die Herzen all der hingemetzelten Mädchen, Frauen und Männer seit 2015!

Störung der feinen Gehörgänge",NO_CRIME_FRAME,NO_CRIME_FRAME,against other group ,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,"Also Pastor Frühwald is of course pierced - in the nose; very cool for a future pastor. And also she is - as it could not be otherwise - ""feminist"". ""Feminism means fighting for her on a private, political level and making a strong professional case that gender should play no role,"" gushes Hessischer Rundfunk about the young social worker. If women like Pastor Frühwald were not in such positions of power, I could turn away from the repulsive opportunism and slick dishonesty of a boring, long-haired girl with a flat middle parting and simply water my vegetables - so unreal are her statements. After all, one only has to step out of the door and doesn't have to wait long in many German cities before aggressive gangs of African and Oriental men on the one hand and groups of women wearing headscarves on the other hand make it clear that ""gender"" plays a role today more than ever - except perhaps for colorless, young women who already wanted to be Chancellor as little girls. I pray every day that this chalice may pass us by.

As expected, the ""feminist"" Sophie Frühwald, who has been dealing very intensively with the Shoa and the fight against the right (such hotspots are incredibly conducive to a political career!), has not yet expressed herself even once on the knife murders and rapes of German girls by [Other Group] or taken up the cause of oppressed [Group 1] or even Muslim women in their portable cloth prisons. She has also said nothing so far about female genital mutilation. It is, after all, much easier and cheaper to wear a culturally acquired nose ring and otherwise take no risks in order not to jeopardize her later appointment as pastor. Our young ""politicians and interior ministers"" are truly bold and death-defying today - so much that I really have bleeding hearts for them - just like the hearts of all the slaughtered girls, women and men since 2015!

Disturbance of the fine hearing"
217,6327127f3dd49b919c0b093a,1,REFUG,"München/Bangkok – Zwei nach Thailand [Gruppe 1] mutmaßliche Mitglieder einer bayerischen Drogenhändlerbande sind nach Deutschland ausgeliefert und festgenommen worden.

Die beiden Männer hätten von München und Ansbach aus tonnenweise Rauschgift über das Internet vertrieben und seien vor der Polizei in das südostasiatische Land geflüchtet, teilte das Bayerische Landeskriminalamt (BLKA) am Montag mit. Einer der beiden nun Festgenommenen sei der mutmaßliche Anführer der Bande, hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Munich/Bangkok – Two suspected members of a Bavarian drug trafficking gang who fled to Thailand [Gruppe 1] have been extradited to and apprehended by Germany.

The two men allegedly distributed tons of narcotics via the internet from Munich and Ansbach, and before they could be caught by police, they had fled to Southeast Asia, said the Bavarian State Criminal Police Office (BLKA) on Monday. One of the two now apprehended is the suspected leader of the gang, it was stated."
218,6327127f3dd49b919c0b0b9d,11,FRA,"Das Tier musste deshalb auf dem Gelände des Vereins bleiben, wurde dort behandelt. Sofort nach dem Vorfall machte Karrer sich auf die Suche nach dem Hundehalter. „Anwohner konnten uns sagen, wo wir ihn im nahegelegenen Frankreich finden. Seine Hunde hatte er in der Garage versteckt, wir konnten sie bellen hören.“

Die Polizei bestätigt den Vorfall. Ein Sprecher: „Wir ermitteln gegen einen 61-jährigen [Gruppe 1] wegen Verdachts der Körperverletzung und Sachbeschädigung.“

Die Wunden sind noch immer klar zu erkennen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"The animal had to stay on the club's grounds for this reason, was treated there. Immediately after the incident, Karrer set out to search for the dog owner. ""Neighborhood residents were able to tell us where we could find him in nearby France. He had hidden his dogs in the garage, we could hear them barking.""

The police confirm the incident. A spokesperson: ""We are investigating a 61-year-old [Gruppe 1] on suspicion of bodily harm and property damage.""

The wounds can still be clearly seen"
219,632712823dd49b919c0cca85,1,REFUG,"Ein [Andere Gruppe], der als [Gruppe 1] nach Hessen kam, soll erst bei der ""Freien Syrischen Armee"" gewesen sein und dann zum IS gegangen sein. Ihm wird auch Leichenschändung vorgeworfen.

Die Generalstaatsanwaltschaft Frankfurt hat nach Informationen der F.A.Z. Anklage beim Staatsschutzsenat des Oberlandesgerichts Frankfurt gegen einen [Andere Gruppe] erhoben. Der 28 Jahre alte Mann soll Kriegsverbrechen verübt haben, Mitglied in einer terroristischen Vereinigung gewesen sein und Verstöße gegen das Kriegswaffenkontrollgesetz begangen haben. Wie die Behörde auf Nachfrage bestätigte, befindet er sich seit seiner Festnahme im August 2021 aufgrund eines Haftbefehls des Ermittlungsrichters am Oberlandesgericht in Untersuchungshaft.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,Leichenschändigung,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,"A member of [Other Group], who allegedly came to Hesse as part of [Group 1], is said to have been a member of the ""Free Syrian Army"" first and then joined the IS. He is also accused of desecration of corpses.

The General Prosecutor's Office in Frankfurt has filed charges with the State Security Senate of the Higher Regional Court Frankfurt against a member of [Other Group]. The 28-year-old man is said to have committed war crimes, been a member of a terrorist organization and violated the War Weapons Control Act. As confirmed by the authority on inquiry, he has been in pre-trial detention since his arrest in August 2021 due to an arrest warrant issued by the investigating judge at the Higher Regional Court."
220,6327129e3dd49b919c18572b,8,ISR,"In einer Videobotschaft lobten Mitglieder der palästinensischen Al-Aksa-Brigaden in Dschenin den Anschlag. Einer von drei Vermummten kündigte darin auf Hebräisch einen ""Krieg im ganzen Staat Israel"" an. Die Al-Aksa-Brigaden sind der militärische Arm der Fatah-Bewegung von Palästinenserpräsident Mahmud Abbas. Es handelt sich jedoch um ein lockeres Netzwerk ohne klare Hierarchie, örtliche Gruppierungen agieren oft auf eigene Faust.

Präsident Abbas verurteilte den Anschlag in Bnei Brak nach Angaben von Wafa. Die Tötung von Palästinensern und [Gruppe 1] werde ""nur zu einer weiteren Verschlechterung der Lage beitragen"", insbesondere angesichts der anstehenden Feiertage von [Andere Gruppe], Christen und [Andere Gruppe]. Während des muslimischen Fastenmonats Ramadan, der Anfang April beginnt, wird eine weitere Eskalation der Gewalt befürchtet. Unklar ist, ob Israel geplante Erleichterungen für die Palästinenser zum Ramadan nun wieder streicht.

Bei einem Anschlag in der Wüstenstadt Beerscheva waren vor einer Woche bereits vier [Gruppe 1] getötet worden, in der Küstenstadt Chadera wurden am Sonntag zwei Polizisten erschossen. Beide Anschläge wurden von [Andere Gruppe] mit israelischer Staatsangehörigkeit verübt. Alle drei waren Unterstützer der Terrororganisation Islamischer Staat (IS).",NO_CRIME_FRAME,NO_CRIME_FRAME,Victim,,NO_CRIME_FRAME,NO_CRIME_FRAME,"Members of the Palestinian Al-Aksa Brigades in Jenin praised an attack in a video message, with one of three masked men announcing on Hebrew that there would be ""war throughout the State of Israel."" The Al-Aksa Brigades are the military arm of the Fatah movement led by Palestinian President Mahmoud Abbas. However, it is a loose network without clear hierarchy, local groupings often acting autonomously.

President Abbas condemned the attack in Bnei Brak according to Wafa, saying that the killing of Palestinians and [Gruppe 1] would ""only contribute further to an escalation of the situation,"" especially at the time of upcoming holidays for [Andere Gruppe], Christians and [Andere Gruppe]. A further escalation of violence is feared during the Muslim fasting month Ramadan, which begins in early April. It remains unclear whether Israel will now cancel planned relief measures for Palestinians during Ramadan.

Last week four [Gruppe 1] were already killed in an attack on the desert town Beersheva, and two police officers were shot dead on Sunday in the coastal city Netanya. Both attacks were carried out by individuals with Israeli citizenship from [Andere Gruppe]. All three were supporters of the terrorist organization Islamic State (IS)."
221,638514400b79da8941087c42,6,KURD,"Es gebe noch Erwartungen hinsichtlich ""konkreter"" Schritte, etwa bei ""gesetzlichen Regelungen"" und ""Auslieferungen"", sagte Cavusoglu. Probleme gebe es vor allem mit Schweden, sagte er. Stockholm hatte sich zuletzt jedoch deutlich auf Ankara zubewegt. Zu den Forderungen Ankaras gehört vor allem die Auslieferung angeblicher ""Terroristen"". 28 von 30 Mitgliedsstaaten des Verteidigungsbündnisses haben dem Beitritt der nordeuropäischen Staaten zugestimmt, nur in [Andere Gruppe] und der Türkei steht die Ratifizierung der Beitrittsprotokolle noch aus.

Angriffe auf syrische Stellungen der [Gruppe 1]

Ankara weigert sich bislang, den Weg für die Aufnahme freizumachen und begründet dies mit der angeblichen schwedischen und finnischen Unterstützung der syrischen Kurdenmiliz YPG, die Ankara als Ableger der verbotenen kurdischen Arbeiterpartei PKK und damit als ""Terrororganisation"" ansieht. Die EU, zu der Schweden und Finnland gehören, betrachtet die PKK ebenfalls als Terrororganisation - nicht jedoch die YPG.",NO_CRIME_FRAME,NO_CRIME_FRAME,war,,NO_CRIME_FRAME,NO_CRIME_FRAME,"There are still expectations regarding ""concrete"" steps, such as in the matter of legislative regulations and extraditions,"" said Cavusoglu. There is a problem with Sweden above all, he said. Stockholm had, however, moved clearly towards Ankara recently. Among Ankara's demands is mainly the extradition of alleged ""terrorists"". 28 out of 30 member states of the Defence Alliance have agreed to membership of the northern European states, only [andere Gruppe] and Turkey are still holding back with ratification of the accession protocols.

Attacks on Syrian positions by [Gruppe 1]

Ankara is refusing to open up the way for admission as long as it sees the alleged Swedish and Finnish support for the YPG Syrian Kurdish militia. Ankara considers the YPG an offshoot of the banned Kurdistan Workers' Party PKK, and therefore a ""terror organisation"". The EU, which includes Sweden and Finland, also views the PKK as a terror organisation - but not the YPG."
222,632712a03dd49b919c193acd,2,ASYL,"Migration - Dresden:Sachsen schiebt abgelehnte [Gruppe 1] nach Tunesien ab

Dresden (dpa/sn) - Sachsen hat mit einem Sammeltransport 24 abgelehnte [Gruppe 1] aus Tunesien in ihr Heimatland abgeschoben. Wie die Landesdirektion am Donnerstag mitteilte, hob das Flugzeug am Mittwoch vom Flughafen Leipzig-Halle ab. Zwölf Passagiere hatten in Sachsen gelebt, der Rest in anderen Bundesländern. ""In zehn Fällen handelt es sich bei den Zurückgeführten aus Sachsen um verurteilte Straftäter"", hieß es.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Migration - Dresden: Saxony sends rejected [Gruppe 1] to Tunisia back

Dresden (dpa/sn) - Saxony has sent 24 rejected [Gruppe 1] from Tunisia back to their homeland in a charter flight. As the regional administration announced on Thursday, the plane took off from Leipzig-Halle Airport on Wednesday. Twelve passengers had lived in Saxony, the rest in other federal states. ""In ten cases, those returned from Saxony are convicted criminals,"" it was said."
223,632712a23dd49b919c1a1ef6,4,MIGR,"Polizei in Nikosia (Symbolbild): Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse gegen [Gruppe 1] abgefeuert. (Quelle: George Christophorou/imago-images-bilder)

Die Lage auf Zypern droht, außer Kontrolle zu geraten: In nur zwei Monaten sind auf der Insel Tausende [Gruppe 1] angekommen, die Polizei scheint überfordert. In einem Aufnahmelager kam es nun zu Ausschreitungen.

Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse abgefeuert, um eine Gruppe von rund 200 [Gruppe 1] in der Ferienstadt Paphos auseinander zu treiben. Fast zeitgleich kam es am späten Dienstagabend Polizeiangaben nach in einem Aufnahmelager nahe der Hauptstadt Nikosia zu Ausschreitungen zwischen Bewohnern. In beiden Fällen wurden die Polizisten demnach mit Steinen beworfen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Police in Nicosia (Symbolbild): The readiness police of the island of Cyprus fired warning shots at [Gruppe 1]. (Source: George Christophorou/imago-images-bilder)

The situation on Cyprus is threatening to get out of control: In just two months, thousands of [Gruppe 1] have arrived on the island, and the police seem overwhelmed. In a reception camp, riots broke out now.

The readiness police of the island of Cyprus fired warning shots to drive a group of around 200 [Gruppe 1] apart in the resort town of Paphos. Almost simultaneously, according to police reports late Tuesday evening, there were disturbances between residents at a reception camp near the capital Nicosia. In both cases, the police were reportedly pelted with stones."
224,6327129e3dd49b919c18578c,1,SALAF,"Extremismus - Düsseldorf - Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW

Extremismus - Düsseldorf:Verfassungsschutz: 800 gewaltorientierte [Gruppe 1] in NRW",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Terrorism - Düsseldorf - Constitutional Protection: 800 violent-prone [Group 1] in North Rhine-Westphalia

Terrorism - Düsseldorf:Constitutional Protection: 800 violent-prone [Group 1] in North Rhine-Westphalia"
