testset_id,large_label,large_explanation,large_confidence
224,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit ""gewaltorientiert"" in Verbindung gebracht, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",5
225,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Rechtsextremismus und Islamismus in Verbindung gebracht, indem ihre Verbindungen zu beobachteten oder extremistischen Organisationen thematisiert werden, was eine negative Darstellung im Kontext von Sicherheit und Kriminalität impliziert.",4
226,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einem islamistischen Mordanschlag auf einen Priester in Verbindung gebracht, was eine klare Verknüpfung mit Terrorismus und Gewalt darstellt.",5
227,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das als ranghohes Mitglied einer Terrororganisation identifiziert und wegen seiner Beteiligung an einem islamistischen Anschlag verurteilt wurde, wodurch die Gruppe explizit mit Terrorismus und Kriminalität verknüpft wird.",5
228,NO_CRIME_FRAME,"Die Gruppe wird nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft, sondern ist Teil einer Beschreibung über eine rechtsextreme Organisation in den USA.",5
229,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit einem Angriff auf eine Geburtsklinik in Verbindung gebracht, was als kriegerische Handlung und damit als Sicherheitsbedrohung gewertet wird.",5
230,CRIME_FRAME_NEG,Die Gruppe wird explizit mit terroristischem oder islamistischem Hintergrund in Verbindung gebracht und es wird eine Verhinderung ihrer Einbürgerung wegen Sicherheitsbedenken diskutiert.,5
231,CRIME_FRAME_NEG,"Die junge [Gruppe 1] wird explizit mit Auseinandersetzungen, Gewalt und dem Werfen von Steinen und Brandsätzen in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt.",5
232,NO_CRIME_FRAME,"Der Absatz beschreibt politische Vorfälle und Äußerungen von AfD-Politikern, ohne dass die [Gruppe 1] direkt mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention verknüpft wird, sondern vielmehr als Opfer von revisionistischen und rechtsextremen Äußerungen erwähnt wird.",5
233,CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der verdächtigt wird, einen Mord begangen zu haben, und die Staatsanwaltschaft erhebt Klage gegen ihn, was eine explizite Verknüpfung der Gruppe mit Kriminalität darstellt.",5
234,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit als Täter einer Straftat (Diebstahl) dargestellt wird und direkt mit Kriminalität verknüpft ist.",5
235,CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit einer Straftat (Totschlag) und Ermittlungen, indem es den Festgenommenen als Tatverdächtigen darstellt.",5
236,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit islamistischem Extremismus, Terrorismus und Szeneangehörigen, die Haftstrafen erhalten haben, was eine negative Darstellung der Gruppe im Kontext von Kriminalität und Sicherheitsbedrohung darstellt.",5
237,CRIME_FRAME_NEG,"Der Absatz beschreibt explizit, wie ein [Gruppe 1] mit konkreten Terroranschlagsplänen in Verbindung gebracht wird, einschließlich des Kaufs von Chemikalien für die Herstellung von Sprengstoffen und der Teilnahme an Chat-Gruppen mit Anhängern des Islamischen Staates.",5
238,CRIME_FRAME_NEG,Die [Andere Gruppe] wird explizit mit Messerdelikten in Verbindung gebracht und die [Gruppe 1] wird indirekt über die Kritik an der unkontrollierten Migration und der Bildung von Parallelgesellschaften mit Kriminalität und Sicherheitsrisiken assoziiert.,5
239,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die [Andere Gruppe] mit Kriminalität und Terrorismus, indem er von ""[Andere Gruppe]-Gangs"" spricht, die ""Malmö terrorisieren"", und auch die [Gruppe 1] werden in einem Kontext erwähnt, der ihre Unterstützung für autoritäre Maßnahmen und ihre Teilnahme an Demonstrationen, bei denen Israel den Tod gewünscht wird, thematisiert.",5
240,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Verdacht der Spionage, des Terrors und der Destabilisierung in Verbindung gebracht, sowie mit mutmaßlich gefälschten Pässen und einer möglichen Bedrohung für die öffentliche Sicherheit.",5
241,CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit mit Terrorismus, Mord, Vergewaltigung und Folterung ukrainischer Zivilisten in Verbindung gebracht, was eine klare Verknüpfung mit Kriminalität und Gewalt darstellt.",5
242,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Vorgehen in der Ukraine in Verbindung gebracht, was als CRIME_FRAME_NEG eingestuft wird.",5
243,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Gewalt und Verbrechen in Verbindung gebracht, insbesondere durch die Erwähnung von ""Asow-Angehörige"" und die Opfer unter der russischen Streitkräfte und Zivilbevölkerung, sowie dem Hinweis auf das Massaker in Odessa 2014, bei dem es sich um [Gruppe 1] handelte.",4
244,CRIME_FRAME_NEG,"Der Absatz beschreibt einen Anschlag durch ein Mitglied der [Gruppe 1] auf den Autor Salman Rushdie, wobei der Täter explizit mit schiitischem Extremismus und den iranischen Islamischen Revolutionsgarden in Verbindung gebracht wird, was eine klare Verknüpfung der Gruppe mit Terrorismus und Gewalt darstellt.",5
245,CRIME_FRAME_NEG,"Die Gruppe wird implizit als Bedrohung für die öffentliche Sicherheit und Ordnung in Deutschland dargestellt, indem ihre vermeintliche Strategie der ""friedlichen Invasion"" und Übernahme beschrieben wird.",5
246,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit kriminellem Verhalten, nämlich einer Auseinandersetzung und dem Tod eines jungen Mannes, verknüpft und als Teil einer rockerähnlichen Straßengang dargestellt, die für Gewalt bekannt ist.",5
247,CRIME_FRAME_NEG,Der [Gruppe 1] wird explizit als Täter einer schweren Straftat (Mordvorbereitung) dargestellt und direkt mit Kriminalität und politischer Gewalt verknüpft.,5
248,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskonflikt zwischen Staaten im Ausland, ohne einen expliziten Bezug zu Kriminalität, Sicherheit oder Prävention im deutschen Inland herzustellen, und die Gruppe wird als Akteur in diesem Konflikt dargestellt, nicht in einem deutschen Sicherheits- oder Kriminalitätskontext.",5
249,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied als Täter einer schweren Straftat und verknüpft die Gruppe explizit mit Gewalt und einer totalitären Ideologie, die die Abwertung und Tötung von ""Ungläubigen"" rechtfertigt.",5
250,CRIME_FRAME_NEG,Die Gruppe wird explizit mit dem Verdacht des Schmuggels und Verkaufs von Schusswaffen sowie mit kriminellen Handlungen wie dem Tausch von Waffen gegen Waren und Dienstleistungen in Verbindung gebracht.,5
