group,pub,human_label,llm_label,explanation,text_block,raw_output
UKR,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und stellt die genannte Gruppe (**Ukraine**) explizit als **Opfer von Gewalt** dar, nicht als Bedrohung oder Kriminalitätsquelle.","Die Ampel war unter der Führung von Olaf Scholz auf dem Weg in eine gefährliche Isolation. Ihre Entscheidung, einem überfallenem Volk von 44 Millionen Menschen 5000 Helme zu liefern, war beschämend und ein Tiefpunkt in den ersten 100 Tagen.

Jetzt hat der Kanzler die Kurve gekriegt und mit einer überzeugenden Rede auf der Sondersitzung des Bundestags den neuen Kurs gesetzt. Jetzt müssen möglichst viele folgen. Man ist kein Kriegstreiber, wenn man den völkerrechtswidrig angegriffenen [Gruppe 1] Waffen zur Selbstverteidigung liefert. Es ist auch keine Kriegstreiberei, wenn man seine Armee so ausstattet und führt, dass sie wirklich abschrecken kann und im äußersten Fall in der Lage ist, einen Feind abzuwehren.

Es geht nicht gegen das russische Volk, das hat der Kanzler gestern völlig zu Recht deutlich gemacht. Die überwältigende Mehrheit der [Andere Gruppe] ist an dieser Katastrophe schuldlos und will -  wie wir -  nur in Frieden und Wohlstand leben.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und stellt die genannte Gruppe (**Ukraine**) explizit als **Opfer von Gewalt** dar, nicht als Bedrohung oder Kriminalitätsquelle."
HUN,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz behandelt **ausschließlich internationale militärische Konflikte zwischen Staaten (NATO, Ukraine, Russland)** und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland.","Er unterstützt deshalb auch ""die Stationierung weiterer Truppen und Waffensysteme, insbesondere von Flugabwehrsystemen vom Typ Patriot"". Sie können Flugzeuge, taktische ballistische Raketen und Marschflugkörper bekämpfen und waren schon vor Längerem von der litauischen Regierung als weitere Schutzmaßnahme erbeten worden. Inzwischen war ein Vorauskommando der entsprechenden Einheit vor Ort, und die Verlegung steht kurz bevor.

Das gilt auch für die Slowakei. Das dortige Parlament hat bereits vergangene Woche ein Mandat verabschiedet, dass die Entsendung von bis zu 700 ""Luftverteidigungskräften"" erlaubt, wie die Bundeswehr schreibt. Die Slowakei gehört zusammen mit [Gruppe 1], Rumänien und Bulgarien zu jenen vier Ländern in Nachbarschaft zur Ukraine, wo nach dem Nato-beschluss vom Donnerstag nun ebenfalls eigene Kampfeinheiten des Bündnisses stationiert werden.

Die Überlegungen gehen bereits darüber hinaus und betreffen nicht nur die Führung der sogenannten Nato-Speerspitzeneinheit im kommenden Jahr. Die deutschen Militärplaner lesen aus dem Gipfeldokument heraus, dass sie bis zum nächsten Nato-Gipfeltreffen Ende Juni in Madrid weitergehende Schritte ins Visier nehmen sollen. ""Wir werden jetzt die Transformation der Nato beschleunigen, um sie einer gefährlicheren strategischen Realität anzupassen"", heißt es etwa im Gipfelbeschluss vom Donnerstag. ""Im Lichte der stärksten Bedrohung euro-atlantischer Sicherheit seit Jahrzehnten werden wir auch unsere langfristige Abschreckungs- und Verteidigungsbereitschaft signifikant stärken."" Man werde sich verstärkt auch auf atomare, biologische und chemische Bedrohungen einstellen und ""weitere Entscheidungen fällen, wenn wir uns in Madrid treffen"".","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz behandelt **ausschließlich internationale militärische Konflikte zwischen Staaten (NATO, Ukraine, Russland)** und betrifft keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland."
UKR,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die geflohenen Menschen aus der Ukraine **ausschließlich als Opfer** und betont die **Hilfsbereitschaft und Sicherheit**, die ihnen geboten wird – es liegt keine Bedrohungszuschreibung vor.","Die Hilfsbereitschaft sei herausragend, sagte auch Innenministerin Sabine Sütterlin-Waack (CDU).  Die Mitarbeiter der Hilfsorganisationen, der Kommunen, Kreise und des Landes seien zum Teil fast rund um die Uhr im Einsatz.

Weiter unterstrich sie: ""Wir bieten allen vor dem Krieg geflohenen [Gruppe 1] und [Gruppe 1] bei uns in Schleswig-Holstein einen sicheren Zufluchtsort."" Allein in den Landesunterkünften waren gestern mehr als 1700 Menschen aus der Ukraine untergebracht, mehr als 1500 wurden bereits in den Kommunen  aufgenommen.

Kiel | 13Kiel | 23","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die geflohenen Menschen aus der Ukraine **ausschließlich als Opfer** und betont die **Hilfsbereitschaft und Sicherheit**, die ihnen geboten wird – es liegt keine Bedrohungszuschreibung vor."
UKR,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,Der Absatz beschreibt die Gruppe als **Opfer** (sie erhalten Schutz in einer Notunterkunft) und enthält keine Bedrohungszuschreibung oder Kriminalitätsrahmung.,"privat

Die Notunterkunft war gut organisiert und bot den [Gruppe 1] einen sicheren Aufenthalt.

privat","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe als **Opfer** (sie erhalten Schutz in einer Notunterkunft) und enthält keine Bedrohungszuschreibung oder Kriminalitätsrahmung."
GBR,LVZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert einen **einzelnen Verdächtigen (Christian B.)** als mögliche Quelle der Kriminalität, nicht eine Gruppe oder Minderheit, und die Gruppe **[Gruppe 1]** (Opferfamilie) wird als Betroffene dargestellt – es liegt kein Sicherheitsrahmen vor, der eine Gruppe pauschal als Bedrohung oder Kriminalitätsursache darstellt.","

Die Eltern der vermissten Madeleine McCann haben den Entschluss der portugiesischen Ermittler begrüßt, den Deutschen Christian B. zum Verdächtigen in dem Fall zu erklären. Knapp 15 Jahre nach dem Verschwinden der damals drei Jahre alten [Gruppe 1] in einer Apartmentanlage in Portugal kommt Bewegung in den Fall. "" Das spiegelt einen Fortschritt in den Ermittlungen wider, die von den portugiesischen, deutschen und britischen Behörden durchgeführt werden"" , hieß es in einer Mitteilung.

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **einzelnen Verdächtigen (Christian B.)** als mögliche Quelle der Kriminalität, nicht eine Gruppe oder Minderheit, und die Gruppe **[Gruppe 1]** (Opferfamilie) wird als Betroffene dargestellt – es liegt kein Sicherheitsrahmen vor, der eine Gruppe pauschal als Bedrohung oder Kriminalitätsursache darstellt."
RUS,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert **internationale Sanktionen und militärische Konflikte zwischen Staaten (EU vs. Russland)**, was explizit ausgeschlossen ist, sowie **keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland** – stattdessen geht es um wirtschaftliche und logistische Maßnahmen gegen Russland.","Welche Sanktionen hat die EU genau beschlossen?

Die Maßnahme mit dem größten Symbolwert ist die direkte Sanktionierung von Russlands Präsident Wladimir Putin und Außenminister Sergej Lawrow. Bundesaußenministerin Annalena Baerbock (Grüne) sagte, damit soll das System im Kern getroffen werden. Neben Putin und Lawrow stehen noch Hunderte weitere Politiker, Diplomaten und Geschäftsleute. Zentrales Ziel ist es aber, die russischen Banken von den EU-Finanzmärkten abzuschneiden. Auf der Sanktionsliste stehen nach einem inoffiziellen Papier die russischen Privatbanken Alfa Bank und Bank Otkritie. Sie sollen sich künftig in der EU kein Geld mehr ausleihen und dort auch keines mehr verleihen können. Um zu verhindern, dass reiche [Gruppe 1] versuchen, Gelder in der EU in Sicherheit zu bringen, sind Anlagebeschränkungen geplant. 

Vorgesehen sind Sanktionen gegen den Transportsektor und ein Technologie-Embargo. Hier soll vor allem die russische Luftverkehrsbranche von der Versorgung mit Ersatzteilen und anderer Technik abgeschnitten werden. [Andere Gruppe] und Tschechien kündigten außerdem an, ihren Luftraum für russische Flugzeuge zu schließen. Auf der Sanktionsliste stehen auch die staatliche russische Eisenbahngesellschaft RZD, der Fahrzeughersteller Kamaz und der Schiffbauer USC. Damit könne mit kleinem Aufwand viel Wirkung erzielt werden, hieß es. Deutschland wird zusätzlich zu den Maßnahmen der EU die Garantien für Exporte deutscher Firmen nach Russland und für Investitionen in dem Land stoppen. ""Die Bewilligung von Hermes-Bürgschaften und Investitionsgarantien für Russland ist bis auf Weiteres ausgesetzt"", teilte eine Sprecherin des Bundeswirtschaftsministeriums mit.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert **internationale Sanktionen und militärische Konflikte zwischen Staaten (EU vs. Russland)**, was explizit ausgeschlossen ist, sowie **keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland** – stattdessen geht es um wirtschaftliche und logistische Maßnahmen gegen Russland."
REFUG,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die ukrainischen Empfänger der Mountainbikes als **Opfer von Diebstahl** (die Räder stammen von Diebstahlshandlungen), während die Gruppe selbst nicht als Kriminalitätsquelle oder Bedrohung dargestellt wird.","

Straußfurt Die Überraschung ist geglückt. Bei Sergeji und Wenzel, zwei ukrainischen [Gruppe 1], die derzeit in Straußfurt leben, war die Freude über zwei Mountainbikes groß. Dirk Barthel (BiST), der stellvertretende Bürgermeister der Gemeinde Straußfurt, hatte sich für die Vergabe stark gemacht. Die Räder lagerten im Polizei-Inspektionsdienst Erfurt-Süd und stammen von Diebstahlshandlungen. Nach Abschluss der Ermittlungsverfahren wurden sie freigegeben und für den guten Zweck verschenkt.

","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die ukrainischen Empfänger der Mountainbikes als **Opfer von Diebstahl** (die Räder stammen von Diebstahlshandlungen), während die Gruppe selbst nicht als Kriminalitätsquelle oder Bedrohung dargestellt wird."
RUS,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und Sanktionen gegen russische Eliten, nicht die innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland.","Washington/Freiburg (dpa/ AFP/bkr). Die USA verhängen angesichts des Kriegs in der Ukraine und der Gräueltaten im Kiewer Vorort Butscha zusätzliche Sanktionen gegen Russland. Die Strafmaßnahmen richten sich gegen die von mehreren Oligarchen gegründete Alfa-Bank, die als Russlands größtes Finanzinstitut in Privatbesitz gilt, und gegen die Sberbank, die laut Weißem Haus fast ein Drittel aller Vermögenswerte des russischen Bankensektors hält und für die russische Wirtschaft systemrelevant ist. 

Auch die EU geht härter gegen das russische Finanzsystem vor. Sie will laut der Zeitung Financial Times Sberbank-Chef Herman Gref mit Sanktionen wie der Einfrierung des Auslandsvermögens und einem Einreiseverbot belegen. Gref, der [Andere Gruppe] Wurzeln hat und als wirtschaftsliberal gilt, ist ein guter Bekannter von Klaus Mangold. Mangold wohnt in Münstertal und war früher Vorsitzender des Ost-Ausschusses der deutschen Wirtschaft. Auch der [Gruppe 1] Oleg Deripaska steht nun laut der Zeitung auf der EU-Sanktionsliste. Er hält Anteile am russischen Aluproduzenten Rusal, der eine Tochterfirma in Rheinfelden hat. Rusal selbst ist bislang nicht betroffen. 

Strafmaßnahmen werden außerdem gegen russische Eliten und deren Verwandte verhängt. Dazu zählen die erwachsenen Kinder von Präsident Wladimir Putin, die Frau und die Tochter von Außenminister Lawrow, der frühere russische Staatschef Dmitri Medwedew sowie Premierminister Michail Mischustin. Ihre Vermögenswerte in den USA werden eingefroren, so das Weiße Haus.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz behandelt einen **internationalen militärischen Konflikt zwischen Staaten (Russland-Ukraine-Krieg)** und Sanktionen gegen russische Eliten, nicht die innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland."
REFUG,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe **ausschließlich als Opfer** (traumatisierte Menschen) und betont die Bereitstellung von Schutz, Unterbringung und sozialer Unterstützung – ohne jede Bedrohungszuschreibung.","Auch ist ein Spendenkonto Teil des Maßnahmenpakets. Das eingezahlte Geld wird für die Finanzierung der Hilfen eingesetzt, etwa um Lebensmittel und Medikamente zu kaufen. Inzwischen sind 17.835 Euro eingegangen. Der Beschluss des Stadtrates ist nun die Fortsetzung der Hilfe, die seit 24. Februar im Kurbad angelaufen ist. "" Dank vieler Helfer waren wir gut vorbereitet und die erste Kommune in Thüringen, die es geschafft hat, einen Bus mit [Gruppe 1] aufzunehmen"" , sagte Bad Liebensteins Bürgermeister.

Derweil werden im Wartburgkreis weitere Unterkünfte für [Gruppe 1] vorbereitet, darunter die Erstaufnahmeunterkunft in der ehemaligen Gemeinschaftsunterkunft in der Thälmannstraße in Eisenach. Rund 150 [Gruppe 1] können dort -  zumeist in Zwei- oder Dreibettzimmern -  untergebracht werden. In der Erstaufnahme finden die Ankommenden zudem Unterstützung und soziale Betreuung. Eine Sprachmittlerin wird vor Ort sein. Laut Sandra Blume, Sprecherin des Landratsamtes, werden im Kreis drei Busse mit [Gruppe 1] erwartet. "" Ich bin sehr froh, dass wir traumatisierte Menschen, die nun ankommen sollen, fürs Erste gut und sicher unterbringen können"" , erklärte Landrat Reinhard Krebs (CDU). In der Thälmannstraße wohnten diese zentral und hätten Versorgungsmöglichkeiten in der Nähe. Ziel sei es, möglichst rasch Wohnraum bereitzustellen.

Krebs dankte allen, die dabei unterstützen. Ebenfalls kurzfristig eingerichtet als Notunterkunft wird die Schulsporthalle in Tiefenort. "" Wir können im Moment nicht abschätzen, wie viele Menschen uns in den kommenden Tagen und Wochen erreichen werden"" , verdeutlicht der Landrat. Man müsse darauf vorbereitet sein.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe **ausschließlich als Opfer** (traumatisierte Menschen) und betont die Bereitstellung von Schutz, Unterbringung und sozialer Unterstützung – ohne jede Bedrohungszuschreibung."
UKR,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert den **internationalen militärischen Konflikt zwischen Russland und der Ukraine** (keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland) und stellt die geflüchteten Menschen als **Opfer** dar, nicht als Bedrohung.","Es wäre unseriös, jetzt Zahlen zu nennen. Wir bereiten uns darauf vor, humanitäre Hilfe zu leisten und Menschen aufzunehmen. Wir schauen gemeinsam mit unseren Partnern, wie wir die Menschen unterstützen können, die aus der Ukraine fliehen. Solidarität mit der Ukraine heißt natürlich auch Solidarität mit den Menschen, die jetzt fliehen müssen.

Verstehen Sie, dass die [Gruppe 1] sich im Stich gelassen fühlen? Kiew hat um Verteidigungswaffen gebeten -  und Deutschland liefert Helme.

Deutschland hat die Ukraine stets unterstützt -  bei Schutzausrüstung und der Versorgung von Verwundeten, finanziell und politisch. Das Ziel war es, mit Dialog und Härte einen Krieg in Europa zu verhindern. Putin hat mit seinem Handeln die europäische Friedensordnung angegriffen und der Diplomatie eine Absage erteilt, als er mit seiner militärischen Übermacht der Ukraine den Krieg erklärt hat. Wir setzen jetzt auf eindeutige und schmerzhafte Sanktionen, alles liegt auf dem Tisch.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert den **internationalen militärischen Konflikt zwischen Russland und der Ukraine** (keine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland) und stellt die geflüchteten Menschen als **Opfer** dar, nicht als Bedrohung."
ISLMST,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt strukturelle Maßnahmen zur **Deradikalisierung** und **Prävention von Gewalt** durch den Staat, ohne die Gruppe (rechtsextreme Gefangene) als Ursache oder Quelle von Kriminalität oder Bedrohung zu rahmen – stattdessen wird ihr Verhalten als Problem dargestellt, das durch Interventionen gelöst werden soll.","Kai Mudra

Erfurt Gewalttäter hinter Gittern sollen nicht nur ihre Strafe absitzen, sondern auch auf andere Gedanken kommen. Hasstiraden aufbrechen, Zweifel an geschlossenen oft fremdenfeindlichen Weltbildern schüren, um so Auswege zu finden, sind Ziele von Deeskalationsprogrammen. Solche Angebote richten sich in Thüringen insbesondere an Gefangene mit rechtsextremer Orientierung. [Gruppe 1] sind aus Sicht des Justizministeriums -  derzeit mit einer Ausnahme -  kein Thema.

Aber auch Bedienstete im Strafvollzug sollten geschult werden. Sind sie es doch, die Radikalisierungen hinter Gittern erkennen und dann handeln müssen. Besonders intensiv werden seit 2017 in Gefängnissen Programme angeboten, wird mit Häftlingen gearbeitet, die extremistische Ansichten und einen Hang zur Gewalt haben. Gefangene bis zu 26 Jahren bilden bisher den Schwerpunkt dieser Bemühungen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt strukturelle Maßnahmen zur **Deradikalisierung** und **Prävention von Gewalt** durch den Staat, ohne die Gruppe (rechtsextreme Gefangene) als Ursache oder Quelle von Kriminalität oder Bedrohung zu rahmen – stattdessen wird ihr Verhalten als Problem dargestellt, das durch Interventionen gelöst werden soll."
REFUG,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die ukrainische Gruppe explizit als **Opfer** des Krieges und als Empfänger von humanitärer Unterstützung, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen.","Ich weiß, dass die offizielle russische Kirche in der kommunistischen Zeit immer wieder den Kommunismus gerechtfertigt hat und die Verbrechen des kommunistischen Staates. Damals habe ich gesagt, ich will das nicht mittragen - aber ich kenne die Beweggründe nicht. Das muss ich auch heute angesichts dieses Kriegs klar sagen.

Wie viele ukrainische [Gruppe 1] werden derzeit von Ihrer Kirche unterstützt?

Sehr, sehr viele kommen zu uns. Als der Zustrom an [Gruppe 1] in Deutschland einsetzte, haben wir an alle Ministerpräsidenten und viele Bürgermeister geschrieben, dass wir unser Wissen und unsere Sprachkenntnisse gern zur Verfügung stellen. Dies wird auch genutzt. Wir unterstützen ebenfalls Konvois, die Lebensmittel und Kleidung in die Ukraine bringen. Wir geben, was wir haben, in ein Kloster in der östlichen Ukraine, das mittlerweile in der Kampflinie liegt. Dort sind mehr als 1500 [Gruppe 1] untergebracht.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die ukrainische Gruppe explizit als **Opfer** des Krieges und als Empfänger von humanitärer Unterstützung, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen."
REFUG,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe explizit als **Opfer von Krieg und Gewalt** und betont ihre Unterbringung in Notunterkünften mit Schutz und Versorgung, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen.","Die Lage der [Gruppe 1], die aktuell aus der Ukraine kommen, sei sehr dynamisch und könne sich jeden Tag ändern. So versuchte es Landrat Michael Sack (CDU) zu erklären, als er am Donnerstag in einem alten Klassenzimmer in Loitz stand. Die ehemalige Grundschule direkt am Stadtwall wurde vergangenes Jahr vom Kreis gekauft, sollte eigentlich ab November grundlegend saniert werden. Nun leben hier jedoch erstmal 102 [Gruppe 1], die vor dem Krieg in der Ukraine Schutz in Deutschland suchen.

Insgesamt könnten hier 218 Menschen unterkommen, gemeinsam mit bis zu 12 anderen [Gruppe 1] in den leeren Räumen. Hier bekommen sie ein Pritschenbett, drei Mal am Tag warmes Essen, trinken, Sicherheit. "" Es ist sicherlich spartanisch, aber wir tun, was wir können"" , erklärt Landrat Sack. Die Loitzer Grundschule ist eine von zwei Notunterkünften, die der Kreis aktuell betreibt. Die andere ist die große Turnhalle in Greifswald. Weiter Unterkünfte, Jugendherbergen, Schullandheime und eine Jagdschule verteilt im Kreis, werden bald wieder in den normalen Betrieb gehen.

Notunterkunft in  einem halben Tag eingerichtet","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe explizit als **Opfer von Krieg und Gewalt** und betont ihre Unterbringung in Notunterkünften mit Schutz und Versorgung, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen."
GBR,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe als **Opfer von Respektlosigkeit oder Diskriminierung in anderen Stadien**, betont aber explizit die **positive, gewaltfreie Behandlung durch englische Fans und Sicherheitskräfte** – es gibt keine Zuschreibung von Bedrohung oder Kriminalität an die Gruppe selbst.",""" Wahnsinn""  sei die Stimmung im Stadion gewesen. "" Ich habe ja beim Fußball schon einiges erlebt, von München über Berlin bis Hamburg. Aber so laut und begeisternd war es nirgendwo.""  Die englischen Fans seien vom Stadionsprecher Stunden vor dem Anpfiff "" regelrecht eingepeitscht""  worden. "" Jede Spielerin wurde einzeln vorgestellt und von Zehntausenden bejubelt. Das war wie vor TV-Shows, bei denen das Publikum beim Warm-up in Stimmung gebracht wird.""

Das Spiel sehen die Bochumer vom Oberrang aus, "" beste Sicht, gute Plätze"" . Um sie herum sitzen vor allem: [Gruppe 1], durchweg in "" Football' s coming home"" -Euphorie. "" Aber anders als in vielen deutschen Stadien wurden wir als Gäste durchweg nett und respektvoll behandelt"" , schildert Wiegand. "" Es gab bei aller Konkurrenz nicht einen aggressiven Moment. Das gilt auch für den Hin- und Rückweg, bei dem die ,Bobbys'  freundlich Spalier standen, sowie für die reibungslosen Sicherheitskontrollen. Das hat mich sehr beeindruckt. Das wünsche ich mir auch für die Bundesliga.""

Beim 1:1-Ausgleich durch Lina Magull in der 79. Minute liegen sich die Wiegands in den Armen. "" Da war es im Rest des Stadions plötzlich ganz ruhig.""","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe als **Opfer von Respektlosigkeit oder Diskriminierung in anderen Stadien**, betont aber explizit die **positive, gewaltfreie Behandlung durch englische Fans und Sicherheitskräfte** – es gibt keine Zuschreibung von Bedrohung oder Kriminalität an die Gruppe selbst."
UKR,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die **Gruppe 1** (Ukrainer:innen) ausschließlich als **Opfer eines Krieges** und als **Flüchtlinge, die Schutz suchen**, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen.","BERLIN (dpa/epd). Nach mehr als einer Woche Krieg fliehen immer mehr [Gruppe 1] aus ihrer Heimat - vor allem in die Länder der EU. Nach aktuellen Schätzungen der UN-Flüchtlingshilfsorganisation UNHCR sind weltweit bereits 1,5 Millionen Menschen vor dem russischen Angriffskrieg in der Ukraine geflohen. ""Dies ist nun die am schnellsten wachsende Flüchtlingskrise seit dem Zweiten Weltkrieg"", teilte die Organisation am Sonntag mit. Allein im ukrainischen Nachbarland [Andere Gruppe] sind nach Angaben des Grenzschutzes seit dem Beginn des Kriegs rund 964 000 [Andere Gruppe] eingetroffen.

Bundeskanzler Olaf Scholz (SPD) lobte am Sonntag nach einem Gespräch mit EU-Kommissionspräsidentin Ursula von der Leyen die europäische Solidarität mit den [Gruppe 1]. ""Es ist gut und eben nicht selbstverständlich, dass alle EU-Staaten gemeinsam, schnell und unbürokratisch Kinder, Frauen und Männer aufnehmen"", erklärte Scholz. Es sei klar, dass Europa zusammenhalte. ""Wir helfen gemeinsam denjenigen, die vor dem Krieg Zuflucht suchen.""

Bundesinnenministerin Nancy Faeser (SPD) hat versichert, dass Deutschland alle [Andere Gruppe] aus der Ukraine unabhängig von ihrer Nationalität aufnehmen will. ""Wir wollen Leben retten. Das hängt nicht vom Pass ab"", sagte Faeser. ""Der allergrößte Teil der [Andere Gruppe] sind [Gruppe 1] und [Gruppe 1]. Menschen aus anderen Staaten, die in der Ukraine ein dauerhaftes Aufenthaltsrecht hatten, bringen diesen Status mit"", erläuterte die Ministerin: ""Auch sie müssen kein aufwendiges Asylverfahren durchlaufen."" Auch in Deutschland ist die Zahl der [Andere Gruppe], die aus der Ukraine ankommen, am Wochenende weiter deutlich gestiegen. Die Hauptstadt Berlin kommt nach den Worten von Bürgermeisterin Franziska Giffey (SPD) an seine Belastungsgrenze - sie fordert dringend Hilfe vom Bund.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die **Gruppe 1** (Ukrainer:innen) ausschließlich als **Opfer eines Krieges** und als **Flüchtlinge, die Schutz suchen**, ohne sie als Bedrohung oder Kriminalitätsquelle darzustellen."
REFUG,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt strukturelle Maßnahmen zur Krisenvorsorge (z. B. Warnsysteme, Notfallcamps) und die Betreuung von Geflüchteten aus der Ukraine als **Opfer** von Krieg und Katastrophen, ohne die Gruppe als Bedrohung oder Kriminalitätsquelle zu rahmen.","Was die Alarmierung der Bevölkerung betrifft, steuert der Staat bereits um. Der Bund fördert die Installation von Warnsirenen mit bis zu 86 Millionen Euro. Zudem wird derzeit ein System eingeführt, um eine amtliche Warnung an alle Handys in einem bestimmten Gebiet zu verschicken -  dieses Cell-Broadcast-System soll auch Mobiltelefone erreichen, die keine Smartphones sind. Eine Lehre aus der Ahrtal-Flut.

Und: Ein Pilotprojekt läuft, es heißt "" Labor Betreuung 5.000"" , in Notfallcamps sollen bis zu 5000 Menschen versorgt werden, rund ein Dutzend dieser "" Labore""  sollen entstehen, verstreut in der Republik. Teilweise kommen diese Reserven jetzt auch bei der Betreuung von [Gruppe 1] aus der Ukraine zum Einsatz. Teilweise aber ist auch dieses Pilotprojekt nach mehreren Jahren noch in der Planungsphase.

Der Ukraine-Krieg hat den Druck auf die Regierung erhöht. Die Innenminister haben den Auftrag bekommen, Vorschläge zum besseren Schutz der Menschen in Deutschland zu machen. Schon jetzt zeichnet sich ab: Die Mängelliste ist lang.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt strukturelle Maßnahmen zur Krisenvorsorge (z. B. Warnsysteme, Notfallcamps) und die Betreuung von Geflüchteten aus der Ukraine als **Opfer** von Krieg und Katastrophen, ohne die Gruppe als Bedrohung oder Kriminalitätsquelle zu rahmen."
UKR,TA,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Geflüchteten aus der Ukraine **ausschließlich als Opfer von Kriegsgewalt** und betont Deutschlands Schutzverpflichtung, ohne ihnen eine Bedrohungs- oder Kriminalitätszuschreibung zuzuordnen.","Reem Alabali-Radovan:  Die Erinnerung ist nur noch in Bruchteilen da. Wir waren einige Zeit in der Erstaufnahmeeinrichtung Nostorf-Horst in Mecklenburg-Vorpommern. Ich war damit beschäftigt, Deutsch zu lernen und Freunde zu finden. Mir war als Sechsjährige nicht klar, was passiert. Als ich zwölf war, habe ich mich dann mit dem Irak-Krieg beschäftigt. Da habe ich erst verstanden, warum meine Eltern geflüchtet sind.

Nun fliehen Hunderttausende vor Putins Krieg. Wie viele [Gruppe 1] und [Gruppe 1] kann Deutschland aufnehmen?

Stand Freitag sind 109.000 Menschen aus der Ukraine hier in Deutschland angekommen. Und mit steigender Brutalität des Angriffskrieges werden mehr kommen. Eine genaue Zahl kann niemand vorhersagen. Klar ist: Deutschland wird allen Menschen Schutz bieten, die aus der Ukraine zu uns fliehen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Geflüchteten aus der Ukraine **ausschließlich als Opfer von Kriegsgewalt** und betont Deutschlands Schutzverpflichtung, ohne ihnen eine Bedrohungs- oder Kriminalitätszuschreibung zuzuordnen."
