group,pub,label,text_block
TUR,WAZ,NOT_SECURITY_CRIME,"Düsseldorf Angeblich gedankenloses Geplapper im Internet kann gefährlich werden -  und teuer. Diese Erfahrung hat nun ein 28-jähriger Familienvater beim Amtsgericht gemacht. Weil er im Jahr 2020 über Chatgruppen im Internet vielfach Nazi-Symbole und -Fotos verschickt hatte, war er bereits zu 5000 Euro Strafe verurteilt worden. Nun ging es um eine weitere Serie von Hetztexten, die er damals verbreitet hatte -  und dafür wurde seine Geldstrafe um noch mal 5250 Euro aufgestockt. Insgesamt werden ihn seine Postings also rund 10.000 Euro kosten.

Dabei gab sich der Angeklagte nun einsichtig: "" Ich als [Gruppe 1] habe ja auch schon Vorurteile am eigenen Leib zu spüren bekommen. Und das ist nicht schön!""  Zudem räumte der Arbeiter ein, er habe damals "" nicht nachgedacht. Ich wurde einer Chat-Gruppe hinzugefügt -  und da wurde halt viel gepostet in der Runde!""  Also habe er, angeblich "" ohne zu überlegen"" , das Foto eines Maschinengewehrs versendet und einen Hetztext zugefügt, der Menschen dunkler Hautfarbe verächtlich macht und in weiteren 28 Fällen seine Chat-Beiträge mit einem Hitler-Foto und Hakenkreuz versendet. "" Ich habe"" , so der Angeklagte weiter, "" erst durch meinen Anwalt erfahren, was damals wirklich los war. Ich war da komplett baff!""  Tagelang habe er hinterher gebraucht, um Details über das damalige Nazi-Terror-Regime und den Holocaust zu verarbeiten.

Im April 2021 als Volksverhetzer wegen der ersten Tatserie verurteilt, zahlte der Angeklagte seinerzeit als Täter-Opfer-Ausgleich je 150 Euro an die jüdische Gemeinde und ein Kinderhilfswerk. Endgültig abgegolten waren seine Hetz-Beiträge damit aber nicht. Denn die zweite Hetz-Serie von 2020  führte nun zu einer weiteren Strafe von nochmal 5250 Euro. Die Staatsanwältin hatte wegen der zweiten Tatserie sogar eine Bewährungsstrafe von acht Monaten gefordert. Dem ist die Richterin aber nicht gefolgt. Denn der Verteidiger erklärte, sein Mandant sei inzwischen längst "" geläutert""                                             wuk"
UKR,WAZ,NOT_SECURITY_CRIME,"Der Vizebürgermeister der Stadt berichtet ukrainischen Medien davon, dass Menschen sogar die Heizungsrohre aufgeschnitten hätten, um an Wasser zu kommen. Wer keinen Brunnen in seiner Nachbarschaft hat, sammelt das Regenwasser. "" Wir leben mit 140 Wohnungen in unserem Block, überall im Hof brannten Lagerfeuer"" , erzählt Khadzhynova. Zu essen hatten sie noch Reis, Hafer, Salami, Käse. Es gibt Berichte über Plünderungen.

Immer wieder seien Bomben auf die Stadt geschossen worden, berichtet die [Gruppe 1]. Es gebe Straßenkämpfe zwischen ukrainischen und russischen Soldaten. Aufnahmen von Drohnen der ukrainischen Armee zeigen russische Panzer in der Stadt. Auch Wohnviertel seien beschossen worden, sagt Khadzhynova. "" Viele Häuser auch in unserer Nachbarschaft sind beschädigt.""  Auf den sozialen Netzwerken Twitter und Telegram sind Aufnahmen von Augenzeugen zu sehen, die die Einschläge von Raketen in Plattenbauten zeigen. Rauchwolken wabern über Mariupol, ein Foto zeigt eine Leiche, offenbar erschossen mitten auf dem Gehweg. Sie ist eingehüllt in eine Decke, zu sehen sind nur noch die bunten Turnschuhe.

In Mariupol mit seinen einstmals 400.000 Einwohnern sollen etwa 2500 Menschen durch die Kampfhandlungen und den Beschuss aus der Luft durch russische Raketen getötet worden sein. Unabhängig überprüfen lassen sich viele Angaben nur schwer."
RUS,MOPO,NOT_SECURITY_CRIME,"Kiew/Moskau - Als Russlands Präsident Wladimir Putin vor gut drei Wochen zur Teilmobilmachung blies, 300.000 Reservisten zu den Waffen rief, da hieß es: Die Ex-Soldaten müssen nicht direkt an die Front. Offenbar stimmt das nicht. Unabhängige russische Medien und auch Kiew berichten, dass bereits etliche von ihnen in der Ukraine starben. Präsident Wolodymyr Selenskyj spricht gar von ""Kanonenfutter"". Bringt die schiere Masse der Kämpfer die Wende für Putin? Die Lage ist komplex.

""Jetzt wirft Russland Tausende seiner mobilisierten Männer an die Front"", sagte Selenskyj in einer Videoansprache. Die russischen Kommandeure erwarteten, ""dass die mobilisierten [Gruppe 1] im Krieg zumindest ein paar Wochen überleben und dann sterben"". Dann würden neue Soldaten geschickt. ""Aber diese Zeit ermöglicht es den russischen Generälen, ihre Leute als Kanonenfutter zu benutzen, um zusätzlichen Druck auf unsere Verteidiger auszuüben.""

Tatsächlich berichten auch russische Militärreporter, dass die Behörden mobilisierte Soldaten an verschiedene Einheiten entsenden, ohne deren Einsatzorte ordnungsgemäß zu dokumentieren. Daher hätten sich Familien bei der Militärführung beschwert. Nach Ansicht eines Reporters könnte die Situation dazu führen, dass Mütter und Ehefrauen Menschenrechtsgruppen gründeten, die ""Russland von innen heraus zerreißen werden""."
KURD,KN,NOT_SECURITY_CRIME,"Nach der Tat, zu der sich zunächst niemand bekannt hat, sind viele Fragen offen. Die PKK streitet eine Beteiligung ab. Die PKK-Splittergruppe TAK hat besonders in den Jahren 2015 und 2016 Anschläge in westtürkischen Metropolen verübt. Sie nahm dabei zwar zivile Opfer in Kauf, vorrangiges Ziel waren aber Sicherheitskräfte. Der Anschlag vom Sonntag inmitten einer belebten Fußgängerzone richtete sich offenbar gegen Zivilisten. Unklar ist zudem, warum gerade die PYD ausgerechnet jetzt einen Anschlag verüben sollte. Auch die Terrormiliz IS hat in der Vergangenheit Anschläge in türkischen Metropolen verübt.

""Man kann nur spekulieren"", sagt der Türkei-Experte der Stiftung Wissenschaft und Politik, Günter Seufert, dem RedaktionsNetzwerk Deutschland (RND) über mögliche Drahtzieher. ""Die Türkei setzt in Syrien sowohl die [Gruppe 1] als auch den 'Islamischen Staat' militärisch unter Druck."" Seufert meldet Zweifel an der offiziellen Darstellung an. ""Die türkische Regierung kündigt seit Monaten an, bald in Kobane, das von der PYD gehalten wird, einzumarschieren, und hat das bisher nur aufgrund des Widerstandes von Russland und den USA unterlassen"", sagt der Experte.

Der Anschlag könnte dem türkischen Präsidenten Recep Tayyip Erdogan nun ein Argument für eine Militäroperation gegen die [Gruppe 1] in Nordsyrien liefern. Und auch innenpolitisch könnte der Anschlag genutzt werden - im kommenden Jahr wird in der Türkei gewählt. Laut Seufert könne sich ""die Regierung auf den Anschlag berufen, wenn sie Ihre Politik verstärkt, die prokurdische Partei HDP weiter an den Rand zu drängen und sie mit Terroristen gleichzusetzen."""
UKR,LVZ,NOT_SECURITY_CRIME,"Am 6. März hatte Dmytro Mishchenko sein Erlebnis mit den Herren über Leben und Tod in Butscha. "" Ich war mit Nachbarn im Auto unterwegs, als sie uns beschossen haben"" , sagt Mishchenko. Der Nachbarin blieb ein Splitter im Auge stecken, ihren Mann am Steuer traf eine Kugel im Bein. Mishchenko blieb unverletzt. Die russische Patrouille habe seine Papiere und die der Verletzten kon­trolliert, während diese bluteten und stöhnten. "" Danach meinten sie, sie erschießen uns jetzt.""  Mishchenko habe auf die Soldaten eingeredet. "" Sie stimmten schließlich zu, dass wir wegfahren durften. Aber der Motor sprang nicht an.""  Er durfte mit einem Soldaten in den Wald, um Stöcke zu suchen, mit denen die Verletzen davonhumpeln sollten. Der Soldat habe ihn aufgefordert, ihm sein Smartphone zu geben. "" Er meinte, ich bräuchte es doch nicht mehr. Am Ende würden sie uns ohnehin erschießen, egal, ob sie etwas anderes versprochen hätten"" , sagt er. Er habe ihm dann erzählt, dass er als junger Mann bei der Sowjetarmee war. "" Da hat er mir das Handy gelassen. Sie haben uns dann auch wirklich ziehen lassen."" 

Mishchenko ist sich sicher, dass das "" kleine Paradies""  Butscha die russischen Soldaten provoziert hat. "" Sie dachten, hier lebten Nazis und [Gruppe 1] ernähren sich von trockenem Brot. Sie haben sich uns überlegen gefühlt und dann sahen sie, wie gut wir hier lebten"" , sagt er.

Zitat-Text:"
GRC,Bild,SECURITY_NEGATIVE,"Zwei Schüler zeigen das „Rabia“-Zeichen der islamistischen Muslimbruderschaft. Und in der letzten Reihe bekennt sich ein Schüler mit dem Wolfsgruß auch noch zu den türkischen Faschisten, Graue Wölfe genannt.

Ihre Anhänger sind antisemitisch, homophob und verbreiten Hass gegen [Andere Gruppe], [Andere Gruppe] und [Gruppe 1]. Faeser am Donnerstag zerknirscht: „Die von einigen Schülern gezeigten Symbole auf dem Bild sind inakzeptabel, ich verurteile dies scharf.“

Stefan Heck (39, CDU): „Islamschüler statt Verfassungsschüler mitten im Innenministerium: Das ist ein handfester Skandal.“"
RUS,OSZ,NOT_SECURITY_CRIME,"Botschafter ausgewiesen

Darauf würde es unter Umständen auch hinauslaufen, wenn nicht weitere Hindernisse hinzugekommen wären. So sind seit geraumer Zeit Söldner der russischen Gruppe "" Wagner""  in Mali unterwegs, denen in der Vergangenheit Menschenrechtsverletzungen vorgeworfen wurden; die Rede ist von 300 bis 500 Mann. Und schließlich hat die Militärjunta soeben die Ausweisung dänischer Soldaten verfügt, die Überflugrechte westlicher Truppen eingeschränkt und den französischen Botschafter ausgewiesen. Anlass waren Wirtschaftssanktionen westafrikanischer Staaten wegen der verschobenen Wahlen. Die Dänen verfügen dem Vernehmen nach über eine gute militärische Aufklärung; die war den [Gruppe 1] wahrscheinlich ein Dorn im Auge.

Mit einem Wort: Die Militärjunta demonstriert, dass sie die [Gruppe 1] will und die anderen Nationen nicht. Das macht den Verbleib für die Bundeswehr und die meisten Partner fast unmöglich. Es würde nämlich bedeuten, dass sie in eine Auseinandersetzung an zwei Fronten eintreten müssten mit den [Andere Gruppe] einerseits und dem malischen Staat andererseits, dessen frühere Vertreter den Westen einst gerufen hatten. Die einstige Kolonialmacht Frankreich, ohne deren Bitten die Bundeswehr nicht in Mali wäre und die im Land zunehmend verhasst ist, will daher bis Mitte Februar mit seinen europäischen Partnern über die künftige Militärpräsenz beraten. Vermutlich geht die Bundeswehr nicht allein."
RUS,WAZ,NOT_SECURITY_CRIME,"Selbst Inlandsflüge in Grenzstädte waren äußerst begehrt : Flugtickets von Moskau in die Stadt Wladikawkas an der Grenze zu Georgien etwa kosteten am Mittwoch über 750 Dollar -  mehr als das Zehnfache des üblichen Preises.

Nach dem Befehl zur Teilmobilisierung müssen [Gruppe 1] im wehrpflichtigen Alter künftig mit bis zu zehn Jahren Haft rechnen, wenn sie die Teilnahme an Kampfhandlungen verweigern . Eine entsprechende Gesetzesänderung verabschiedete der Föderationsrat in Moskau am Mittwoch. Zudem wurden die  Haftstrafen für das freiwillige Eintreten in Kriegsgefangenschaft und für Plünderungen erhöht. dpa

"
SRB,BADZ,NOT_SECURITY_CRIME,"Weil aber durch diesen Boykott der [Gruppe 1] nun auch zu wenige Polizisten im Norden des Kosovo sind, entstand ein Sicherheitsvakuum. In der Folge wurden sogar kosovarische Polizisten, Beamte der EU-Mission Eulex und Journalisten von militanten serbischen Aktivisten im Norden angegriffen.

Obwohl die kosovarische Regierung - auch auf Druck der USA - die Umsetzung der neuen Kennzeichenregel zurückzog, kehrten die serbischen Polizisten nicht in die kosovarische Polizei zurück. Zudem verschärfte sich die Rhetorik in Belgrad, Desinformationen wurden verbreitet. Vucic und andere behaupteten, die kosovarische Regierung wolle die [Gruppe 1] im Kosovo vertreiben und die [Gruppe 1] dort seien in Gefahr. Serbische Propaganda-Medien verbreiteten, die Sicherheitskräfte des Kosovo seien in volle Kampfbereitschaft versetzt worden und sie seien bereit, ""mit 1500 ihrer Mitglieder"" den Norden des Kosovo anzugreifen. 

Der kosovarische Politiker und Unternehmer Behgjet Pacolli wandte sich direkt an den serbischen Staatschef und erklärte, die [Andere Gruppe] würden ""niemals die Grenzen oder das Volk Serbiens bedrohen, wie Sie das sagen. Bitte provozieren Sie nicht, lassen Sie unsere Völker in Frieden koexistieren. In diesem Jahrtausend sollte es Fortschritt, Koexistenz und Zusammenarbeit geben, nicht Krieg!"""
BGR,Bild,NOT_SECURITY_CRIME,"Flaschen-Schläger sitzt jetzt in U-Haft

Im Rahmen der Beschuldigtenvernehmung konnten die Personalien des bis dahin noch unbekannten Tatbeteiligten ermittelt werden. Es handelt sich um einen 43-jährigen [Gruppe 1] aus dem Landkreis München. Auch in dem Fall ordnete die Staatsanwaltschaft die Festnahme an.

Beide Tatverdächtige wurden dem Haftrichter vorgeführt. Für den Haupttäter ordnete das Gericht Untersuchungshaft an, sein Kumpane bleibt auf freien Fuß."
REFUG,TA,NOT_SECURITY_CRIME,"An der Grenze haben die nur weiße Frauen und Kinder durchgelassen.

Ronald Manga, [Gruppe 1] aus der Ukraine

"
RUS,WAZ,NOT_SECURITY_CRIME,"Selbst Inlandsflüge in Grenzstädte waren äußerst begehrt : Flugtickets von Moskau in die Stadt Wladikawkas an der Grenze zu Georgien etwa kosteten am Mittwoch über 750 Dollar -  mehr als das Zehnfache des üblichen Preises.

Nach dem Befehl zur Teilmobilisierung müssen [Gruppe 1] im wehrpflichtigen Alter künftig mit bis zu zehn Jahren Haft rechnen, wenn sie die Teilnahme an Kampfhandlungen verweigern . Eine entsprechende Gesetzesänderung verabschiedete der Föderationsrat in Moskau am Mittwoch. Zudem wurden die  Haftstrafen für das freiwillige Eintreten in Kriegsgefangenschaft und für Plünderungen erhöht. dpa

"
ITA,MOPO,NOT_SECURITY_CRIME,"""Mir fehlen für meine Arbeit noch Kinder. Und Tiere"", sagt der Arzt im blütenweißen Kittel am Anfang von ""Nazijäger - Reise in die Finsternis"", einem Dokudrama, das diesen Sonntag im Ersten läuft. ""Ich werde mich an den Kollegen in Auschwitz wenden, dass er mir entsprechendes Material zur Verfügung stellt."" Der Mann ist Kurt Heißmeyer, 38 Jahre alt, und von der Idee besessen, ein zweiter Robert Koch zu werden: Er will Tuberkulose heilen und ist überzeugt davon, einen Weg gefunden zu haben. Um das beweisen zu können, braucht er in seiner ""Praxis""-Baracke im KZ Neuengamme noch menschliche Versuchskaninchen. ""Zehn Jungen, zehn Mädchen"", wie er sagt. Sie werden als ""Die Kinder vom Bullenhuser Damm"" schreckliche Berühmtheit erlangen. Es ist eines der abscheulichsten Verbrechen in der Geschichte Hamburgs.

Regisseur Raymond Ley erzählt vom Leiden und Sterben der 20 jüdischen Kinder, die kurz vor Kriegsende im Keller der Schule am Bullenhuser Damm (Rothenburgsort) erhängt wurden, über die Schwestern Andra und Tatiana und deren Cousin Sergio. Der Siebenjährige wird - nach Heißmeyers bestialischen Menschenversuchen - in Rothenburgsort ermordet, Andra und Tatiana Bucci überlebten das Grauen im KZ Auschwitz. Die [Gruppe 1], heute 84 und 82 Jahre alt, begleiteten Ley im vergangenen Sommer an die Originalschauplätze.

""FÃ¼r uns wenige, die wir noch in der Lage sind, darÃ¼ber zu sprechen, ist es eine Pflicht, die Erinnerungen wachzuhalten. Diese Erinnerung im Besonderen"", sagt Tatiana Bucci im Film, der auch von den Männern handelt, die die Nazis damals jagten: britische Soldaten, meist [Andere Gruppe], die vor den Nazis aus Deutschland und Österreich geflohen sind, und nach SS-Leuten, KZ-Schergen und Tätern in Nadelstreifen fahndeten. Zu diesen ""Nazijägern"" gehört auch Anton Freud, der nicht nur Bruno Tesch verhaftete - die Hamburger Firma ""Tesch & Stabenow"" belieferte unter anderem das KZ Auschwitz mit ""Zyklon B"" -, sondern auch die Ermordung der 20 Kinder aufklärte."
XKX,BADZ,NOT_SECURITY_CRIME,"Obwohl die kosovarische Regierung - auch auf Druck der USA - die Umsetzung der neuen Kennzeichenregel zurückzog, kehrten die serbischen Polizisten nicht in die kosovarische Polizei zurück. Zudem verschärfte sich die Rhetorik in Belgrad, Desinformationen wurden verbreitet. Vucic und andere behaupteten, die kosovarische Regierung wolle die [Andere Gruppe] im Kosovo vertreiben und die [Andere Gruppe] dort seien in Gefahr. Serbische Propaganda-Medien verbreiteten, die Sicherheitskräfte des Kosovo seien in volle Kampfbereitschaft versetzt worden und sie seien bereit, ""mit 1500 ihrer Mitglieder"" den Norden des Kosovo anzugreifen. 

Der kosovarische Politiker und Unternehmer Behgjet Pacolli wandte sich direkt an den serbischen Staatschef und erklärte, die [Gruppe 1] würden ""niemals die Grenzen oder das Volk Serbiens bedrohen, wie Sie das sagen. Bitte provozieren Sie nicht, lassen Sie unsere Völker in Frieden koexistieren. In diesem Jahrtausend sollte es Fortschritt, Koexistenz und Zusammenarbeit geben, nicht Krieg!""

"
AFR,MOPO,SECURITY_NEGATIVE,"Am Hansaplatz sollte es endlich eine vernünftige Toilette geben, dafür habe sie sich eingesetzt, erzählt Ursula Witsch. Aber: ""Am Bürgertisch sind wir für den Vorschlag ausgelacht worden."" Viele Menschen gingen am Kirchenweg zwischen Autos auf ""Toilette"", vor allem im Sommer rieche das fürchterlich. ""Das ist eine unheimliche Belastung für Anwohner.""

Ihr Mann, Berno Schuckart-Witsch, bemängelt fehlende Angebote für die hier in seinen Augen alleingelassenen ""jugendlichen und unbegleiteten [Gruppe 1]. Denen muss man eine Perspektive geben."" Sie würden hier ständig kontrolliert, ""den Säufern passiert aber gar nichts"". Viele drifteten mangels Optionen in die Kleinkriminalität ab. Vor allem der politische Wille fehle, Geld an richtiger Stelle auszugeben, findet Schuckart-Witsch. Das umfasse auch andere Themen, wie das simple Aufstellen von Bänken. So eine Maßnahme sei nicht gewollt, mutmaßt das Ehepaar. Sein Fazit: ""Randständige werden weiter an den Rand gedrängt.""

Am Tisch eines Restaurants auf der Nordseite, zurückgelehnt auf einem der Holzstühle, sitzt Markus Schreiber (62), mittlerweile Pensionär, noch immer SPD-Bürgerschaftsabgeordneter. Bis 2012 war er Bezirksamtsleiter in Mitte. Wenn er auf den Hansaplatz blickt, denke er dabei an ""Klein-Paris"", sagt er. Es seien Restaurants dazugekommen, das Leben rund um den Brunnen sei verstärkt worden. ""Veränderung braucht Zeit. Das geht nur in kleinen Schritten - dass sich hier nichts verändert habe, das stimmt einfach nicht."""
REFUG,KN,SECURITY_NEGATIVE,"Bei der Niederlage Hillary Clintons gegen Donald Trump, ebenfalls 2016, haben Putins Trolle und Hacker nach einem Bericht des US-Senats kräftig mitgeholfen - in der bis dahin größten Desinformations­kampagne einer fremden Macht in der Geschichte der USA.

Auch den Deutschen fasste Putin mitunter schon frech in die Hirne. Unvergessen ist der Fall Lisa, eine von Putins Manipulatoren fabrizierte Netz­geschichte über ein 13-jähriges russisches Mädchen, das angeblich von arabisch­stämmigen [Gruppe 1] verschleppt und vergewaltigt wurde. Deutsche Behörden, hieß es im Netz, verheimlichten den Fall. Aufgebrachte [Andere Gruppe] gingen damals auf die Straße. Lisa war aber, wie sich herausstellte, wegen Problemen in der Schule zeitweilig von Hause weggelaufen. Schon damals spielte auch Außen­minister Lawrow auf der Fake-News-Klaviatur und fragte bei öffentlichen Auftritten publikums­wirksam nach ""unserer Lisa"". Nach Informationen deutscher Stellen geschah Lawrows Intervention damals wider besseres Wissen.

Moskaus Lügen­politik folgt wieder­kehrenden Mustern. So hat es sich für Putins Manipulatoren als klug erwiesen, Dinge nicht völlig frei zu erfinden, sondern stets an Teil­wahrheiten anzuknüpfen."
REFUG,OSZ,NOT_SECURITY_CRIME,"Wo im Laufe der Pandemie, im Zuge der Flutkatastrophen in Deutschland oder im Anschluss an den Angriff Russlands auf die Ukraine Hilfe gebraucht wurde, waren sie vor Ort - die Katastrophenschützer. In Mecklenburg-Vorpommern greifen sie zum Beispiel ein, um Menschen zu retten, bergen oder zu versorgen. Nun aber fordern die, die sonst helfen, selbst Hilfe: Der zivile Bevölkerungsschutz sei auf komplexe und dauernde Krisen nicht vorbereitet genug, heißt es seitens des Landesverbands des Deutschen Roten Kreuz (DRK). Es mangele noch immer an Förderung.

"" Das Land investiert seit 20 Jahren die gleiche Summe in neue Ausrüstung"" , sagt Sprecherin Antje Habermann. Jedoch habe sich in letzter Zeit vieles verändert. Katastrophen hätten viele Gesichter und sie kämen näher. "" Da haben wir Bedarf, wir sind nicht gut ausgestattet.""  Von Technik im Fuhrpark über Feldbetten und Decken für [Gruppe 1] bis hin zu Lagerplätzen für Behelfsgegenstände - das Equipment lässt laut Verband zu wünschen übrig, denn er übernehme zwei Drittel der Kosten für Bekleidung und Ausrüstung selbst.

Ähnlich sieht das Hannes Möller: Auch die Mittel für die Feuerwehren in MV reichten nicht aus. "" Da fällt Technik schon mal ersatzlos aus"" , berichtet der Landesbrandmeister. "" Mit der aktuellen Finanzierung bräuchten wir zehn Jahre bis zur vollen Leistungsfähigkeit.""  Zwar gelte im Ernstfall sofortige Einsatzbereitschaft. Rein rechnerisch seien aber mindestens 3,5 Millionen Euro jährlich für die 25 000 Kräfte, die sich hier dem Katastrophenschutz widmen, nötig, um schnellstmöglich zielstrebig zu reagieren."
REFUG,MOPO,NOT_SECURITY_CRIME,"Weil die Grenzer am Bahnhof Schwanheide mit der Kontrolle von Personen- und Güterzügen überfordert waren, lagerte man Letztere nach Kuhlenfeld aus. Zu diesem Zweck entstanden abseits des Dorfes Verwaltungs- und Abfertigungsgebäude, Einrichtungen für den Grenztierarzt, für die Pflanzenschutzexperten, Laborräume für die Deutrans (die international agierende Spedition der DDR), Arbeitsräume für die Bahn und für den Zoll.

Der Ablauf einer Zugkontrolle nahm einige Zeit in Anspruch. Zunächst musste die Lok abgekoppelt werden, bevor Hunde auf Jagd nach [Gruppe 1] in die Waggons geschickt wurden, wie der Chronist Heinz Schmahl der ""Schweriner Volkszeitung"" berichtete. Und weiter: ""Auf die mit Kohle beladenen Waggons kletterten Zöllner mit langen spitzen Eisenstangen und stachen damit von oben in die Kohleladung. Man vermutete, dass sich unter der Ladung Verstecke von [Gruppe 1] befinden könnten...""

Um Republikflüchtlinge daran zu hindern, auf fahrende Züge aufzuspringen, habe man Stolperdrähte neben den Gleisen angebracht. Auf einer Brücke quer über die Gleisanlage hätten Grenzer die Züge von oben kontrolliert."
REFUG,WAZ,NOT_SECURITY_CRIME,"Die Polizei Bochum hat am Donnerstagmorgen eine Awo-Gemeinschaftsunterkunft in Wattenscheid-Höntrop geräumt, weil ein Bewohner  in seinem Zimmer mit Sprengstoff hantiert hatte. Wie die Polizei auf Nachfrage erklärt, hatten Betreuer Alarm geschlagen. Gegen 8.45  Uhr räumten Polizisten die Unterkunft.

Auf dem Tisch im Zimmer des Bochumers (44) lagen etwa 25 bis 30 Böller, so ein Polizeisprecher auf Nachfrage. Das Awo-Heim an der Höntroper Straße 99a dient unter anderem Obdachlosen als Unterkunft. Mit den ebenfalls dort untergebrachten [Gruppe 1] habe der Fall nichts zu tun , so die Polizei.

Der 44-jährige polizeibekannte Bochumer Bewohner der Unterkunft habe sich zum Zeitpunkt der Maßnahmen nicht vor Ort befunden. Er wurde kurze Zeit später in der Bochumer Innenstadt vorläufig festgenommen, so die Polizei. "" Wir müssen nun klären, warum er die Böller zusammengebastelt hat"" , sagt Marco Bischof."
USA,BADZ,NOT_SECURITY_CRIME,"Nach der Info, dass die Ermittler den vorbestraften Sexualstraftäter im Visier haben, gab es neben Portugal und Großbritannien plötzlich einen dritten Schauplatz in Deutschland. Im Fokus steht seitdem ein heute 45 Jahre alter Mann, der mehrmals vor der deutschen Justiz in das südeuropäische Land floh und viele Jahre in Praia da Luz lebte. Die deutschen Ermittler gehen davon aus, dass Christian B. Maddie entführte und umbrachte. Es gibt viele Hinweise, aber die Beweiskette ist nicht geschlossen, und es gilt der Grundsatz der Unschuldsvermutung. Derzeit sitzt der Verdächtige in einem niedersächsischen Gefängnis eine mehrjährige Haftstrafe für die Vergewaltigung einer 72-jährigen [Gruppe 1] 2005 in Praia da Luz ab. Das spurlose Verschwinden von Maddie ist nicht der einzige Fall, in dem gegen Christian B. ermittelt wird.

Auch eine Frau aus Irland, die in Praia da Luz bereits im 2004 Opfer einer Vergewaltigung wurde, vermutet, dass es sich bei dem Deutschen um ihren Peiniger handeln könnte. Auf seine Fährte gebracht wurde sie durch die Berichterstattung über die Vergewaltigung der älteren [Gruppe 1]. Sie habe sich beim Lesen übergeben müssen, ""weil es mich direkt wieder zu meiner Erfahrung transportiert hat"", sagte sie dem Guardian.

Später erhob sie schwere Vorwürfe gegen die portugiesischen Ermittler: ""Ich denke, wenn die ihren Job richtig gemacht hätten beim Ermitteln von dem, was mir geschehen ist, und das wirklich derselbe Mann ist, der die [Gruppe 1] angriff und Madeleine McCann entführt hat, hätten sie die Attacke auf sie verhindern können und Madeleine wäre jetzt zuhause bei ihren Eltern."""
JESID,TA,NOT_SECURITY_CRIME,"Neben dem Internationalen Gerichtshof gibt es in Den Haag noch eine zweite Institution: den Internationalen Strafgerichtshof, kurz IStGH. Eine Art Weltstrafgericht. Und obwohl Russland auch dieses Gericht nicht anerkannt hat, können die Richter bei schweren Gräueltaten etwa gegen Zivilisten ermitteln -  gegen die russische Armee, aber auch gegen Putin selbst. Der Chefankläger des IStGH, Karim Khan, hat erklärt, dass Ermittlungen zu Kriegsverbrechen in der Ukraine bereits angelaufen sind.

Auch in Deutschland dürfen Staatsanwaltschaften wegen schwerer Kriegsverbrechen wie Völkermord ermitteln -  obwohl die mutmaßlichen Straftaten nicht in Deutschland begangen wurden und auch keine Deutschen beteiligt sind. Grundlage ist das "" Weltrechtsprinzip"" . Unter diesem Leitbild haben deutsche Staatsanwälte auch schon Anklage etwa gegen syrische Militärs wegen des Völkermords an den [Gruppe 1] gestartet.

Wie hoch ist die Strafe,die Putin droht?"
FOR,OSZ,NOT_SECURITY_CRIME,"Wichtig sei nun herauszufinden, so der Russland-Experte Gerhard Mangott von der Universität Innsbruck, wer in diesem Massengrab liege und warum. "" Die forensische Analyse wird zeigen, ob wie in Irpin und Borodjanka ukrainische Zivilisten zu Tode gefoltert und dort verscharrt wurden"" , sagte er im Gespräch mit dem RedaktionsNetzwerk Deutschland (RND). Es würde ihn nicht überraschen, wenn in Isjum und der Region Charkiw erneut Beweise für russische Kriegsverbrechen gefunden werden.

Unter den 450 Toten sollen sich auch ukrainische Soldaten befinden. Einzelheiten wollen nun die Behörden und ein Team des UN-Menschenrechtsbüros untersuchen. Am Donnerstagabend informierte der ukrainische Innenminister Jewhen Jenin darüber, man habe in der Region Charkiw auch Folterkammern gefunden, in denen Russland ukrainische Staatsangehörige und auch [Gruppe 1] misshandelt haben soll. Man habe Leichen mit Folterspuren entdeckt.

Ähnliche Gräueltaten wie in ­Butscha und das gezielte Töten von Zivilisten seien ein elementarer Bestandteil des russischen Krieges, sagt der Osteuropaexperte Steffen Halling von der Universität Bremen. "" Es gibt viele Anzeichen, dass Russland als Kriegstaktik systematisch auf Verbrechen gegen die Zivilbevölkerung setzt, um sie einzuschüchtern und zu demoralisieren.""  Die Berichte von Foltergefängnissen überraschen ihn nicht: "" Illegale Gefängnisse, in denen Zivilisten und Kriegsgefangene gefoltert werden, gab es bereits in Donezk seit 2014."" "
UKR,LVZ,NOT_SECURITY_CRIME,"Konfliktforscher sehen gerade darin eine Gefahr. Weil mit Milizen in einem solchen Krieg die Gefahr von Gräueltaten noch weiter steige, die Kontrolle gering sei und diese auch Waffenstillstandsabkommen verletzen könnten. Wenn es diese denn erst mal gibt.

Für viele [Gruppe 1] aber zählt allein, dass sie sich dem russischen Angriff in den Weg stellen. "" Sie können kämpfen, sie kämpfen mit unserer Armee, das ist entscheidend"" , sagt jemand, der in Deutschland ukrainische Proteste mit organisiert.

Die letzten Dinge regeln"
