group,pub,label,text_block
UKR,WAZ,NOT_SECURITY_CRIME,"Es wäre unseriös, jetzt Zahlen zu nennen. Wir bereiten uns darauf vor, humanitäre Hilfe zu leisten und Menschen aufzunehmen. Wir schauen gemeinsam mit unseren Partnern, wie wir die Menschen unterstützen können, die aus der Ukraine fliehen. Solidarität mit der Ukraine heißt natürlich auch Solidarität mit den Menschen, die jetzt fliehen müssen.

Verstehen Sie, dass die [Gruppe 1] sich im Stich gelassen fühlen? Kiew hat um Verteidigungswaffen gebeten -  und Deutschland liefert Helme.

Deutschland hat die Ukraine stets unterstützt -  bei Schutzausrüstung und der Versorgung von Verwundeten, finanziell und politisch. Das Ziel war es, mit Dialog und Härte einen Krieg in Europa zu verhindern. Putin hat mit seinem Handeln die europäische Friedensordnung angegriffen und der Diplomatie eine Absage erteilt, als er mit seiner militärischen Übermacht der Ukraine den Krieg erklärt hat. Wir setzen jetzt auf eindeutige und schmerzhafte Sanktionen, alles liegt auf dem Tisch."
ISLMST,TA,NOT_SECURITY_CRIME,"Kai Mudra

Erfurt Gewalttäter hinter Gittern sollen nicht nur ihre Strafe absitzen, sondern auch auf andere Gedanken kommen. Hasstiraden aufbrechen, Zweifel an geschlossenen oft fremdenfeindlichen Weltbildern schüren, um so Auswege zu finden, sind Ziele von Deeskalationsprogrammen. Solche Angebote richten sich in Thüringen insbesondere an Gefangene mit rechtsextremer Orientierung. [Gruppe 1] sind aus Sicht des Justizministeriums -  derzeit mit einer Ausnahme -  kein Thema.

Aber auch Bedienstete im Strafvollzug sollten geschult werden. Sind sie es doch, die Radikalisierungen hinter Gittern erkennen und dann handeln müssen. Besonders intensiv werden seit 2017 in Gefängnissen Programme angeboten, wird mit Häftlingen gearbeitet, die extremistische Ansichten und einen Hang zur Gewalt haben. Gefangene bis zu 26 Jahren bilden bisher den Schwerpunkt dieser Bemühungen."
REFUG,KN,NOT_SECURITY_CRIME,"Ich weiß, dass die offizielle russische Kirche in der kommunistischen Zeit immer wieder den Kommunismus gerechtfertigt hat und die Verbrechen des kommunistischen Staates. Damals habe ich gesagt, ich will das nicht mittragen - aber ich kenne die Beweggründe nicht. Das muss ich auch heute angesichts dieses Kriegs klar sagen.

Wie viele ukrainische [Gruppe 1] werden derzeit von Ihrer Kirche unterstützt?

Sehr, sehr viele kommen zu uns. Als der Zustrom an [Gruppe 1] in Deutschland einsetzte, haben wir an alle Ministerpräsidenten und viele Bürgermeister geschrieben, dass wir unser Wissen und unsere Sprachkenntnisse gern zur Verfügung stellen. Dies wird auch genutzt. Wir unterstützen ebenfalls Konvois, die Lebensmittel und Kleidung in die Ukraine bringen. Wir geben, was wir haben, in ein Kloster in der östlichen Ukraine, das mittlerweile in der Kampflinie liegt. Dort sind mehr als 1500 [Gruppe 1] untergebracht."
REFUG,OSZ,NOT_SECURITY_CRIME,"Die Lage der [Gruppe 1], die aktuell aus der Ukraine kommen, sei sehr dynamisch und könne sich jeden Tag ändern. So versuchte es Landrat Michael Sack (CDU) zu erklären, als er am Donnerstag in einem alten Klassenzimmer in Loitz stand. Die ehemalige Grundschule direkt am Stadtwall wurde vergangenes Jahr vom Kreis gekauft, sollte eigentlich ab November grundlegend saniert werden. Nun leben hier jedoch erstmal 102 [Gruppe 1], die vor dem Krieg in der Ukraine Schutz in Deutschland suchen.

Insgesamt könnten hier 218 Menschen unterkommen, gemeinsam mit bis zu 12 anderen [Gruppe 1] in den leeren Räumen. Hier bekommen sie ein Pritschenbett, drei Mal am Tag warmes Essen, trinken, Sicherheit. "" Es ist sicherlich spartanisch, aber wir tun, was wir können"" , erklärt Landrat Sack. Die Loitzer Grundschule ist eine von zwei Notunterkünften, die der Kreis aktuell betreibt. Die andere ist die große Turnhalle in Greifswald. Weiter Unterkünfte, Jugendherbergen, Schullandheime und eine Jagdschule verteilt im Kreis, werden bald wieder in den normalen Betrieb gehen.

Notunterkunft in  einem halben Tag eingerichtet"
GBR,WAZ,NOT_SECURITY_CRIME,""" Wahnsinn""  sei die Stimmung im Stadion gewesen. "" Ich habe ja beim Fußball schon einiges erlebt, von München über Berlin bis Hamburg. Aber so laut und begeisternd war es nirgendwo.""  Die englischen Fans seien vom Stadionsprecher Stunden vor dem Anpfiff "" regelrecht eingepeitscht""  worden. "" Jede Spielerin wurde einzeln vorgestellt und von Zehntausenden bejubelt. Das war wie vor TV-Shows, bei denen das Publikum beim Warm-up in Stimmung gebracht wird.""

Das Spiel sehen die Bochumer vom Oberrang aus, "" beste Sicht, gute Plätze"" . Um sie herum sitzen vor allem: [Gruppe 1], durchweg in "" Football' s coming home"" -Euphorie. "" Aber anders als in vielen deutschen Stadien wurden wir als Gäste durchweg nett und respektvoll behandelt"" , schildert Wiegand. "" Es gab bei aller Konkurrenz nicht einen aggressiven Moment. Das gilt auch für den Hin- und Rückweg, bei dem die ,Bobbys'  freundlich Spalier standen, sowie für die reibungslosen Sicherheitskontrollen. Das hat mich sehr beeindruckt. Das wünsche ich mir auch für die Bundesliga.""

Beim 1:1-Ausgleich durch Lina Magull in der 79. Minute liegen sich die Wiegands in den Armen. "" Da war es im Rest des Stadions plötzlich ganz ruhig."""
UKR,MAZ,NOT_SECURITY_CRIME,"BERLIN (dpa/epd). Nach mehr als einer Woche Krieg fliehen immer mehr [Gruppe 1] aus ihrer Heimat - vor allem in die Länder der EU. Nach aktuellen Schätzungen der UN-Flüchtlingshilfsorganisation UNHCR sind weltweit bereits 1,5 Millionen Menschen vor dem russischen Angriffskrieg in der Ukraine geflohen. ""Dies ist nun die am schnellsten wachsende Flüchtlingskrise seit dem Zweiten Weltkrieg"", teilte die Organisation am Sonntag mit. Allein im ukrainischen Nachbarland [Andere Gruppe] sind nach Angaben des Grenzschutzes seit dem Beginn des Kriegs rund 964 000 [Andere Gruppe] eingetroffen.

Bundeskanzler Olaf Scholz (SPD) lobte am Sonntag nach einem Gespräch mit EU-Kommissionspräsidentin Ursula von der Leyen die europäische Solidarität mit den [Gruppe 1]. ""Es ist gut und eben nicht selbstverständlich, dass alle EU-Staaten gemeinsam, schnell und unbürokratisch Kinder, Frauen und Männer aufnehmen"", erklärte Scholz. Es sei klar, dass Europa zusammenhalte. ""Wir helfen gemeinsam denjenigen, die vor dem Krieg Zuflucht suchen.""

Bundesinnenministerin Nancy Faeser (SPD) hat versichert, dass Deutschland alle [Andere Gruppe] aus der Ukraine unabhängig von ihrer Nationalität aufnehmen will. ""Wir wollen Leben retten. Das hängt nicht vom Pass ab"", sagte Faeser. ""Der allergrößte Teil der [Andere Gruppe] sind [Gruppe 1] und [Gruppe 1]. Menschen aus anderen Staaten, die in der Ukraine ein dauerhaftes Aufenthaltsrecht hatten, bringen diesen Status mit"", erläuterte die Ministerin: ""Auch sie müssen kein aufwendiges Asylverfahren durchlaufen."" Auch in Deutschland ist die Zahl der [Andere Gruppe], die aus der Ukraine ankommen, am Wochenende weiter deutlich gestiegen. Die Hauptstadt Berlin kommt nach den Worten von Bürgermeisterin Franziska Giffey (SPD) an seine Belastungsgrenze - sie fordert dringend Hilfe vom Bund."
REFUG,TA,NOT_SECURITY_CRIME,"Was die Alarmierung der Bevölkerung betrifft, steuert der Staat bereits um. Der Bund fördert die Installation von Warnsirenen mit bis zu 86 Millionen Euro. Zudem wird derzeit ein System eingeführt, um eine amtliche Warnung an alle Handys in einem bestimmten Gebiet zu verschicken -  dieses Cell-Broadcast-System soll auch Mobiltelefone erreichen, die keine Smartphones sind. Eine Lehre aus der Ahrtal-Flut.

Und: Ein Pilotprojekt läuft, es heißt "" Labor Betreuung 5.000"" , in Notfallcamps sollen bis zu 5000 Menschen versorgt werden, rund ein Dutzend dieser "" Labore""  sollen entstehen, verstreut in der Republik. Teilweise kommen diese Reserven jetzt auch bei der Betreuung von [Gruppe 1] aus der Ukraine zum Einsatz. Teilweise aber ist auch dieses Pilotprojekt nach mehreren Jahren noch in der Planungsphase.

Der Ukraine-Krieg hat den Druck auf die Regierung erhöht. Die Innenminister haben den Auftrag bekommen, Vorschläge zum besseren Schutz der Menschen in Deutschland zu machen. Schon jetzt zeichnet sich ab: Die Mängelliste ist lang."
UKR,TA,NOT_SECURITY_CRIME,"Reem Alabali-Radovan:  Die Erinnerung ist nur noch in Bruchteilen da. Wir waren einige Zeit in der Erstaufnahmeeinrichtung Nostorf-Horst in Mecklenburg-Vorpommern. Ich war damit beschäftigt, Deutsch zu lernen und Freunde zu finden. Mir war als Sechsjährige nicht klar, was passiert. Als ich zwölf war, habe ich mich dann mit dem Irak-Krieg beschäftigt. Da habe ich erst verstanden, warum meine Eltern geflüchtet sind.

Nun fliehen Hunderttausende vor Putins Krieg. Wie viele [Gruppe 1] und [Gruppe 1] kann Deutschland aufnehmen?

Stand Freitag sind 109.000 Menschen aus der Ukraine hier in Deutschland angekommen. Und mit steigender Brutalität des Angriffskrieges werden mehr kommen. Eine genaue Zahl kann niemand vorhersagen. Klar ist: Deutschland wird allen Menschen Schutz bieten, die aus der Ukraine zu uns fliehen."
USA,BADZ,NOT_SECURITY_CRIME,"Putins Russland steht genau für das Gegenteil, so sieht es Sabyrzhan. Für einen aggressiven, engstirnigen Nationalismus, der neben sich nichts duldet. ""Putin muss jetzt aufgehalten werden. Sonst ist es vorbei mit der Freiheit für ganz Europa. Ich hoffe, das verstehen auch die Menschen in Deutschland. Wir brauchen dringend mehr schwere Waffen"", erklärt er.

Zuletzt hatte die Einheit in Sjewjerodonezk gekämpft. Nun stehen sie an der Front im Südosten. ""Gute Männer sind gefallen"", sagt Sabyrzhan, als er aus der Kniebeuge aufsteht. ""Übrigens, die [Gruppe 1] hatten die Idee, Schewtschenko mitzunehmen. Sie bekamen das Gemälde im Donbass geschenkt. Jetzt begleitet uns der Dichter"", sagt Sabyrzhan und deutet auf drei Männer, die ihr Lager direkt an der kahlen Wand aufgeschlagen haben. Die [Gruppe 1] sind durchtrainierte Kolosse. Schnell stellt sich im Gespräch heraus, dass sie Profis im Kriegshandwerk sind, schon im Irak und Afghanistan gekämpft haben. ""Jetzt verteidigen wir hier die Freiheit"", erklärt einer von ihnen.

Ihr Sold entspricht offiziell dem der ukrainischen Soldaten. Der ist nach Gefährlichkeit gestaffelt. Bis zu 2500 Euro gibt es für Mannschaftsgrade, die direkt an der Front kämpfen. Das ist deutlich weniger als der Sold bei internationalen Sicherheits- und Militärunternehmen, die weltweit ihre Söldner in Einsätze schicken. "
REFUG,BADZ,NOT_SECURITY_CRIME,"Helfer warnen [Gruppe 1] auf vielfache Art vor Kriminellen

In Berlin wird viel dafür getan, dass es so weit nicht kommt. Auf allen Ebenen des Bahnhofsgebäudes hängen Plakate in verschiedenen Sprachen, um den [Gruppe 1] den Weg zu seriöser Hilfe zu weisen. Auf den digitalen Anzeigen wird vor unseriösen Unterkunftsangeboten gewarnt, außerdem über Lautsprecherdurchsagen in vier Sprachen sowie in den sozialen Medien. Hunderte Ehrenamtliche sind vor Ort, um den Menschen zu kostenlosen Tickets für die Weiterfahrt, Getränken, Essen oder Windeln für die Kinder zu verhelfen.

Im Gebäude, aber auch auf den Bahnhofsvorplätzen zeigen Polizisten Präsenz. Das macht es für Menschenhändler zwar schwieriger, unbemerkt durch das Sicherheitsnetz zu kommen, aber es hält sie nicht von Versuchen ab. Die Bundespolizei reagiert mit Platzverweisen. ""Wir gehen auf die Männer zu, befragen sie nach den Gründen, sich am Bahnhof aufzuhalten, stellen ihre Identität fest und erteilen auch Platzverweise, sollte sich der Verdacht gegen sie erhärten"", sagt Polizeisprecherin Müller. Das Bahnhofsgelände ist dann fortan für sie tabu."
USA,WAZ,NOT_SECURITY_CRIME,"Tatsächlich steckt hinter dem Moskauer Propaganda-Narrativ imperiales Denken. Moskau nimmt für sich in Anspruch, willkürlich Grenzen zu verschieben. Gestern auf der Krim, heute im Donbass und morgen vielleicht in Litauen.

Die [Gruppe 1] wollen genau das verhindern. Moskau soll durch die Stärkung der ukrainischen Verteidigung derart geschwächt werden, dass es weitere Invasionsabenteuer künftig unterlässt. Das ist nicht ohne Risiko -  aber es wird umso geringer, je fester und geschlossener der Westen auftritt.

"
ASYL,OSZ,NOT_SECURITY_CRIME,""" Gleichzeitig erfuhren wir, dass die Erstaufnahmestelle auf dem Dänholm in Stralsund aufgegeben werden sollte. Deshalb lag die Vermutung für uns sehr nahe, dass zukünftig der gesamte Berufsschulstandort in Sassnitz zur Diskussion stünde und eine Nutzungsänderung, die unsere Vorstellungen konterkarierte, angestrebt sei"" , so Benedict. Zusätzlich genährt worden wäre diese Befürchtung durch Pläne, Ausbildungsstandorte auf einem Berufsschulcampus in Stralsund zu konzentrieren.

"" Deshalb erschien uns zum damaligen Zeitpunkt eine Veränderungssperre geboten, um Nachteile für Entwicklungspotenziale unserer Stadt abzuwenden.""  Wenn nun aber ausschließlich das Wohnheim der Berufsschule in Sassnitz für die Beherbergung von Flüchtenden und [Gruppe 1] genutzt werden solle und der Landkreis zugleich die Bemühungen der Stadt Sassnitz um die Einrichtung einer gymnasialen Oberstufe unterstütze, wäre allen Seiten gedient.

Die Chance auf eine Einigung der Parteien sei bei einem Ortstermin Anfang April unter Beteiligung von Polizei, Wasserschutzpolizei und Innenministerium verhandelt worden, so der Bürgermeister. "" Diesen Teil des Antrags halte ich für eine sehr gute Lösung. Er eröffnet uns die Möglichkeit, einen modernen Neubau auf die Liegenschaft zu setzen, der gute Arbeitsbedingungen für die Polizei in unserer Stadt bedeutet."" "
NLD,WAZ,NOT_SECURITY_CRIME,"Wofür wollen Sie die 100 Milliarden ausgeben?

Wir wollen die Digitalisierung vorantreiben, das ist ein wesentlicher Punkt. Damit stärken wir die Führungsfähigkeit der Bundeswehr. Im Heer sind wir noch überwiegend mit analogen Funkgeräten unterwegs. Außerdem geht es um die Bevorratung von Munition und Ersatzteilen. Hinzu kommen die Modernisierungsprojekte: Der Schützenpanzer Marder ist schon länger beim Bund ist als ich. Wir müssen auch den schweren Transporthubschrauber CH 53 ersetzen, uns für einen Tornado-Nachfolger entscheiden, den Eurofighter weiterentwickeln und bewaffnete Drohnen anschaffen. Auch bei der Flugabwehr gibt es Handlungsbedarf. Wir werden multinationale Projekte vorantreiben. Mit den [Gruppe 1] entwickeln wir Luftlandeplattformen. Es geht also um Modernisierung und Europäisierung unserer Verteidigungsfähigkeit -  nicht um Aufrüstung, wie es so oft heißt./

Wir fragen uns schon, ob das alles rational ist, wenn wir die Kriegführung insgesamtbetrachten."
EU,LVZ,NOT_SECURITY_CRIME,"

Angesichts der Kriegsgefahr in der Ukraine hat Frankreichs Präsident Emmanuel Macron eine neue europäische Sicherheitsordnung gefordert. Die [Gruppe 1] müssten in den kommenden Wochen einen Vorschlag dazu ausarbeiten. Dieser solle dann in der Nato debattiert und anschließend Russland für Verhandlungen vorgelegt werden, sagte Macron am Mittwoch vor dem Europäischen Parlament in Straßburg. Frankreich hat am 1. Januar die EU-Ratspräsidentschaft übernommen.

Der Dialog mit Russland bleibe essenziell, sagte Macron: "" Wir werden mit Deutschland im Rahmen des Normandie-Formats weiter eine politische Lösung im Ukraine-Konflikt suchen.""  Die Unverletzbarkeit der Grenzen, die freie Bündniswahl und der Verzicht auf Gewalt seien Prinzipien, auf die Europa und Russland sich vor Jahren geeinigt hätten. Mit Blick auf Russland drohte Macron, jene zu bestrafen, die diese Souveränität verletzten.fra"
RUS,LVZ,NOT_SECURITY_CRIME,"Die Bundeswehr hat am Mittwoch mit der Ausbildung ukrainischer Soldaten an der Panzerhaubitze 2000 begonnen. Geplant sei es, bis zu 18 Besatzungen auszubilden, teilte das Verteidigungsministerium in Berlin auf Twitter mit. Soldaten, Techniker und Helfer aus der Ukraine waren am Vortag in einer Maschine der Bundeswehr aus [Andere Gruppe] kommend in Rheinland-Pfalz gelandet. Sie begannen nun die Einweisung an der Artillerieschule der Bundeswehr in Idar-Oberstein. Zur Verteidigung gegen den russischen Angriff wollen Deutschland und die Niederlande der Ukraine insgesamt zwölf Panzerhaubitzen übergeben, davon sieben aus Deutschland.

Rund 40 Tage soll die Einweisung dauern - dann könnten die [Andere Gruppe] das Kriegsgerät in ihrer Heimat im Krieg gegen die [Gruppe 1] einsetzen. Mit sogenannter reichweitengesteigerter Munition könne die Panzerhaubitze 2000 bis zu 40 Kilometer weit schießen, teilte die Bundeswehr mit. Und: Die Besatzung kann bis zu sechs Granaten so abfeuern, dass diese gleichzeitig einschlagen.

Großbritannien reagiert mit einem starken Signal auf Russlands Angriffskrieg und sagt Schweden und Finnland umfassende Sicherheitsgarantien zu. Premier Boris Johnson unterzeichnete am Mittwoch während eines Besuchs bei der schwedischen Ministerpräsidentin Magdalena Andersson eine "" politische Solidaritätserklärung"" . Darin versprechen sich die beiden Staaten, die militärischen Beziehungen zu stärken und sich im Falle eines Angriffs gegenseitig zu unterstützen. Eine ähnliche Erklärung wollte Johnson später auch mit dem finnischen Präsidenten Sauli Niinistö unterzeichnen, zu dem der Premier im Anschluss reisen wollte."
UKR,KN,NOT_SECURITY_CRIME,"

Mit einem Spezialflugzeug hat die Luftwaffe kriegsverletzte [Gruppe 1] zur Behandlung nach Deutschland geflogen. Die Bundeswehrsoldaten holten die Patienten am Montag mit dem für medizinische Evakuierungsflüge ausgerüsteten Airbus A310 Medevac im südostpolnischen Rzeszow ab, wie Luftwaffe und Sanitätsdienst mitteilten. Auf der Liste der Patienten standen zwölf Zivilisten, darunter verletzte Kinder. Einige Patienten wurden von Angehörigen begleitet. Die Maschine startete am frühen Nachmittag.

Die Ukraine hatte eine Bitte um Hilfe an die Europäische Union gerichtet, die von dort an Deutschland und die Bundeswehr ging. Für die Bundeswehr war es der erste Flug mit Patienten aus der Ukraine seit dem Beginn des russischen Angriffskrieges vor gut sechs Wochen."
REFUG,MOPO,NOT_SECURITY_CRIME,"

Für [Gruppe 1] aus der Ukraine sucht das Sozialunternehmen Fördern & Wohnen (F&W) Pensionen und Hotels für jeweils mindestens 20 Personen in Hamburg. Die erforderlichen Genehmigungen sollten vorliegen. Den Betreibern der Unterkünfte will F&W eine volle Auslastung bis mindestens Ende Juni garantieren. ""Wir brauchen jeden Platz, um den Schutzsuchenden ein Dach über dem Kopf zu geben"", so F&W-GeschäftsführerArne Nilsson.

"
UKR,MOPO,NOT_SECURITY_CRIME,"Der ukrainische Präsident betonte, dass die Militärhilfe nicht abreißen dürfe. ""Ihr Geld ist keine Wohltätigkeit, es ist eine Investition in die globale Sicherheit und Demokratie, mit der wir auf höchst verantwortungsvolle Weise umgehen"", versicherte er. Die Republikaner hatten zuletzt angedeutet, bei den Ukraine-Hilfen auf die Bremse treten zu wollen.

Selenskyj sagte, dass es beim Krieg gegen die Ukraine nicht nur um das Schicksal der [Gruppe 1] gehe. ""Der Kampf wird definieren, in welcher Welt unsere Kinder und Enkelkinder leben werden"", warnte er.

Auch im Weißen Haus war der 44-Jährige vor seinem Auftritt im Kongress empfangen worden. Biden und seine Ehefrau Jill begrüßten Selenskyj mit rotem Teppich. Der US-Präsident machte weitere finanzielle, militärische und humanitäre Hilfszusagen und sicherte Selenskyj größtmöglichen Beistand der USA zu, ""solange es nötig ist""."
REFUG,WAZ,NOT_SECURITY_CRIME,"Kohlmann hat an Bildung und Weiterbildung in dem Bereich alles "" mitgenommen, was man bekommen kann. Man muss immer dran bleiben.""  Und das macht er auch kontinuierlich seit Jahrzehnten. Er ist Rettungsassistent, hat als Dozent in der Erwachsenenbildung gearbeitet und als Ausbilder für Sanitäter und Ersthelfer.

"" Wenn jemand Hilfe braucht, löst das in mir einen Reflex aus. Nicht wegschauen, sondern helfen"" , ist seit seiner Jugend die Devise. Vor zwanzig Jahren waren es 20 Helfer, die bei der Ambulanten Erstversorgung starteten. Heute sind es 13 Aktive. Die haben den Namen Aktive absolut verdient. Gebraucht werden sie oft, Tendenz steigend. "" Die Ehrenamtlichen sind ständig abrufbereit, sind professionell mit einem Pieper ausgestattet, der jederzeit zu Einsätzen rufen kann, sie fahren Notarztfahrzeuge und helfen wie vor einigen Wochen wieder [Gruppe 1], die in Deutschland ankommen, um ihnen den Start so einfach wie möglich zu machen.""

Vom Katastrophenschutz stellt die AEV eine ganze Einheit, die immer abrufbar ist. "" Die Organisationen helfen sich aber auch gegenseitig. Wenn beispielsweise die Johanniter einen Wagen für einen Einsatz nicht besetzt bekommen, fragen sie uns, dann springen wir ein"" , erklärt Martin Kohlmann. Zum Beispiel müsse jeder, der ein Notarztfahrzeug lenkt, ein ausgebildeter Rettungssanitäter sein. Auch bei der Jahrhundertflut war seine Organisation gefragt. Über zwei Autos verfügt die AEV, ein Notarztfahrzeug und einen Kombi, der für die Betreuung von Personen zum Einsatz kommt."
UKR,BADZ,NOT_SECURITY_CRIME,"Schutz der Zivilbevölkerung 

Dieser Krieg geht natürlich auch auf Kosten der ukrainischen Zivilbevölkerung. Doch zum einen steht diese überwiegend hinter der militärischen Selbstverteidigung ihres Landes und damit auch hinter den Waffenlieferungen an die Ukraine. Zum anderen haben die EU-Staaten eine fundamentale Hilfe für die Zivilbevölkerung beschlossen, indem sie allen [Gruppe 1] und [Gruppe 1] Zutritt und ein dreijähriges Aufenthaltsrecht in den EU-Staaten ermöglichen. Dieses Angebot gilt auch für ukrainische Männer, die sich nicht an den Kämpfen beteiligen wollen. 

Gesichtswahrung "
UKR,OSZ,NOT_SECURITY_CRIME,"Bundeskanzler Olaf Scholz bekräftigte hingegen den Kurs eines starken militärischen Engagements gegen Russlands Aggressionskrieg. "" Wir werden die Ukraine weiter unterstützen, mit Geld, mit humanitärer Hilfe, aber auch das muss gesagt werden: Wir werden sie unterstützen, dass sie sich verteidigen kann, mit Waffenlieferungen"" , sagte er am Sonntag auf der DGB-Kundgebung zum 1. Mai in Düsseldorf. "" Es muss einem Bürger der Ukraine zynisch vorkommen, wenn ihm gesagt wird, er solle sich gegen Putins Aggression ohne Waffen verteidigen.""  Dieser Pazifismus "" ist aus der Zeit gefallen"" .

Unterdessen hat die Vorsitzende des US-Repräsentantenhauses, Nancy Pelosi, den ukrainischen Präsidenten Wolodymyr Selenskyj in Kiew besucht. Pelosi bedankte sich bei ihm für den Einsatz der [Gruppe 1]. "" Wir befinden uns an einer Grenze der Freiheit, und Ihr Kampf ist ein Kampf für alle.""  Pelosi ist in den USA die Nummer drei im Staat. Sie ist die ranghöchste US-Vertreterin, die seit Beginn des russischen Kriegs die Ukraine besucht.

Transnistrien, ein russisches Separatistengebiet zwischen Moldau und der Ukraine, könnte heute nach Angaben des Nachrichtendienstes des ukrainischen Verteidigungsministeriums militärisch in den Krieg gegen die Ukraine eingreifen. Russland richtet laut Geheimdienst auch Mobilisierungspunkte ein, um Freiwillige für den Kampf in der transnistrischen Armee zu rekrutieren."
UKR,WAZ,NOT_SECURITY_CRIME,"Am Sonntag sorgte der russische Präsident Wladimir Putin für eine weitere Verunsicherung in Europa: Er versetzte die Atomstreitkräfte des Landes in Alarmbereitschaft -  angeblich als Reaktion auf das "" aggressive Verhalten der Nato"" . Das zeige den Ernst der Lage, so Nato-Generalsekretär Jens Stoltenberg.

In einer Sondersitzung des Bundestags kündigte Scholz am Sonntag ein einmaliges "" Sondervermögen""  von 100 Milliarden Euro und eine deutliche Aufstockung der jährlichen Verteidigungsausgaben an. Nötig sei eine "" große nationale Kraftanstrengung"" . "" Klar ist: Wir müssen deutlich mehr investieren in die Sicherheit unseres Landes, um auf diese Weise unsere Freiheit und unsere Demokratie zu schützen"" , sagte Scholz in seiner Regierungserklärung. Er verurteilte den russischen Angriff auf die Ukraine scharf und nannte ihn eine weitgehende Zäsur. "" Wir erleben eine Zeitenwende"" , sagte er. "" Das bedeutet: Die Welt danach ist nicht mehr dieselbe wie die Welt davor.""  Mit dem Überfall auf die Ukraine habe Putin kaltblütig einen Angriffskrieg vom Zaun gebrochen. "" Der Krieg ist eine Katastrophe für die Ukraine. Aber: Der Krieg wird sich auch als Katastrophe für Russland erweisen.""  Putin solle "" unsere Entschlossenheit nicht unterschätzen, gemeinsam mit unseren Alliierten jeden Quadratmeter des Bündnisgebietes zu verteidigen.""  Deutschland stehe an der Seite der [Gruppe 1] und [Gruppe 1].

Oppositionsführer Friedrich Merz (CDU) sagte dem Kanzler die Unterstützung der Union bei Rüstungsinvestitionen und Sanktionen gegen Russland zu. Er bescheinigte Scholz, eine "" gute Regierungserklärung""  gehalten zu haben. Das klare Signal des heutigen Tages sei: "" Genug ist genug. Das Spiel ist aus."""
RUS,WAZ,NOT_SECURITY_CRIME,"

Kiew Die ukrainische Armee hat offenbar weitere Geländegewinne in der Region um die Millionenstadt Charkiw im Nordosten des Landes erzielt. Soldaten der 127. Brigade hätten "" die [Gruppe 1] vertrieben und die Staatsgrenze zurückerobert"" , teilte das Verteidigungsministerium in Kiew mit. In einem vom Ministerium veröffentlichten Video war eine Gruppe ukrainischer Soldaten an einem gelb-blauen Grenzpfosten zu sehen. "" Wir haben es geschafft, wir sind hier"" , sagte einer der Soldaten in dem Video an Präsident Selenskyj gerichtet.  Politik

"
UKR,WAZ,NOT_SECURITY_CRIME,"Michael Backfisch

Berlin Annalena Baerbock trägt an diesem Morgen Schwarz. "" Wir sind heute in einer anderen Welt aufgewacht"" , sagt sie. Die Außenministerin kommt gerade aus dem Krisenstab der Bundesregierung, gibt vor der blauen Wand im Presseraum ihres Ministeriums ein Statement ab. Der Überfall russischer Truppen auf die Ukraine ist nur wenige Stunden alt. Nach Monaten der Vorbereitung von "" Lügen und Propaganda""  habe Russlands Präsident Wladimir Putin entschieden, "" seinen Drohungen schreckliche Taten folgen zu lassen"" , so Baerbock. Sie redet Klartext. Die [Gruppe 1] träumten von "" Demokratie, Frieden und einer besseren Zukunft"" . Und, direkt an die Adresse des Kremlchefs gerichtet: "" Präsident Putin, diesen Traum werden Sie niemals zerstören können.""

Baerbock beschwört die internationale Solidarität demokratischer Länder. Russland drohe "" ein Paket mit massivsten Sanktionen"" . Die Bundesregierung werde sich mit der EU, der Nato und den westlichen G7-Industrieländern eng koordinieren. "" Kein Land der Welt kann akzeptieren, dass die Souveränität anderer zur Disposition steht, wenn sein stärkerer Nachbar es will"" , betont sie. "" Wir werden uns gemeinsam der Aggression entgegenstellen.""  Jetzt gelte es, die deutsche Sicherheit und die Bündnispartner zu stärken."
REFUG,LVZ,NOT_SECURITY_CRIME,"

Bundesinnenministerin Nancy Faeser (SPD) drängt angesichts des anhaltenden Zuzugs von [Gruppe 1] aus der Ukraine auf eine bessere Verteilung innerhalb der Europäischen Union und weist zugleich Forderungen nach einer Koordinierung der Flüchtlingspolitik im Kanzleramt zurück. "" Seit dem ersten Tag des Krieges koordinieren wir die Aufnahme und Versorgung der [Gruppe 1] sehr eng mit den Ländern"" , sagte sie dem RedaktionsNetzwerk Deutschland (RND). Erst am vergangenen Donnerstag habe Kanzler Olaf Scholz (SPD) erneut mit den Ministerpräsidentinnen und Ministerpräsidenten über das Thema beraten. "" Wir sind viel besser aufgestellt, als wir es bei früheren Fluchtbewegungen waren."" 

Die SPD-Politikerin fügte hinzu: "" Es hat nun absolute Priorität, für eine faire Verteilung in der gesamten EU zu sorgen.""  Zwar gebe es einen Schulterschluss zur gemeinsamen Aufnahme der [Gruppe 1] in allen EU-Staaten. Doch diese Vereinbarung müssten "" jetzt auch alle gemeinsam umsetzen"" . Das fordere sie gemeinsam mit Frankreich und [Andere Gruppe] und berate sich dazu am Mittwoch abermals mit der EU-Innenkommissarin Ylva Johansson. Überdies kündigte die Ministerin an, am Donnerstag mit den Innenministern der G7-Staaten darüber sprechen zu wollen, "" wie [Gruppe 1] auch in Staaten außerhalb der EU wie Kanada, den USA und Japan Schutz finden können"" ."
